Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTU_M_R
1042,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1044,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1045,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1046,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1047,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1048,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1049,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1050,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1051,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
1052,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1053,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1054,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1055,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1056,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1057,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1058,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1059,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1060,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1061,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1062,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1063,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1064,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1065,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1066,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1067,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1068,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1069,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1070,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1071,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1072,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1073,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1074,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1075,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1076,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1077,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1078,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1079,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1080,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1081,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1082,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1083,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1084,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1085,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1086,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1087,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1088,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1089,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1090,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1091,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1092,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1093,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1094,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1095,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1096,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1097,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1098,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1099,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1100,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1101,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1102,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1103,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1104,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1105,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1106,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1107,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1108,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1109,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1110,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
1111,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1112,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1113,Forest,Forest,Water,NULL,Water,NULL,NULL,Built-up
1114,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1115,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1116,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1117,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1118,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1119,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1120,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1121,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1122,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1123,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1124,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1125,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1126,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
