Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWQ_M_R
1377,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1378,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1379,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1380,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1381,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1382,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1383,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1384,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1385,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1386,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1387,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1388,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1389,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1390,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1391,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1392,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1393,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1394,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1395,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1396,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1397,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1398,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1399,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1400,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1401,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1402,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1403,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1404,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1405,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1406,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1407,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1408,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1409,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1410,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1411,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1412,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Built-up
1413,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1414,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1415,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1416,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1417,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1418,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1419,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1420,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1421,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1422,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1423,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1424,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1425,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1426,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1427,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1428,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1429,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1430,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1431,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1432,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1433,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1434,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1435,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1436,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1437,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1438,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1439,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1440,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1441,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1442,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1443,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1444,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1445,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1446,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1447,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1448,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1449,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1450,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1451,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1452,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1453,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1454,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1455,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1456,Water,Water,Water,NULL,Water,NULL,NULL,Water
1457,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1458,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1459,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1460,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1461,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1462,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1463,Water,Water,Water,Water,Water,NULL,NULL,NULL
1464,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1465,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1466,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1467,Water,Water,Water,Water,Water,NULL,NULL,Water
1468,Water,Water,Water,Water,Water,NULL,NULL,Forest
1469,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1470,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1471,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1472,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1473,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1474,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1475,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1476,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1477,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1478,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1479,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1480,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1481,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1482,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1483,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1484,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1485,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1486,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1487,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1488,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1489,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1490,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1491,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1492,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1493,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1494,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1495,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1496,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1497,Water,Forest,Water,Water,Water,NULL,NULL,Water
1498,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1499,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1500,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1501,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1502,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1503,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1504,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1505,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1506,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1507,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1508,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1509,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1510,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1511,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1512,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1513,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1514,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1515,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1516,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1517,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1518,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1519,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1520,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1521,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1522,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1523,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1524,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1525,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1526,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1527,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1528,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1529,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1530,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1531,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1532,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1533,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1534,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1535,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1536,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1537,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1538,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1539,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1540,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1541,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1542,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1543,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1544,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1545,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1546,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1547,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1548,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1549,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1550,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1551,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1552,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1553,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1554,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1555,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1556,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1557,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1558,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1559,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1560,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1561,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1562,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1563,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1564,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
1565,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1566,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1567,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1568,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1569,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1570,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1571,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1572,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1573,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1574,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1575,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1576,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1577,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1578,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1579,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1580,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1581,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1582,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1583,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1584,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1585,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1586,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1587,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1588,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1589,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1590,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1591,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1592,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1593,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1594,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1595,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1596,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1597,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1598,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1599,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
1600,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1601,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1602,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1603,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1604,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1605,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1606,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1607,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1608,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1609,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1610,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1611,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1612,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1613,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1614,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1615,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1616,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1617,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1618,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1619,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1620,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1621,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1622,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1623,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1624,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1625,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1626,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1627,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1628,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1629,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1630,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1631,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1632,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1633,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1634,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1635,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1636,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1637,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1638,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1639,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1640,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1641,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1642,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1643,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1644,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1645,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1646,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1647,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1648,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1649,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1650,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1651,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1652,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1653,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1654,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1655,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1656,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1657,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1658,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1659,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1660,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1661,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1662,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1663,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1664,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1665,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1666,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1667,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1668,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1669,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1670,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1671,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1672,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1673,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1674,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1675,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1676,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1677,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1678,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1679,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1680,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1681,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1682,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1683,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1684,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1685,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1686,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1687,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1688,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1689,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1690,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1691,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1692,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1693,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1694,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1695,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1696,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1697,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1698,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1699,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1700,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1701,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1702,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1703,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1704,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
1705,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
1706,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1707,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1708,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
1709,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1710,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1711,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
1712,Forest,Cropland,Water,Water,Water,NULL,NULL,Wetland
1713,Forest,Cropland,Water,Water,Water,NULL,NULL,Bareland
1714,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
1715,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
1716,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1717,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1718,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1719,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1720,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1721,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1722,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1723,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1724,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1725,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1726,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
