Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNR_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Built-up
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
423,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
424,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
425,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
426,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
427,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
428,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
429,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
430,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
431,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
432,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
433,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
434,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
435,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
436,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
437,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
438,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
439,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
440,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
441,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
442,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
443,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
444,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
445,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
446,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
447,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
448,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
449,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
450,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
451,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
452,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
453,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
454,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
455,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
456,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
457,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
458,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
459,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
460,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
461,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
462,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
463,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
464,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
465,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
466,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
467,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
468,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
469,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
470,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
471,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
472,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
473,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
474,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
475,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
476,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
477,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
478,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
479,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
480,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
481,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
482,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
483,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
484,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
485,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
486,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
488,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
491,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
492,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
504,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
505,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
506,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
511,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
512,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
516,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
517,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
520,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
523,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
526,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
527,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
531,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
536,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
538,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
539,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
541,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
545,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
547,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
550,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
551,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
552,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
556,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
557,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
566,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
567,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
571,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
572,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
574,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
578,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
579,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
581,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
585,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
589,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
592,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
593,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
597,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
598,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
599,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
600,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
601,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
602,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
603,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
604,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
605,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
606,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
607,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
608,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Cropland
609,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
610,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
611,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
612,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
613,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
614,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
615,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
616,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Bareland
617,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
618,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
619,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
620,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
621,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
622,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
623,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
624,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
625,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
626,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
627,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
628,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
629,NULL,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
630,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
631,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
632,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
633,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
634,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
635,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
636,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
637,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
638,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
639,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
640,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
641,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
642,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
643,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
644,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
645,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
646,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
647,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
648,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
649,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Water,Grassland
650,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
651,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
652,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Bareland
653,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
654,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
655,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
656,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
657,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
658,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
