Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXP_M_R
8991,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
8992,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
8993,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8994,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
8995,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
8996,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
8997,Forest,Cropland,Water,NULL,Water,NULL,NULL,Built-up
8998,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
8999,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
9000,Forest,Cropland,Water,NULL,Water,NULL,Wetland,Grassland
9001,Forest,Cropland,Water,NULL,Water,NULL,Wetland,Bareland
9002,Forest,Cropland,Water,NULL,Water,NULL,Wetland,Forest
9003,Forest,Cropland,Water,NULL,Water,NULL,Bareland,Grassland
9004,Forest,Cropland,Water,NULL,Water,NULL,Bareland,Bareland
9005,Forest,Cropland,Water,NULL,Water,NULL,Water,NULL
9006,Forest,Cropland,Water,NULL,Water,NULL,Water,Grassland
9007,Forest,Cropland,Water,NULL,Water,NULL,Water,Forest
9008,Forest,Cropland,Water,NULL,Water,NULL,Forest,Forest
9009,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
9010,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Cropland
9011,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
9012,Forest,Cropland,Water,NULL,Water,Grassland,Forest,Grassland
9013,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Forest
9014,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
9015,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Water
9016,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
9017,Forest,Cropland,Water,NULL,Water,Wetland,Water,Grassland
9018,Forest,Cropland,Water,NULL,Water,Wetland,Water,Bareland
9019,Forest,Cropland,Water,NULL,Water,Bareland,Wetland,Grassland
9020,Forest,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
9021,Forest,Cropland,Water,NULL,Water,Bareland,Water,Bareland
9022,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
9023,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
9024,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
9025,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Water
9026,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
9027,Forest,Cropland,Water,Non_Water,Water,NULL,Wetland,Forest
9028,Forest,Cropland,Water,Non_Water,Water,NULL,Water,Water
9029,Forest,Cropland,Water,Non_Water,Water,Wetland,NULL,Grassland
9030,Forest,Cropland,Water,Non_Water,Water,Wetland,Wetland,Grassland
9031,Forest,Cropland,Water,Non_Water,Water,Water,Wetland,Forest
9032,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
9033,Forest,Cropland,Water,Water,Water,NULL,NULL,Wetland
9034,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
9035,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
9036,Forest,Cropland,Water,Water,Water,NULL,Wetland,Grassland
9037,Forest,Cropland,Water,Water,Water,NULL,Water,Grassland
9038,Forest,Cropland,Water,Water,Water,NULL,Water,Water
9039,Forest,Cropland,Water,Water,Water,Wetland,Water,Forest
9040,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9041,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9042,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9043,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9044,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
9045,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
9046,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
9047,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9048,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9049,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9050,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9051,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9052,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
9053,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
9054,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9055,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
9056,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9057,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
9058,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
9059,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9060,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
9061,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9062,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
9063,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9064,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
9065,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9066,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
9067,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
9068,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9069,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9070,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9071,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
9072,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
9073,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
9074,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9075,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9076,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9077,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9078,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9079,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
9080,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9081,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
9082,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9083,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9084,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9085,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9086,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
9087,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9088,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
9089,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
9090,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
9091,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
9092,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
9093,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
9094,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
9095,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
9096,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9097,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
9098,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
9099,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
9100,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9101,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
9102,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9103,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
9104,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9105,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
9106,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9107,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
9108,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9109,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
9110,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
9111,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9112,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
9113,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
9114,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
9115,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9116,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
9117,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9118,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
9119,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9120,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
9121,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
9122,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Water
9123,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9124,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9125,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9126,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
9127,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
9128,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
9129,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
9130,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
9131,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
9132,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9133,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
9134,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
9135,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
9136,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
9137,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9138,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
9139,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
9140,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
9141,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9142,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9143,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
9144,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9145,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
9146,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9147,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
9148,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9149,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
9150,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Water
9151,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9152,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
9153,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
9154,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
9155,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
9156,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
9157,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
9158,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
9159,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9160,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9161,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
9162,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9163,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9164,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9165,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9166,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
9167,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9168,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
9169,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9170,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9171,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9172,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
9173,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
9174,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
9175,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
9176,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
9177,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
9178,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
9179,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
9180,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
9181,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
9182,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Forest
9183,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
9184,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
9185,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
9186,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
9187,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
9188,Forest,Cropland,Forest,Water,Non_Wetland,Forest,NULL,Forest
9189,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9190,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9191,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9192,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9193,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9194,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
9195,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9196,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
9197,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9198,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9199,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
9200,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9201,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9202,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9203,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
9204,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9205,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
9206,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
9207,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9208,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9209,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9210,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9211,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9212,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9213,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9214,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
9215,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9216,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9217,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9218,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9219,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9220,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9221,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
9222,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
9223,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
9224,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
9225,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
9226,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9227,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9228,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
9229,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
9230,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9231,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9232,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9233,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9234,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
9235,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9236,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9237,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9238,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9239,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
9240,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9241,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
9242,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
9243,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
9244,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
9245,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9246,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9247,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9248,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9249,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9250,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
9251,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
9252,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9253,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland,Water,Forest
9254,Forest,Wetland,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
9255,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
9256,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
9257,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Bareland
9258,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
9259,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
9260,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
9261,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9262,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
9263,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9264,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
9265,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
9266,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
9267,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
9268,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9269,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9270,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
9271,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9272,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
9273,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
9274,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
9275,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
9276,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Bareland
9277,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
9278,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
9279,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
9280,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
9281,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
9282,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
9283,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
9284,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
9285,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
9286,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9287,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
9288,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
9289,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9290,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
9291,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
9292,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
9293,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
9294,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9295,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
9296,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
9297,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9298,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9299,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
9300,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9301,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9302,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
9303,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9304,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9305,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
9306,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9307,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,NULL
9308,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
9309,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
9310,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9311,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
9312,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9313,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
9314,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
9315,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
9316,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
9317,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
9318,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
9319,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
9320,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
9321,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9322,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9323,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
9324,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
9325,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,NULL
9326,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
9327,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
