Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NZE_M_R
1068,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1069,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1070,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1071,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1072,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1073,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1074,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1075,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1076,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1077,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1078,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1079,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1080,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1081,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1082,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1083,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1084,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1085,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1086,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1087,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1088,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1089,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1090,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1091,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1092,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1093,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1094,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1095,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1096,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1097,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1098,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1099,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1100,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1101,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1102,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1103,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1104,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1105,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1106,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1107,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1108,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1109,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1110,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1111,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1112,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1113,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1114,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1115,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1116,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1117,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1118,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1119,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1120,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1121,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1122,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1123,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1124,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1125,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1126,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1127,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1128,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1129,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1130,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1131,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1132,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1133,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1134,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1135,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1136,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
1137,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1138,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1139,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1140,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1141,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1142,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1143,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1144,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1145,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1146,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1147,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1148,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1149,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1150,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1151,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1152,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
