Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCH_M_R
1100,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1101,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
1102,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1103,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1104,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1105,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1106,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1107,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1108,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1109,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1110,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1111,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1112,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1113,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1114,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
1115,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
1116,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1117,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1118,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1119,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1120,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1121,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
1122,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1123,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1124,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
1125,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1126,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1127,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1128,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1129,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1130,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1131,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
1132,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1133,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1134,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1135,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1136,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1137,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1138,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1139,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1140,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1141,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1142,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
1143,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
1144,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1145,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
1146,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1147,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1148,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1149,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1150,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1151,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1152,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
1153,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
1154,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1155,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1156,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1157,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1158,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1159,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1160,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1161,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1162,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1163,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1164,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1165,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1166,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1167,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1168,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1169,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1170,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
1171,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
1172,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
1173,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1174,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1175,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1176,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1177,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1178,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1179,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1180,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1181,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1182,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1183,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1184,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1185,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1186,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1187,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1188,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1189,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1190,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1191,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1192,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1193,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1194,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1195,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1196,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1197,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1198,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1199,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1200,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1201,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1202,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1203,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1204,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1205,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1206,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1207,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1208,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1209,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1210,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1211,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1212,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1213,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1214,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1215,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1216,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1217,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
1218,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1219,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1220,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1221,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1222,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
1223,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1224,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1225,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1226,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1227,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1228,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1229,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1230,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1231,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1232,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1233,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1234,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1235,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1236,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1237,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1238,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
1239,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1240,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1241,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1242,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1243,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1244,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1245,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1246,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1247,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1248,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
1249,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1250,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1251,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
1252,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1253,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
1254,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
1255,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
1256,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1257,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1258,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1259,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1260,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1261,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1262,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
1263,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1264,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1265,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1266,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1267,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1268,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1269,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1270,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
1271,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1272,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1273,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
1274,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1275,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
1276,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1277,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Forest
1278,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1279,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1280,Forest,Forest,Water,Water,Water,NULL,Water,Water
1281,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1282,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1283,Forest,Forest,Water,Water,Water,Wetland,NULL,Forest
1284,Forest,Forest,Water,Water,Water,Water,Water,Water
1285,Forest,Forest,Water,Water,Water,Water,Water,Forest
1286,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
1287,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1288,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1289,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1290,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1291,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1292,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1293,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1294,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1295,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1296,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1297,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1298,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1299,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1300,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1301,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1302,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1303,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1304,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1305,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1306,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1307,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1308,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1309,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1310,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1311,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1312,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1313,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1314,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1315,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1316,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1317,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1318,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1319,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Water
1320,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1321,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1322,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1323,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1324,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1325,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1326,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1327,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1328,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1329,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1330,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1331,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1332,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1333,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1334,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
1335,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1336,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1337,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
1338,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1339,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1340,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1341,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1342,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
1343,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1344,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1345,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1346,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1347,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1348,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1349,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1350,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1351,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
1352,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1353,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1354,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1355,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1356,Forest,Forest,Forest,Water,Non_Wetland,Forest,NULL,Water
1357,Forest,Forest,Forest,Water,Non_Wetland,Forest,NULL,Forest
1358,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1359,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1360,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
