Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NKF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NKF_M_R
1059,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1060,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1061,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1062,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1063,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1064,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1065,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1066,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1067,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1068,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1069,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1070,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1071,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1072,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1073,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1074,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1075,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1076,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1077,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1078,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1079,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1080,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Water
1081,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1082,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1083,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1084,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1085,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1086,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1087,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1088,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1089,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1090,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1091,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1092,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1093,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1094,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1095,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1096,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1097,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1098,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1099,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1100,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1101,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1102,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1103,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1104,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1105,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1106,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1107,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1108,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1109,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1110,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1111,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1112,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
1113,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1114,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1115,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1116,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1117,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1118,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1119,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1120,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1121,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1122,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1123,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1124,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1125,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1126,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1127,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
1128,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
1129,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1130,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1131,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1132,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1133,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1134,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
1135,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1136,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
1137,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1138,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1139,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
1140,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1141,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
1142,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1143,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
1144,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
1145,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1146,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1147,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1148,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1149,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1150,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
1151,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
1152,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
1153,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
1154,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
1155,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
1156,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
1157,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
1158,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1159,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1160,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1161,Forest,Water,Water,NULL,Water,NULL,Water,Water
1162,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1163,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1164,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
1165,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1166,Forest,Water,Water,NULL,Water,Grassland,Water,Water
1167,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1168,Forest,Water,Water,NULL,Water,Grassland,Forest,Water
1169,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
1170,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1171,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1172,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1173,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1174,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
1175,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1176,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1177,Forest,Water,Water,NULL,Water,Water,Water,Water
1178,Forest,Water,Water,NULL,Water,Water,Water,Forest
1179,Forest,Water,Water,NULL,Water,Water,Forest,Water
1180,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1181,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1182,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1183,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1184,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1185,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1186,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1187,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
1188,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
1189,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
1190,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
1191,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1192,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1193,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1194,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1195,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1196,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1197,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1198,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1199,Forest,Water,Water,Water,Water,NULL,Water,Water
1200,Forest,Water,Water,Water,Water,NULL,Water,Forest
1201,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
1202,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1203,Forest,Water,Water,Water,Water,Grassland,Water,Water
1204,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1205,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1206,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1207,Forest,Water,Water,Water,Water,Wetland,Water,Water
1208,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1209,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
1210,Forest,Water,Water,Water,Water,Water,Wetland,Water
1211,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1212,Forest,Water,Water,Water,Water,Water,Water,Water
1213,Forest,Water,Water,Water,Water,Water,Water,Forest
1214,Forest,Water,Water,Water,Water,Water,Forest,Water
1215,Forest,Water,Water,Water,Water,Water,Forest,Forest
1216,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1217,Forest,Water,Water,Water,Water,Forest,Water,Forest
1218,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1219,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1220,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1221,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1222,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1223,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1224,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1225,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1226,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1227,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1228,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1229,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1230,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1231,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1232,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1233,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1234,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1235,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1236,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1237,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1238,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1239,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1240,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1241,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1242,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1243,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1244,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1245,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1246,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1247,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1248,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1249,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1250,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1251,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1252,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1253,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1254,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1255,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1256,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1257,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1258,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1259,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1260,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1261,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1262,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1263,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1264,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1265,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1266,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1267,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1268,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1269,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1270,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1271,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1272,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1273,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1274,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1275,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1276,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1277,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1278,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1279,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1280,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1281,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1282,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1283,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1284,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1285,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1286,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1287,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1288,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1289,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1290,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1291,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1292,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1293,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1294,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1295,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1296,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
1297,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1298,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1299,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1300,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1301,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1302,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1303,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1304,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1305,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1306,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1307,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1308,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1309,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1310,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1311,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1312,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1313,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1314,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1315,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1316,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1317,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1318,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1319,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1320,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1321,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1322,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1323,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1324,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1325,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1326,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
1327,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1328,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1329,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1330,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1331,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1332,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1333,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1334,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1335,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1336,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1337,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1338,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1339,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1340,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1341,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1342,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1343,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1344,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1345,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1346,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1347,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1348,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
1349,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1350,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1351,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1352,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1353,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1354,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1355,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1356,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
1357,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1358,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1359,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1360,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1361,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1362,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1363,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1364,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1365,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1366,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1367,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
1368,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1369,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1370,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1371,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1372,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1373,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1374,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1375,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1376,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1377,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1378,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1379,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1380,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1381,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1382,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1383,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1384,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1385,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1386,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1387,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
1388,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1389,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
1390,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1391,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1392,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Bareland
1393,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1394,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1395,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1396,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1397,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1398,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1399,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1400,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1401,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1402,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1403,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1404,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1405,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1406,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1407,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1408,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1409,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
1410,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1411,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1412,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1413,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1414,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1415,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1416,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1417,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1418,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
