Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFU_M_R
322,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
323,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
324,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
325,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
326,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
327,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
330,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
331,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
332,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
333,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
334,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
335,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
336,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
337,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
338,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
339,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
340,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
341,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
342,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
343,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
344,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
345,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
346,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
347,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
348,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Bareland
349,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
350,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
351,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
352,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
354,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
355,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
356,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
357,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
358,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
359,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
361,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
362,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
363,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
364,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
365,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
366,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
368,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
370,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
371,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Bareland
372,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
373,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
374,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
375,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
376,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
377,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
378,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
379,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
380,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
381,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
383,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
384,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
385,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
386,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
387,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
388,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
389,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
390,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
391,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
392,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
393,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
394,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
395,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
396,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
397,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
398,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
399,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
400,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
401,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
402,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
403,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
404,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
405,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
406,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
407,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
408,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
409,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
410,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Bareland
411,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
412,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
413,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
414,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
415,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
416,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
417,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
418,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
419,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
420,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
421,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
422,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Built-up
423,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
424,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
425,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
426,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
427,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
428,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
429,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
430,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
431,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
432,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
433,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
434,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
435,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
436,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
437,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
438,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
439,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
440,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
441,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
442,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
443,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
444,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
445,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
446,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
447,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
448,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
449,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
450,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
451,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
452,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
453,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
454,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
455,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
456,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
457,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
458,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
459,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
460,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
461,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
462,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
463,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
464,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
465,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
466,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
467,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
468,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
469,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
470,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
471,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
472,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
473,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
474,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
475,NULL,NULL,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
477,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
480,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
487,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
491,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
492,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
500,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
501,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
504,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
506,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
512,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
516,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
520,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
521,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
526,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
527,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
528,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
531,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
532,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
535,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
539,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
540,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
543,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
546,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
549,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
555,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
556,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
557,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
558,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
559,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
560,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
561,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
562,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
563,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
564,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Bareland,Bareland
565,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
566,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
567,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
568,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
569,NULL,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
570,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
571,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
572,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
573,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
574,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
575,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
576,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
577,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
578,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
579,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
580,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
581,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
582,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
583,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
584,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
585,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
586,NULL,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
587,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
588,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
589,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
590,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
591,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
592,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
593,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
594,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
595,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
596,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
597,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
598,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
599,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
600,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
601,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
602,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
603,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
604,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
605,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
606,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
607,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
608,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
609,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
610,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
611,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
612,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
613,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
614,NULL,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
615,NULL,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Forest
616,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
617,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
618,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Built-up
619,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
620,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
621,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
622,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
623,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
624,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
625,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
626,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
627,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
628,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
629,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
630,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
631,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
632,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
633,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
634,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
635,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
636,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
637,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
638,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
639,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
640,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
641,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
642,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
643,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
644,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
645,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
646,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
647,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
648,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
649,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Water
650,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
651,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
652,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
653,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
654,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
655,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
656,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
657,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
658,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
