Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPR_M_R
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Built-up
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Bareland
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
378,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
379,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
380,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
381,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
382,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
383,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
384,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
385,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
386,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
387,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
388,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
389,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
390,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
391,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
392,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
393,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
394,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
395,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
396,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
397,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
398,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
399,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
400,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
401,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
402,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
403,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
404,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
405,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
406,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
407,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
408,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
409,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
410,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
411,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
412,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
413,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
414,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
415,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
416,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
417,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
418,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
419,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
420,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
421,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
422,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
423,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
424,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
425,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
426,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
427,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
428,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
429,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
430,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
431,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
432,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
433,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
434,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
435,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
436,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
437,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
438,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
440,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
441,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
443,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
444,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
446,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
449,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
450,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
451,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
455,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
456,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
457,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
458,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
462,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
463,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
464,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
466,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
469,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
473,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
476,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
486,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
491,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
492,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
496,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
497,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
501,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
502,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
505,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
510,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
511,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
515,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
516,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
519,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
520,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
524,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
525,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
529,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
535,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
539,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
541,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
545,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
546,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
547,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
548,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
549,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
550,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
551,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
552,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
553,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
554,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
555,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
556,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
557,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
558,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
559,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
560,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
561,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
562,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
563,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
564,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
565,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
566,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
567,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
568,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
569,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
570,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
571,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
572,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
573,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
574,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
575,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
576,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
577,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
578,NULL,NULL,Wetland,NULL,Wetland,Built-up,NULL,Grassland
579,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
580,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
581,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
582,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
583,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
584,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Built-up
585,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
586,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
587,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
588,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
589,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
590,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Built-up
591,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
592,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
593,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
594,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Forest
595,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland,Water
596,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
597,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
598,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
599,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
600,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
601,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Water
602,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
603,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
604,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
605,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
606,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
607,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Built-up
608,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
609,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Bareland
610,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Forest
611,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
612,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
613,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
614,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Built-up
615,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
616,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
617,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
618,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
619,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
620,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
621,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
622,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
623,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
624,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
625,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
626,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
627,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
628,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
629,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
630,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
631,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
632,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
633,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
634,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
635,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
636,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
637,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
638,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
639,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
640,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
641,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
642,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
643,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
644,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
645,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
646,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
647,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
648,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
649,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
650,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
651,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
652,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
653,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
654,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
655,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
656,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
657,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
658,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
659,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
660,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
661,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
662,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
