Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLN_M_R
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
476,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
477,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
478,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
479,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
480,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
481,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
482,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
483,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
484,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
485,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Bareland
486,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
487,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
488,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
489,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
490,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
491,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
492,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
493,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
494,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
495,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
496,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
497,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
498,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
499,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
500,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
501,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
502,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
503,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
504,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
505,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
506,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
507,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
508,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
509,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
510,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
511,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
512,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
513,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
514,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
515,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
516,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
517,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
518,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
519,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
520,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
521,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
522,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
523,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
524,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
525,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
526,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Bareland
527,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
528,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
529,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
530,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
531,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
532,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
533,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
534,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
535,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
536,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
537,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
538,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
539,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
540,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Water
541,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
542,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
543,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
544,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
545,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
546,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
547,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
548,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
549,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
550,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
551,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
552,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
553,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
554,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
555,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
556,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
557,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
558,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
559,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
560,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
561,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
562,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
563,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
564,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
565,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
566,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
567,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
568,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
569,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
570,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
571,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
572,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
573,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
574,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
575,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
576,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
577,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
578,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
579,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
580,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
581,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
582,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
583,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
584,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
586,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
587,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
588,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
590,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
591,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
592,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
593,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
594,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
595,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
596,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
597,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
598,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
599,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
600,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
601,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
602,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
603,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
604,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Water
605,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
606,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
607,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
608,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
609,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
610,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
611,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
612,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
613,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
614,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
615,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
616,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
617,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
618,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
619,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
620,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
621,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
622,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
623,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
624,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
625,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
626,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
627,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
628,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
629,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
630,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
631,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
632,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
633,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
634,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
635,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
636,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
637,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
638,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
639,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
640,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
641,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
642,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
643,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
644,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
645,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
646,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
647,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
648,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
649,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
650,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
651,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
