Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVR_M_R
321,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
322,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
323,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
324,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
325,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
326,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
327,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
328,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
329,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
330,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
331,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
332,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
333,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
334,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
335,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
336,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
337,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
338,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
339,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
340,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
341,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
342,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
343,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
344,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
345,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
346,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
347,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
348,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
349,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
350,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
351,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
352,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
354,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
356,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
357,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
358,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
359,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
361,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
362,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
363,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
365,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
366,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
367,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
368,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
370,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
371,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
372,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
374,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
375,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
376,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
377,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
378,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
379,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
380,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
381,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
383,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
384,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
385,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
386,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
387,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
388,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
389,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
390,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
391,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
392,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
393,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
394,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
395,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
396,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
397,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
398,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
399,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
400,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
401,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
402,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
403,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
404,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
405,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
406,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
407,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
408,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
409,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Wetland
410,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Wetland
411,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Wetland
412,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
413,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
414,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
415,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
416,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
417,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
418,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
419,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
420,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
421,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
422,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
423,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
424,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
425,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
426,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
427,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
428,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
429,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
430,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
431,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
432,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
433,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
434,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
435,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
436,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
437,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
438,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,NULL
439,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
440,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
441,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
442,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
443,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
444,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
445,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
446,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
447,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
448,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
449,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
450,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
451,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
452,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
453,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
454,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Wetland
455,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
456,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
457,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
458,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
459,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
460,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
461,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
462,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
463,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
464,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
465,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
466,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
467,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
468,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
469,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
470,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
471,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
472,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
473,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
474,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
475,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
476,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
477,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
478,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
479,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
480,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
481,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
482,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
483,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
484,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
486,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
487,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
490,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
491,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
495,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
496,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
501,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
502,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
505,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
506,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
507,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
512,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
513,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
514,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
519,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
520,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
525,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
526,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
527,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
528,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
534,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
538,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
541,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
543,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
545,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
546,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
549,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
551,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
552,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
557,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
558,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
559,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
560,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
562,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
564,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
567,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
568,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
569,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
570,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
575,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
576,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
577,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
583,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Wetland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
586,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
587,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
592,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
597,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Bareland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
600,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
603,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
604,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
606,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
608,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
610,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
611,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
612,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
613,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
614,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
615,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
616,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
617,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
618,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
619,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
620,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
621,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
622,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
623,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
624,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
625,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
626,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
627,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
628,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
629,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
630,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
631,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
632,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
633,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
634,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
635,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
636,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
637,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
638,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
639,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
640,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
641,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
642,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
643,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
644,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
645,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
646,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
647,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
648,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
649,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
650,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
