Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFU_M_R
1117,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1118,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1119,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1120,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1121,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1122,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1123,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1124,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1125,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1126,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1127,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1128,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
1129,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1130,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1131,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1132,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1133,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1134,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
1135,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
1136,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1137,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1138,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
1139,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
1140,Forest,NULL,Water,NULL,Water,Water,Water,Water
1141,Forest,NULL,Water,NULL,Water,Water,Water,Forest
1142,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1143,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
1144,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
1145,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1146,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
1147,Forest,NULL,Water,Water,Water,Wetland,Water,Water
1148,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
1149,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1150,Forest,NULL,Water,Water,Water,Water,Water,Wetland
1151,Forest,NULL,Water,Water,Water,Water,Water,Water
1152,Forest,NULL,Water,Water,Water,Water,Water,Forest
1153,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1154,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1155,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1156,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1157,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1158,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1159,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1160,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1161,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1162,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1163,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1164,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1165,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
1166,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1167,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1168,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1169,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1170,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1171,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1172,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1173,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1174,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1175,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1176,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1177,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1178,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1179,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1180,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1181,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1182,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
1183,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
1184,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
1185,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
1186,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1187,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1188,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
1189,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
1190,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
1191,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1192,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1193,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1194,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1195,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1196,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1197,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1198,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
1199,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
1200,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1201,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1202,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1203,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1204,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1205,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1206,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Water
1207,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
1208,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
1209,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1210,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1211,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
1212,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1213,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1214,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1215,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1216,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1217,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1218,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1219,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1220,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1221,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1222,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1223,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1224,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1225,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1226,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1227,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1228,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1229,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1230,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
1231,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
1232,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1233,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
1234,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1235,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1236,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1237,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1238,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1239,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1240,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1241,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1242,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1243,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1244,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1245,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1246,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1247,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
1248,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1249,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1250,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1251,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1252,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1253,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1254,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1255,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1256,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1257,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1258,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1259,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1260,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1261,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1262,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1263,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
1264,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1265,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1266,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1267,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1268,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1269,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1270,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1271,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1272,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1273,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1274,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
1275,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1276,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1277,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1278,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1279,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1280,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1281,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1282,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1283,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
1284,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1285,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1286,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1287,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
1288,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
1289,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
1290,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1291,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1292,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1293,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1294,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
1295,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
1296,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1297,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
1298,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1299,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
1300,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
1301,Forest,Wetland,Water,NULL,Water,Water,Water,Water
1302,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1303,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
1304,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1305,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1306,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
1307,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
1308,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
1309,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1310,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1311,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
1312,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1313,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
1314,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
1315,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
1316,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
1317,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
1318,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
1319,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1320,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1321,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
1322,Forest,Wetland,Water,Water,Water,Water,Water,Water
1323,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1324,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1325,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1326,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1327,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1328,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1329,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1330,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1331,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1332,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1333,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1334,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
1335,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1336,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1337,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1338,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
1339,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1340,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1341,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1342,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1343,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
1344,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1345,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1346,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
1347,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1348,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1349,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1350,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1351,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
1352,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1353,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
1354,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
1355,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
1356,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
1357,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1358,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Forest
1359,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1360,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1361,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1362,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1363,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1364,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
1365,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1366,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1367,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1368,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1369,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1370,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1371,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1372,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1373,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1374,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1375,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
1376,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1377,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1378,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1379,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1380,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1381,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1382,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1383,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1384,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1385,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1386,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1387,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1388,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1389,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1390,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1391,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1392,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1393,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1394,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1395,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1396,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1397,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
1398,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1399,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1400,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1401,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1402,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1403,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1404,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1405,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1406,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1407,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
1408,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1409,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1410,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1411,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1412,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1413,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1414,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1415,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1416,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1417,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
1418,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1419,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1420,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1421,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1422,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1423,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1424,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1425,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1426,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1427,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
1428,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1429,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1430,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1431,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1432,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1433,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1434,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1435,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
1436,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1437,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1438,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1439,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
1440,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1441,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1442,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1443,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1444,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1445,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1446,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1447,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1448,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1449,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1450,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1451,Forest,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
1452,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1453,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1454,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1455,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1456,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1457,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1458,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
1459,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1460,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
1461,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1462,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
1463,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1464,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1465,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1466,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1467,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1468,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1469,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1470,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
