Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFR_M_R
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Bareland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
628,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
629,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
630,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
631,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
632,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
633,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
634,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
635,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
636,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
637,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
638,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
639,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
640,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
641,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
642,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
643,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
644,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
645,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
646,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
647,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
