Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDT_M_R
559,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
560,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
561,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
562,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
563,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
564,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
565,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
566,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
567,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Bareland
568,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Water
569,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
570,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
571,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
572,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
573,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
574,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
575,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
576,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Water
577,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
578,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
579,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
580,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
581,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
582,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
583,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
584,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
585,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
586,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
587,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
588,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
589,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
590,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
591,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
592,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
593,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
594,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
595,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Water
596,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
597,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
598,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Bareland,Water
599,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
600,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
601,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Bareland,Water
602,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
603,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
604,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
605,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
606,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
607,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
608,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
609,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
610,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
611,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Bareland,Forest
612,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
613,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
614,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
615,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
616,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Water,Forest
617,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
618,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Water
619,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
620,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
621,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
622,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
623,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
624,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Grassland
625,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
626,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Forest
627,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Forest,Forest
628,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
629,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Grassland
630,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Water
631,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Forest
632,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
633,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
634,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
635,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
636,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
637,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
638,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
639,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
640,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
641,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Forest,Water
642,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Bareland,Water
643,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Bareland,Forest
644,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
645,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
646,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
647,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland,Water
648,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Forest
649,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Forest
650,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
651,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Forest
652,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
653,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
654,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
655,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Forest
656,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
657,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
658,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Forest
659,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Grassland
660,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
661,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Forest
662,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
663,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
664,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
665,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
666,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
667,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
668,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
669,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
670,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
671,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
672,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
673,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
674,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
675,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Water
676,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
