Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLB_M_R
335,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
336,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
337,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
338,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
339,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
340,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
341,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
342,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
343,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
344,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
345,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
346,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
347,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
348,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
349,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
350,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
351,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
352,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
353,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
354,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
355,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
356,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
357,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
358,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
359,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
360,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
361,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
362,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
363,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
364,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
365,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
366,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
367,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
368,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
369,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
370,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
371,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
372,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
373,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Cropland
374,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
375,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
376,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
377,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
378,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Cropland
379,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
380,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
381,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
382,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
383,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
384,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
385,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
386,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
387,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
388,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
389,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
390,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
391,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
392,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
393,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
394,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
395,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
396,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
397,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
398,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
399,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
400,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
401,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
402,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
403,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
404,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
405,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
406,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
407,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
408,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
409,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
410,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
411,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
412,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
413,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
414,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
415,NULL,Built-up,Water,NULL,Water,NULL,NULL,NULL
416,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
417,NULL,Built-up,Water,NULL,Water,NULL,NULL,Cropland
418,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
419,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
420,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
421,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
422,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
423,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
424,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
425,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
426,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
427,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
428,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
429,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
430,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
431,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
432,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
433,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
434,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
435,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
436,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
437,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
438,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
439,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
440,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
441,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
442,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
443,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
444,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
445,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
446,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
447,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
448,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
449,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
450,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
451,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
452,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
453,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
454,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
455,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
456,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
457,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
458,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
459,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
460,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
461,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
462,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
463,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
464,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
465,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
466,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
467,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
468,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
469,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
470,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
471,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
472,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
473,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
474,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
475,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
476,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
477,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
478,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
479,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
480,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
481,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
482,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
483,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
484,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
485,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
486,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
487,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
488,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
489,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
490,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
491,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
492,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
493,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
494,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
495,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
496,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
497,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
498,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
499,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
500,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
501,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
502,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
503,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
504,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
505,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
506,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
507,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
508,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
509,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
510,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
511,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
512,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
513,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
514,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
515,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
516,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
517,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
518,NULL,Forest,Water,NULL,Water,NULL,NULL,Cropland
519,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
520,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
521,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
522,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
523,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
524,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
525,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
526,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
527,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
528,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
529,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
530,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
531,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
532,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
533,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
534,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
535,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
536,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
537,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
538,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
539,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
540,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
541,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
542,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
543,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
544,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
545,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
546,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
547,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
548,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
549,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
550,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
551,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
552,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
553,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
554,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
555,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
556,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
557,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
558,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
559,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
560,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
561,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
562,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
563,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
564,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
565,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
566,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
567,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
568,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
569,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
570,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
571,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
572,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
573,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
574,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
575,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
576,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
577,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
578,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
579,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
580,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
581,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
582,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
583,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
584,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
585,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
586,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
587,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
588,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
589,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
590,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
591,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
592,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
593,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
594,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
595,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
596,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
597,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
598,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
599,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
600,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
601,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
602,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
603,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
604,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
605,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
606,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
607,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
608,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
609,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
610,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
611,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
612,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
613,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
614,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
615,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
616,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
617,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
618,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
619,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
620,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
621,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
622,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
623,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
624,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
625,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
626,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
627,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
628,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
629,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
630,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
631,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
632,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
633,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
634,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
635,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
636,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
637,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
638,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
639,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
640,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
641,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
642,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
643,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
644,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
645,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
646,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
647,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
648,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
649,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
650,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
651,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
652,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
653,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
654,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
655,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
656,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
657,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
658,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
659,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
660,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
661,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
662,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
663,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
664,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
665,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
666,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
667,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
668,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
669,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
670,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
671,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
672,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
673,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
674,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
675,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
