Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMC_M_R
337,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
338,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
339,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
340,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
341,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
342,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
343,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
344,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
345,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
346,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
347,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
348,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
349,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
350,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
351,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
352,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
353,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
354,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,NULL
355,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
356,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
357,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
358,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
359,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
360,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
361,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
362,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
363,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
364,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
365,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
366,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
367,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
368,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
369,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
370,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
371,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
372,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
373,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
374,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
375,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
376,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
377,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
378,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
379,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
380,NULL,Water,Water,Non_Water,Water,NULL,NULL,Bareland
381,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
382,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
383,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
384,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
385,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
386,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
387,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
388,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
389,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
390,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
391,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
392,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
393,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
394,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
395,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
396,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
397,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
398,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
399,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
400,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
401,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
402,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
403,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
404,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
405,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
406,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
407,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
408,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
409,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
410,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
411,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
412,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
413,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
414,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
415,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
416,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
417,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
418,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
419,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
420,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
421,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,NULL
422,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
423,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
424,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
425,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
426,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
427,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
428,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
429,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
430,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
431,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
432,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
433,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
434,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
435,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
436,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
437,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
438,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
439,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
440,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
441,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
442,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
443,NULL,Forest,Water,NULL,Water,NULL,NULL,Bareland
444,NULL,Forest,Water,Non_Water,Water,NULL,NULL,NULL
445,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
446,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
447,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
448,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
449,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
450,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
451,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
452,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
453,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
454,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
455,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
456,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
457,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
458,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
459,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
460,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
461,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
462,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
463,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
464,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
465,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
466,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
467,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
468,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
469,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
470,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
471,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
472,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
473,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
474,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
475,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
476,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
477,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
478,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
479,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
480,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
481,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
482,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
483,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
484,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
485,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
486,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
487,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
488,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
489,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
490,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
491,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
492,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
493,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
494,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
495,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
496,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
497,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
498,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
499,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
500,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
501,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
502,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
503,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
504,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
505,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
506,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
507,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
508,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
509,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
510,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
511,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
512,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
513,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
514,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
515,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
516,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
517,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
518,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
519,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
520,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
521,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
522,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
523,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
524,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
525,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
526,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
527,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
528,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
529,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
530,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
531,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
532,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
533,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
534,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
535,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
536,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
537,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
538,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
539,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
540,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
541,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
542,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
543,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
544,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
545,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
546,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
547,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
548,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
549,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
550,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
551,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
552,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
553,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
554,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
555,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
556,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
557,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
558,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
559,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
560,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
561,Grassland,Cropland,Water,Water,Water,NULL,NULL,Cropland
562,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
563,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
564,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
565,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
566,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
567,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
568,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
569,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
570,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
571,Grassland,Wetland,Water,Water,Water,NULL,NULL,Cropland
572,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
573,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
574,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
575,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
576,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
577,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
578,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
579,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
580,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
581,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
582,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
583,Grassland,Water,Water,NULL,Water,NULL,NULL,Cropland
584,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
585,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
586,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
587,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
588,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
589,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
590,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
591,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
592,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
593,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
594,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
595,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
596,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
597,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
598,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
599,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
600,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
601,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
602,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
603,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
604,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
605,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
606,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
607,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
608,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
609,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
610,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
611,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
612,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
613,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
614,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
615,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
616,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
617,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
618,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
619,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
620,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
621,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
622,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
623,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
624,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
625,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
626,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
627,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
628,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
629,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
630,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
631,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
632,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
633,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
634,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
635,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
636,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
637,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
638,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
639,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
640,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
641,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
642,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
643,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
644,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
645,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
646,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
647,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
648,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
649,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
650,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
651,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
652,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
653,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
654,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
655,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
656,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
657,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
658,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
659,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
660,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
661,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
662,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
663,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
664,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
665,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
666,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
667,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
668,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
669,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
670,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
671,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
672,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
673,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
674,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
675,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
676,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
677,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
678,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
