Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKF_M_R
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Built-up
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Shrubland,Water
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
553,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
554,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
555,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
556,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
557,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
558,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
559,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
560,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
561,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
562,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
563,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
564,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
565,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
566,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
567,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
568,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
569,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
570,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
571,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,NULL
572,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
573,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Forest
574,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
575,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
576,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
577,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
578,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
579,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
580,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
581,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
582,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
583,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
584,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
585,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
586,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
587,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
588,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
589,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
590,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
591,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
592,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
593,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
594,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
595,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
596,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,NULL
597,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
598,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,NULL
599,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
600,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
601,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
602,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
603,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
604,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Cropland
605,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
606,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
607,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
608,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
609,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Bareland
610,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
611,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
612,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
613,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
614,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
615,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
616,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
617,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
618,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
619,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
620,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
621,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
622,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
623,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
624,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
625,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
626,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
627,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
628,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
629,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
630,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
631,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
632,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
633,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
634,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
635,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
636,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
637,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
638,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
639,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
640,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
641,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
642,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
643,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
644,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
645,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
646,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
647,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
648,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
649,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
650,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
651,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
