Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPV_M_R
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Bareland
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
655,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
656,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
657,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
658,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
