Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWR_M_R
329,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Water
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Cropland
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Wetland
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,NULL
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
344,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
345,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
346,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
347,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
348,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
349,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
350,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
351,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
352,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
353,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Bareland
354,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
355,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
356,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
357,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
358,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
359,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,NULL
360,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
361,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
362,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
363,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
364,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
365,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
366,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
367,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Bareland
368,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
369,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
370,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
371,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Cropland
372,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
373,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Bareland
374,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
375,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
376,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
377,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
378,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
379,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
380,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
381,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
382,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
383,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
384,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Bareland
385,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
386,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
387,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
388,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
389,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
390,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Bareland
391,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
392,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
393,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
394,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Cropland
395,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Water
396,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
397,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
398,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
399,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
400,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
401,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
402,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
403,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Bareland
404,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
405,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Bareland
406,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
407,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
408,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
409,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,NULL
410,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
411,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Bareland
412,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
413,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
414,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,NULL
415,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
416,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,NULL
417,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
418,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,NULL
419,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
420,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Cropland
421,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
422,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Bareland
423,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
424,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
425,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
426,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
427,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
428,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
429,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
430,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Grassland
431,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
432,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
433,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Cropland
434,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
435,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
436,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
437,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Wetland
438,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Water
439,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,NULL
440,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Wetland
441,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Water
442,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Water
443,NULL,NULL,NULL,Water,Non_Wetland,Forest,Water,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
445,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
450,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
451,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
458,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
459,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
465,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
466,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
467,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
468,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
472,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
473,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
482,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
483,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Built-up
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Built-up
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Bareland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Built-up
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
659,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
660,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
661,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
662,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
