Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLG_M_R
330,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
