Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMP_M_R
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
412,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
413,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
414,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
415,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
416,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
417,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
418,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
419,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
420,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
421,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
422,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
423,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
424,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
425,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
426,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
427,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
428,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
429,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
430,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
431,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
432,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
433,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
434,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
435,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
436,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
437,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
438,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
439,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
440,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
441,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
442,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
443,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
444,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
445,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
446,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
447,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
448,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
449,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
450,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
451,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
452,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
453,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
454,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
455,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
456,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
457,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
458,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
459,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
460,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
461,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
462,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
463,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
464,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
465,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
466,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
467,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
468,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
469,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
470,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
471,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
472,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
473,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
474,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
475,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
476,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
477,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
478,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
479,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
480,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
481,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
482,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
483,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
484,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
485,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
486,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
487,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
488,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
489,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
490,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
491,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
492,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
493,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
494,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
495,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
496,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
497,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
498,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
499,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
500,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
501,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
502,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
503,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
504,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
505,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
506,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
507,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
508,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
509,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
510,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
511,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
512,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
513,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
514,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
515,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
516,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
517,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
518,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
519,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
520,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
521,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
522,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
523,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
524,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
525,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
526,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
527,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
528,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
529,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
530,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
531,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
532,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
533,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
534,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
535,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
536,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
537,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
538,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
539,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
542,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
543,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
544,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
545,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
546,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
547,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
548,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
549,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
550,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
552,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
553,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
554,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
555,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
557,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
559,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
561,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
562,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
563,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
565,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
566,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
568,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
569,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
572,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
573,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
576,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
577,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
579,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
580,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
584,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
585,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
589,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
590,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
594,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
595,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
598,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
599,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
604,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
609,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
614,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
618,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
622,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
623,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
624,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
627,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
628,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
629,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
633,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
634,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
636,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
640,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
641,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
649,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
