Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXC_M_R
2366,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2367,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2368,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2369,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2370,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2371,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2372,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2373,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2374,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2375,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2376,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
2377,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
2378,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2379,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2380,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2381,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2382,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2383,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2384,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2385,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2386,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2387,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2388,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2389,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2390,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Forest,Forest
2391,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2392,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
2393,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2394,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2395,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2396,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
2397,Forest,Wetland,Water,NULL,Water,Grassland,Forest,Grassland
2398,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Grassland
2399,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
2400,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2401,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2402,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2403,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2404,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2405,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2406,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2407,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2408,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2409,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2410,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2411,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2412,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2413,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2414,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2415,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2416,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2417,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2418,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2419,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2420,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2421,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2422,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2423,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2424,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2425,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2426,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2427,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2428,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2429,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2430,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2431,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2432,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
2433,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2434,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2435,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2436,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2437,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2438,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2439,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2440,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2441,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2442,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2443,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2444,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2445,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2446,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2447,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2448,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2449,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2450,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2451,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2452,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2453,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2454,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
2455,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2456,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2457,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2458,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2459,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2460,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2461,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2462,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
2463,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2464,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2465,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2466,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
2467,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2468,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2469,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2470,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2471,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2472,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
2473,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2474,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2475,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2476,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2477,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2478,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2479,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
2480,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
2481,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2482,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2483,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2484,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2485,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2486,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2487,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
2488,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2489,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
2490,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2491,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2492,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
2493,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2494,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2495,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
2496,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2497,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
2498,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
2499,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2500,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2501,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
2502,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2503,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2504,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2505,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
2506,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2507,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
2508,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2509,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2510,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2511,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2512,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
2513,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
2514,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
2515,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2516,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
2517,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2518,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2519,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
2520,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2521,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2522,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2523,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2524,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2525,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2526,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
2527,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2528,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2529,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2530,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Water
2531,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2532,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2533,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2534,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2535,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2536,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2537,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2538,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2539,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2540,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2541,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
2542,Forest,Water,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
2543,Forest,Water,Wetland,Water,Wetland,Shrubland,Wetland,Forest
2544,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
2545,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2546,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2547,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2548,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
2549,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2550,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2551,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2552,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2553,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2554,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2555,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2556,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2557,Forest,Water,Water,NULL,Water,NULL,Water,Water
2558,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2559,Forest,Water,Water,NULL,Water,NULL,Forest,Water
2560,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2561,Forest,Water,Water,NULL,Water,Shrubland,Grassland,Forest
2562,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Forest
2563,Forest,Water,Water,NULL,Water,Grassland,Shrubland,Forest
2564,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
2565,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
2566,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2567,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2568,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
2569,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2570,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2571,Forest,Water,Water,NULL,Water,Water,Water,Water
2572,Forest,Water,Water,NULL,Water,Water,Water,Forest
2573,Forest,Water,Water,NULL,Water,Water,Forest,Water
2574,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2575,Forest,Water,Water,NULL,Water,Forest,Forest,Water
2576,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2577,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2578,Forest,Water,Water,Non_Water,Water,Shrubland,Wetland,Forest
2579,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
2580,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
2581,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Water
2582,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2583,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2584,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2585,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2586,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
2587,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2588,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2589,Forest,Water,Water,Water,Water,NULL,Water,Water
2590,Forest,Water,Water,Water,Water,NULL,Water,Forest
2591,Forest,Water,Water,Water,Water,NULL,Forest,Water
2592,Forest,Water,Water,Water,Water,NULL,Forest,Forest
2593,Forest,Water,Water,Water,Water,Shrubland,Grassland,Forest
2594,Forest,Water,Water,Water,Water,Shrubland,Wetland,Forest
2595,Forest,Water,Water,Water,Water,Shrubland,Water,Forest
2596,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
2597,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
2598,Forest,Water,Water,Water,Water,Grassland,Water,Water
2599,Forest,Water,Water,Water,Water,Grassland,Water,Forest
2600,Forest,Water,Water,Water,Water,Grassland,Forest,Water
2601,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
2602,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
2603,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2604,Forest,Water,Water,Water,Water,Water,Wetland,Water
2605,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2606,Forest,Water,Water,Water,Water,Water,Water,Water
2607,Forest,Water,Water,Water,Water,Water,Water,Forest
2608,Forest,Water,Water,Water,Water,Water,Forest,Water
2609,Forest,Water,Water,Water,Water,Water,Forest,Forest
2610,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2611,Forest,Water,Water,Water,Water,Forest,Water,Forest
2612,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2613,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2614,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2615,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2616,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2617,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2618,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2619,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2620,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2621,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2622,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2623,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2624,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2625,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2626,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2627,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2628,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
2629,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2630,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2631,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2632,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2633,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2634,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2635,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2636,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2637,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2638,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2639,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2640,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2641,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
2642,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2643,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2644,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2645,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2646,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2647,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
2648,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2649,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2650,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2651,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2652,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2653,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
2654,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2655,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
2656,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2657,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2658,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2659,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2660,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2661,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2662,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
2663,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
2664,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
2665,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2666,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
2667,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
2668,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
2669,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2670,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2671,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2672,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2673,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2674,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2675,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2676,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2677,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2678,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2679,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2680,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2681,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2682,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2683,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2684,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2685,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2686,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2687,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2688,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2689,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2690,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2691,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2692,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2693,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2694,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2695,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2696,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2697,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2698,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2699,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2700,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2701,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2702,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2703,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2704,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2705,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2706,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2707,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2708,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2709,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2710,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2711,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2712,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2713,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2714,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2715,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2716,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2717,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
