Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGD_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
509,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
510,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
511,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
512,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
513,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
514,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
515,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
516,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
517,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
518,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
525,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
536,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
537,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
538,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
539,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
541,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
543,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
544,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
545,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
546,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
548,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
549,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
550,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
551,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
552,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
554,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
555,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
556,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
557,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
558,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
560,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
561,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
562,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
563,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
566,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
567,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
568,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
569,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
571,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
572,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
575,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
576,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
579,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
583,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
587,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
590,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
591,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
592,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
593,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
596,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
597,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
598,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
603,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
606,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
607,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
613,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
614,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
617,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
620,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
623,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
626,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
629,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
634,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
635,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
638,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
639,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
640,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
642,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
643,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
646,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
647,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
650,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
