Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMJ_M_R
2529,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
2530,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2531,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2532,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2533,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2534,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2535,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2536,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2537,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2538,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2539,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2540,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2541,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
2542,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2543,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2544,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
2545,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
2546,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2547,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2548,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2549,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
2550,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2551,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2552,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2553,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
2554,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
2555,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2556,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
2557,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2558,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2559,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2560,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
2561,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2562,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2563,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2564,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2565,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2566,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2567,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
2568,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Water
2569,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2570,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Bareland
2571,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2572,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2573,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2574,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
2575,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
2576,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2577,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2578,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2579,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Water
2580,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
2581,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2582,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2583,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Bareland
2584,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
2585,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2586,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
2587,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2588,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
2589,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2590,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2591,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2592,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2593,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2594,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2595,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2596,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Bareland
2597,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
2598,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2599,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2600,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
2601,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2602,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2603,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
2604,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2605,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
2606,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
2607,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2608,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
2609,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2610,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2611,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2612,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland,Grassland
2613,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland,Water
2614,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland,Forest
2615,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Bareland
2616,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2617,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2618,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
2619,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
2620,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
2621,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Bareland,Water
2622,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2623,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Bareland
2624,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
2625,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2626,Forest,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
2627,Forest,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Bareland
2628,Forest,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Water
2629,Forest,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
2630,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
2631,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
2632,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
2633,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
2634,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
2635,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2636,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
2637,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
2638,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
2639,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2640,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2641,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
2642,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2643,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2644,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2645,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2646,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
2647,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2648,Forest,Water,Forest,Water,Non_Wetland,Forest,Bareland,Bareland
2649,Forest,Water,Forest,Water,Non_Wetland,Forest,Bareland,Water
2650,Forest,Water,Forest,Water,Non_Wetland,Forest,Bareland,Forest
2651,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Grassland
2652,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
2653,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2654,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
2655,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2656,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2657,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2658,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2659,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2660,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2661,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Water
2662,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2663,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2664,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2665,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2666,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2667,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Water
2668,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2669,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
2670,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2671,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2672,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2673,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
2674,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2675,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
2676,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2677,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2678,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
2679,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2680,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2681,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2682,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2683,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2684,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2685,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2686,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2687,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2688,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2689,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2690,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2691,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2692,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2693,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2694,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2695,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2696,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2697,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2698,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2699,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2700,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2701,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2702,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
2703,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2704,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2705,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2706,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2707,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2708,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2709,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2710,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2711,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2712,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2713,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
2714,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2715,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2716,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2717,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2718,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2719,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2720,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2721,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2722,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2723,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2724,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2725,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2726,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2727,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2728,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2729,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2730,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
2731,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
2732,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Wetland
2733,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2734,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2735,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2736,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2737,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2738,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2739,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2740,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2741,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
2742,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
2743,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
2744,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
2745,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
2746,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
2747,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2748,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
2749,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2750,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
2751,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Bareland,Water
2752,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Bareland,Forest
2753,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
2754,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2755,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2756,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
2757,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
2758,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2759,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Water
2760,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2761,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2762,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2763,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2764,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2765,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2766,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2767,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2768,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2769,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2770,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2771,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2772,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
2773,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2774,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2775,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2776,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2777,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2778,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2779,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2780,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2781,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2782,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2783,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2784,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2785,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2786,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
2787,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2788,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2789,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2790,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2791,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2792,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2793,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2794,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
2795,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
2796,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2797,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2798,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
2799,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2800,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2801,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2802,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
2803,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
2804,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2805,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
2806,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
2807,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2808,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2809,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2810,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2811,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2812,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2813,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2814,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2815,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2816,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2817,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2818,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2819,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
2820,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
2821,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2822,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2823,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Bareland,Bareland
2824,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Bareland,Forest
2825,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Water
2826,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
2827,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Bareland,Water
2828,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2829,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2830,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2831,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Grassland
2832,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Bareland
2833,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Water
2834,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
2835,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
2836,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2837,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
2838,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Bareland
2839,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
2840,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2841,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2842,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2843,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
2844,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2845,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
2846,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2847,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2848,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
2849,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2850,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2851,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Water
2852,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2853,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
2854,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2855,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2856,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
2857,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2858,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
2859,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2860,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
2861,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2862,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2863,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2864,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2865,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2866,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
2867,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
2868,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
2869,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
