Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXQ_M_R
4093,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4094,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
4095,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
4096,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4097,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4098,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
4099,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4100,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4101,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4102,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
4103,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4104,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
4105,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
4106,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4107,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4108,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
4109,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
4110,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4111,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
4112,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
4113,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4114,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Forest
4115,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4116,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4117,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4118,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4119,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4120,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4121,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4122,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4123,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4124,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
4125,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4126,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4127,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4128,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4129,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
4130,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
4131,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4132,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4133,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4134,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4135,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4136,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4137,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4138,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
4139,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4140,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
4141,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4142,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4143,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
4144,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4145,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
4146,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4147,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4148,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
4149,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4150,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
4151,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4152,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4153,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4154,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4155,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4156,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4157,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4158,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
4159,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4160,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4161,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4162,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4163,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4164,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4165,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
4166,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4167,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4168,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
4169,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
4170,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
4171,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4172,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
4173,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
4174,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4175,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4176,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4177,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4178,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4179,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
4180,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4181,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4182,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
4183,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4184,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
4185,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
4186,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,Forest
4187,Forest,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Grassland
4188,Forest,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Forest
4189,Forest,Built-up,Wetland,Water,Wetland,Water,Grassland,Bareland
4190,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
4191,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4192,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
4193,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
4194,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4195,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4196,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4197,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4198,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4199,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4200,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
4201,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
4202,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
4203,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
4204,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4205,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4206,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4207,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4208,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4209,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4210,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
4211,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
4212,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4213,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4214,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
4215,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4216,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4217,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4218,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
4219,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
4220,Forest,Built-up,Built-up,Water,Non_Wetland,Grassland,Forest,Forest
4221,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4222,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4223,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4224,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4225,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4226,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
4227,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
4228,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4229,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4230,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
4231,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4232,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4233,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
4234,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4235,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
4236,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
4237,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4238,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
4239,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
4240,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
4241,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4242,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4243,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Water
4244,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4245,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4246,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4247,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
4248,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4249,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4250,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4251,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4252,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
4253,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
4254,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
4255,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4256,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4257,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4258,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4259,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4260,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4261,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4262,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4263,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4264,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4265,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4266,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4267,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4268,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4269,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4270,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
4271,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4272,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4273,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4274,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
4275,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4276,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
4277,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4278,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4279,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
4280,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4281,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
4282,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4283,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
4284,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4285,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
4286,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
4287,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
4288,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
4289,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
4290,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
4291,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
4292,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4293,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
4294,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
4295,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
4296,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4297,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4298,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4299,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4300,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
4301,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
4302,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
4303,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4304,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
4305,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4306,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
4307,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4308,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
4309,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4310,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4311,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
4312,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4313,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
4314,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4315,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4316,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
4317,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
4318,Forest,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
4319,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
4320,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
4321,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
4322,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
4323,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
4324,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
4325,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
4326,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
4327,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
4328,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
4329,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
4330,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
4331,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
4332,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
4333,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
4334,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4335,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
4336,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4337,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4338,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4339,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4340,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4341,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4342,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4343,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4344,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4345,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4346,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
4347,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4348,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4349,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4350,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
4351,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4352,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4353,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4354,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4355,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
4356,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
4357,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
4358,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4359,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4360,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4361,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4362,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4363,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
4364,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
4365,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
4366,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
4367,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
4368,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4369,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4370,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4371,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
4372,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4373,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4374,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
4375,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4376,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4377,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
4378,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4379,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
4380,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
4381,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
4382,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4383,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4384,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Water
4385,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4386,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4387,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4388,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4389,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4390,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4391,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4392,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
4393,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4394,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4395,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4396,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
4397,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4398,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
4399,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4400,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4401,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4402,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
4403,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4404,Forest,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
4405,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
4406,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
4407,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
4408,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4409,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4410,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4411,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
4412,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4413,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4414,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
4415,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
4416,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
4417,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
4418,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4419,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4420,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4421,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4422,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4423,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4424,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
4425,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
