Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCC_M_R
8388,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8389,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8390,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8391,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
8392,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8393,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
8394,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
8395,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
8396,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8397,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
8398,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8399,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
8400,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8401,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8402,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8403,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8404,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8405,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
8406,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8407,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
8408,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
8409,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
8410,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8411,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8412,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8413,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
8414,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
8415,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
8416,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
8417,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
8418,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
8419,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
8420,Forest,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
8421,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8422,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
8423,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8424,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8425,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8426,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8427,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8428,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8429,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
8430,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8431,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
8432,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
8433,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
8434,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
8435,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
8436,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
8437,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
8438,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
8439,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
8440,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
8441,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
8442,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
8443,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
8444,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
8445,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
8446,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
8447,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
8448,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
8449,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
8450,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
8451,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8452,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Wetland
8453,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
8454,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
8455,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
8456,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
8457,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
8458,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
8459,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
8460,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
8461,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
8462,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
8463,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8464,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
8465,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8466,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8467,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
8468,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
8469,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8470,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
8471,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
8472,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
8473,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
8474,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
8475,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
8476,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
8477,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8478,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
8479,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8480,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8481,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8482,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
8483,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8484,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
8485,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
8486,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
8487,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
8488,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
8489,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
8490,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
8491,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
8492,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
8493,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
8494,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
8495,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
8496,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
8497,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
8498,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
8499,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
8500,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
8501,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
8502,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
8503,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
8504,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
8505,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
8506,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
8507,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
8508,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
8509,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
8510,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
8511,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
8512,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
8513,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
8514,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
8515,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
8516,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
8517,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
8518,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
8519,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
8520,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
8521,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
8522,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
8523,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
8524,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
8525,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
8526,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
8527,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8528,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8529,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8530,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
8531,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
8532,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
8533,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
8534,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
8535,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
8536,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
8537,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
8538,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
8539,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
8540,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
8541,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
8542,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
8543,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
8544,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
8545,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
8546,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
8547,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
8548,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8549,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8550,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8551,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8552,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8553,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8554,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
8555,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8556,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
8557,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
8558,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
8559,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
8560,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
8561,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
8562,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
8563,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
8564,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
8565,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
8566,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
8567,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8568,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
8569,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8570,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
8571,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
8572,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
8573,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
8574,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
8575,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
8576,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
8577,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
8578,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
8579,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
8580,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8581,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
8582,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
8583,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
8584,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
8585,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
8586,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
8587,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
8588,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
8589,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
8590,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
8591,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
8592,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
8593,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
8594,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
8595,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
8596,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
8597,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
8598,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
8599,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
8600,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8601,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8602,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
8603,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
8604,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
8605,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
8606,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
8607,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
8608,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
8609,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
8610,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
8611,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
8612,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
8613,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
8614,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
8615,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
8616,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
8617,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
8618,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
8619,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
8620,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
8621,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
8622,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
8623,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
8624,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
8625,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
8626,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
8627,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
8628,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
8629,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
8630,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Forest
8631,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
8632,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
8633,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
8634,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
8635,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
8636,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
8637,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
8638,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
8639,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8640,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
8641,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
8642,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
8643,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
8644,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
8645,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
8646,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
8647,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
8648,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
8649,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
8650,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
8651,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Wetland
8652,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
8653,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
8654,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8655,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
8656,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8657,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
8658,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
8659,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
8660,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
8661,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8662,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8663,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8664,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8665,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
8666,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
8667,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
8668,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
8669,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
8670,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
8671,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
8672,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
8673,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
8674,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8675,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
8676,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
8677,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
8678,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
8679,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
8680,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
8681,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
8682,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
8683,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
8684,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
8685,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
8686,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
8687,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
8688,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
8689,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
8690,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
8691,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Wetland
8692,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
8693,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
8694,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
8695,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
8696,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
8697,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
8698,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
8699,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
8700,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
8701,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8702,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Water
8703,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
8704,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
8705,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8706,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
8707,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
8708,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
8709,Forest,Water,Built-up,Water,Non_Wetland,NULL,Wetland,Water
8710,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Water,Forest
8711,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
8712,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
8713,Forest,Water,Water,NULL,Water,NULL,Wetland,Wetland
8714,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
8715,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
8716,Forest,Water,Water,NULL,Water,NULL,Water,Wetland
8717,Forest,Water,Water,NULL,Water,NULL,Water,Forest
8718,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
8719,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
8720,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
8721,Forest,Water,Water,NULL,Water,Grassland,Water,Wetland
8722,Forest,Water,Water,NULL,Water,Grassland,Water,Water
8723,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
8724,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
8725,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
8726,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
8727,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
8728,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
8729,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
8730,Forest,Water,Water,NULL,Water,Wetland,Water,Water
8731,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
8732,Forest,Water,Water,NULL,Water,Wetland,Forest,Bareland
8733,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
8734,Forest,Water,Water,NULL,Water,Bareland,Wetland,Wetland
8735,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
8736,Forest,Water,Water,NULL,Water,Water,Wetland,Water
8737,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
8738,Forest,Water,Water,NULL,Water,Water,Water,Wetland
8739,Forest,Water,Water,NULL,Water,Water,Water,Water
8740,Forest,Water,Water,NULL,Water,Water,Water,Forest
8741,Forest,Water,Water,NULL,Water,Water,Forest,Water
8742,Forest,Water,Water,NULL,Water,Water,Forest,Forest
8743,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
8744,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
8745,Forest,Water,Water,NULL,Water,Forest,Water,Water
8746,Forest,Water,Water,NULL,Water,Forest,Water,Forest
8747,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
8748,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Wetland
