Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCR_M_R
9612,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
9613,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
9614,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
9615,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
9616,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
9617,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
9618,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
9619,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
9620,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
9621,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
9622,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
9623,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
9624,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
9625,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
9626,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
9627,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
9628,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
9629,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Water
9630,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
9631,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
9632,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
9633,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
9634,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
9635,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
9636,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
9637,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
9638,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
9639,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
9640,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
9641,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
9642,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9643,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
9644,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
9645,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
9646,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
9647,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
9648,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
9649,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9650,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9651,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
9652,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
9653,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
9654,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
9655,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
9656,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
9657,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
9658,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
9659,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9660,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
9661,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
9662,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Water
9663,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
9664,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9665,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
9666,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
9667,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9668,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9669,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9670,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
9671,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
9672,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9673,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9674,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
9675,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9676,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
9677,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Water
9678,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
9679,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
9680,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Water
9681,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
9682,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
9683,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
9684,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
9685,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
9686,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
9687,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
9688,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
9689,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
9690,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
9691,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
9692,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
9693,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
9694,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Water
9695,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
9696,Forest,Forest,Wetland,Non_Water,Wetland,Built-up,Wetland,Grassland
9697,Forest,Forest,Wetland,Non_Water,Wetland,Built-up,Bareland,Grassland
9698,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
9699,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
9700,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Water
9701,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
9702,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
9703,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
9704,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9705,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
9706,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9707,Forest,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Forest
9708,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
9709,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
9710,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
9711,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
9712,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
9713,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
9714,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
9715,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
9716,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Water
9717,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
9718,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
9719,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
9720,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
9721,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
9722,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
9723,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
9724,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9725,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
9726,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
9727,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
9728,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
9729,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
9730,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
9731,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
9732,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
9733,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
9734,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
9735,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
9736,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
9737,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
9738,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
9739,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Grassland
9740,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
9741,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
9742,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
9743,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
9744,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Grassland
9745,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Wetland
9746,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
9747,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
9748,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
9749,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
9750,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9751,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9752,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
9753,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
9754,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
9755,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
9756,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
9757,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
9758,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
9759,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
9760,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
9761,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Grassland
9762,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Water
9763,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Forest
9764,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Grassland
9765,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Water
9766,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
9767,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
9768,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
9769,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
9770,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
9771,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
9772,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
9773,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Grassland
9774,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Water
9775,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
9776,Forest,Forest,Wetland,Water,Wetland,Built-up,Bareland,Water
9777,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Grassland
9778,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Wetland
9779,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
9780,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Forest
9781,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
9782,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Water
9783,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
9784,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
9785,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
9786,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
9787,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
9788,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
9789,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
9790,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
9791,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
9792,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
9793,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
9794,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
9795,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Grassland
9796,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Water
9797,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
9798,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
9799,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
9800,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
9801,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
9802,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Grassland
9803,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
9804,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
9805,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
9806,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
9807,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
9808,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
9809,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Forest
9810,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
9811,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
9812,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,NULL,Forest
9813,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
9814,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Bareland,Forest
9815,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Grassland
9816,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
9817,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
9818,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,Forest
9819,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Forest
9820,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Grassland
9821,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
9822,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
9823,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
9824,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
9825,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Water,Forest
9826,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9827,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9828,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Grassland
9829,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Water
9830,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Grassland
9831,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Forest
9832,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,NULL,Grassland
9833,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Grassland
9834,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
9835,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Grassland
9836,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Wetland,Forest
9837,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Water
9838,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
9839,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
9840,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
9841,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
9842,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
9843,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
9844,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
9845,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
9846,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
9847,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
9848,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
9849,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
9850,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
9851,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
9852,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
9853,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9854,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
9855,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9856,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
9857,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
9858,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
9859,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
9860,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
9861,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
9862,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9863,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
9864,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9865,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
9866,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
9867,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9868,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
9869,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
9870,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
9871,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
9872,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
9873,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
9874,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
9875,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
9876,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
9877,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
9878,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9879,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
9880,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9881,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Built-up
9882,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
9883,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
9884,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9885,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
9886,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
9887,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
9888,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Water
9889,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
9890,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
9891,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
9892,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
9893,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9894,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Grassland,Forest
9895,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
9896,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Wetland,Forest
9897,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Bareland,Grassland
9898,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
9899,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
9900,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Water
9901,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Forest
9902,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
9903,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
9904,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
9905,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
9906,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
9907,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
9908,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
9909,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
9910,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
9911,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
9912,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
9913,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
9914,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
9915,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Water
9916,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
9917,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
9918,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
9919,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
9920,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
9921,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
9922,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
9923,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9924,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
9925,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
9926,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9927,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
9928,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9929,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
9930,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
9931,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
9932,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
9933,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9934,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9935,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9936,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9937,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9938,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
9939,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9940,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
9941,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Water
9942,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
9943,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9944,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9945,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
9946,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9947,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9948,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
9949,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9950,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
9951,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9952,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
