Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLV_M_R
15982,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15983,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
15984,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
15985,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
15986,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
15987,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
15988,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15989,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
15990,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
15991,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
15992,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15993,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
15994,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
15995,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
15996,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
15997,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
15998,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
15999,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
16000,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
16001,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
16002,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
16003,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
16004,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
16005,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
16006,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
16007,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
16008,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
16009,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
16010,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
16011,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
16012,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16013,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16014,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
16015,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
16016,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
16017,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
16018,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
16019,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
16020,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
16021,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
16022,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
16023,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
16024,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
16025,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
16026,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
16027,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
16028,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
16029,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
16030,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
16031,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
16032,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
16033,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
16034,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
16035,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
16036,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
16037,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
16038,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
16039,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
16040,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
16041,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
16042,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
16043,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
16044,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
16045,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Built-up
16046,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
16047,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
16048,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
16049,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
16050,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Water
16051,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
16052,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
16053,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
16054,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
16055,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
16056,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
16057,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
16058,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
16059,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
16060,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
16061,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
16062,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
16063,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16064,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Cropland
16065,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
16066,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Bareland
16067,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Built-up
16068,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
16069,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
16070,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
16071,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
16072,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
16073,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Built-up
16074,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
16075,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
16076,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
16077,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
16078,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
16079,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
16080,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
16081,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
16082,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
16083,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
16084,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,NULL
16085,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
16086,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
16087,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
16088,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
16089,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Built-up
16090,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
16091,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
16092,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
16093,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
16094,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
16095,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
16096,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
16097,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
16098,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
16099,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
16100,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
16101,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
16102,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
16103,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
16104,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16105,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
16106,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16107,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
16108,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
16109,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
16110,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
16111,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
16112,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
16113,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
16114,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
16115,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
16116,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
16117,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
16118,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
16119,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
16120,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
16121,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
16122,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
16123,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
16124,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
16125,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
16126,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
16127,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
16128,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
16129,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
16130,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Water
16131,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
16132,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
16133,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
16134,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
16135,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
16136,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
16137,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
16138,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
16139,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
16140,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
16141,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
16142,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
16143,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
16144,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
16145,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
16146,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
16147,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
16148,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
16149,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
16150,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
16151,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
16152,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
16153,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
16154,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
16155,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
16156,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
16157,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Bareland
16158,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
16159,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
16160,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
16161,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
16162,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
16163,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
16164,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
16165,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
16166,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
16167,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
16168,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
16169,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
16170,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,NULL
16171,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
16172,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
16173,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
16174,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
16175,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
16176,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Water
16177,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
16178,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
16179,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
16180,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
16181,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
16182,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
16183,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
16184,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
16185,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
16186,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
16187,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
16188,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
16189,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16190,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16191,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16192,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16193,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16194,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
16195,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
16196,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
16197,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
16198,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16199,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
16200,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
16201,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16202,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
16203,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland,Water,Forest
16204,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
16205,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
16206,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
16207,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
16208,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
16209,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
16210,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
16211,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
16212,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
16213,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
16214,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
16215,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
16216,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
16217,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
16218,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
16219,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
16220,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
16221,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
16222,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
16223,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
16224,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
16225,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
16226,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
16227,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
16228,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16229,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,NULL
16230,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
16231,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
16232,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,NULL
16233,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
16234,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
16235,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
16236,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
16237,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
16238,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
16239,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
16240,Forest,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
16241,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
16242,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
16243,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
16244,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
16245,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
16246,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
16247,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
16248,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
16249,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
16250,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16251,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
16252,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
16253,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
16254,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
16255,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
16256,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
16257,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
16258,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
16259,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
16260,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
16261,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
16262,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
16263,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
16264,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
16265,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
16266,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
16267,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
16268,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
16269,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
16270,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
16271,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
16272,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
16273,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
16274,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
16275,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
16276,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
16277,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
16278,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
16279,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
16280,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
16281,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
16282,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
16283,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
16284,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
16285,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
16286,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
16287,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
16288,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16289,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
16290,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
16291,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
16292,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
16293,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
16294,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16295,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16296,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16297,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16298,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16299,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16300,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
16301,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16302,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16303,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16304,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
16305,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
16306,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
16307,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
16308,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16309,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
16310,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
