Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PLQ_M_R
1275,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1276,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1277,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1278,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1279,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1280,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1281,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1282,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1283,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
1284,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1285,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1286,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1287,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1288,Bareland,Bareland,Wetland,Water,Wetland,Water
1289,Bareland,Bareland,Wetland,Water,Wetland,Forest
1290,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1291,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1292,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1293,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1294,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1295,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1296,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1297,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
1298,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1299,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1300,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1301,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1302,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1303,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1304,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1305,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1306,Bareland,Bareland,Water,Non_Water,Water,Bareland
1307,Bareland,Bareland,Water,Non_Water,Water,Water
1308,Bareland,Bareland,Water,Water,Water,Grassland
1309,Bareland,Bareland,Water,Water,Water,Wetland
1310,Bareland,Bareland,Water,Water,Water,Bareland
1311,Bareland,Bareland,Water,Water,Water,Water
1312,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1313,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1314,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1315,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1316,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1317,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1318,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1319,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1320,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
1321,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1322,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1323,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1324,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1325,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1326,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1327,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1328,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1329,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1330,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1331,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1332,Bareland,Built-up,Wetland,NULL,Wetland,Bareland
1333,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland
1334,Bareland,Built-up,Wetland,Non_Water,Wetland,Built-up
1335,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1336,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1337,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1338,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1339,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1340,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1341,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1342,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1343,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1344,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1345,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water
1346,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1347,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1348,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1349,Bareland,Built-up,Built-up,Water,Non_Wetland,Grassland
1350,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1351,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
1352,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1353,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1354,Bareland,Water,NULL,Water,Non_Wetland,Grassland
1355,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1356,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1357,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1358,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1359,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1360,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1361,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1362,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1363,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1364,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1365,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
1366,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1367,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
1368,Bareland,Water,Grassland,Water,Non_Wetland,Water
1369,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1370,Bareland,Water,Wetland,NULL,Wetland,Grassland
1371,Bareland,Water,Wetland,NULL,Wetland,Water
1372,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1373,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1374,Bareland,Water,Wetland,Water,Wetland,Grassland
1375,Bareland,Water,Wetland,Water,Wetland,Wetland
1376,Bareland,Water,Wetland,Water,Wetland,Bareland
1377,Bareland,Water,Wetland,Water,Wetland,Water
1378,Bareland,Water,Wetland,Water,Wetland,Forest
1379,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1380,Bareland,Water,Water,NULL,Water,Grassland
1381,Bareland,Water,Water,Water,Water,Grassland
1382,Bareland,Water,Water,Water,Water,Water
1383,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1384,Bareland,Water,Forest,NULL,Non_Wetland,Water
1385,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1386,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1387,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1388,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1389,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1390,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1391,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1392,Bareland,Forest,Wetland,Water,Wetland,Wetland
1393,Bareland,Forest,Wetland,Water,Wetland,Water
1394,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1395,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1396,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1397,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
1398,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1399,Bareland,Forest,Water,Water,Water,Wetland
1400,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1401,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1402,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1403,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1404,Water,NULL,NULL,NULL,Non_Wetland,Water
1405,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1406,Water,NULL,NULL,Non_Water,Non_Wetland,Water
1407,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1408,Water,NULL,NULL,Water,Non_Wetland,Grassland
1409,Water,NULL,NULL,Water,Non_Wetland,Bareland
1410,Water,NULL,NULL,Water,Non_Wetland,Water
1411,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1412,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1413,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1414,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1415,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1416,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1417,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1418,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1419,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1420,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1421,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1422,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1423,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1424,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1425,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1426,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1427,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1428,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1429,Water,NULL,Shrubland,Water,Non_Wetland,Water
1430,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1431,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1432,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1433,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1434,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1435,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1436,Water,NULL,Grassland,NULL,Non_Wetland,Water
1437,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1438,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
1439,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1440,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1441,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1442,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1443,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1444,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1445,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1446,Water,NULL,Grassland,Water,Non_Wetland,Water
1447,Water,NULL,Grassland,Water,Non_Wetland,Forest
1448,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1449,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1450,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1451,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1452,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1453,Water,NULL,Cropland,NULL,Non_Wetland,Water
1454,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1455,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
1456,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1457,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1458,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1459,Water,NULL,Cropland,Water,Non_Wetland,NULL
1460,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1461,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1462,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1463,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1464,Water,NULL,Cropland,Water,Non_Wetland,Water
1465,Water,NULL,Cropland,Water,Non_Wetland,Forest
1466,Water,NULL,Wetland,NULL,Wetland,NULL
1467,Water,NULL,Wetland,NULL,Wetland,Grassland
1468,Water,NULL,Wetland,NULL,Wetland,Wetland
1469,Water,NULL,Wetland,NULL,Wetland,Bareland
1470,Water,NULL,Wetland,NULL,Wetland,Water
1471,Water,NULL,Wetland,NULL,Wetland,Forest
1472,Water,NULL,Wetland,Non_Water,Wetland,NULL
1473,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1474,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1475,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1476,Water,NULL,Wetland,Non_Water,Wetland,Water
1477,Water,NULL,Wetland,Non_Water,Wetland,Forest
1478,Water,NULL,Wetland,Water,Wetland,NULL
1479,Water,NULL,Wetland,Water,Wetland,Grassland
1480,Water,NULL,Wetland,Water,Wetland,Cropland
1481,Water,NULL,Wetland,Water,Wetland,Wetland
1482,Water,NULL,Wetland,Water,Wetland,Bareland
1483,Water,NULL,Wetland,Water,Wetland,Water
1484,Water,NULL,Wetland,Water,Wetland,Forest
1485,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1486,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1487,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1488,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1489,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1490,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1491,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1492,Water,NULL,Bareland,Water,Non_Wetland,Water
1493,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1494,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1495,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1496,Water,NULL,Built-up,NULL,Non_Wetland,Water
1497,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1498,Water,NULL,Built-up,Non_Water,Non_Wetland,Water
1499,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1500,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1501,Water,NULL,Built-up,Water,Non_Wetland,Water
1502,Water,NULL,Water,NULL,Water,NULL
1503,Water,NULL,Water,NULL,Water,Grassland
1504,Water,NULL,Water,NULL,Water,Wetland
1505,Water,NULL,Water,NULL,Water,Water
1506,Water,NULL,Water,NULL,Water,Forest
1507,Water,NULL,Water,Non_Water,Water,NULL
1508,Water,NULL,Water,Non_Water,Water,Grassland
1509,Water,NULL,Water,Non_Water,Water,Wetland
1510,Water,NULL,Water,Non_Water,Water,Forest
1511,Water,NULL,Water,Water,Water,Grassland
1512,Water,NULL,Water,Water,Water,Wetland
1513,Water,NULL,Water,Water,Water,Bareland
1514,Water,NULL,Water,Water,Water,Water
1515,Water,NULL,Water,Water,Water,Forest
1516,Water,NULL,Forest,NULL,Non_Wetland,NULL
1517,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1518,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1519,Water,NULL,Forest,NULL,Non_Wetland,Water
1520,Water,NULL,Forest,NULL,Non_Wetland,Forest
1521,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1522,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1523,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1524,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1525,Water,NULL,Forest,Water,Non_Wetland,Grassland
1526,Water,NULL,Forest,Water,Non_Wetland,Wetland
1527,Water,NULL,Forest,Water,Non_Wetland,Water
1528,Water,NULL,Forest,Water,Non_Wetland,Forest
1529,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1530,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1531,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1532,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1533,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1534,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1535,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1536,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1537,Water,Cropland,Wetland,Water,Wetland,Grassland
1538,Water,Cropland,Wetland,Water,Wetland,Wetland
1539,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1540,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1541,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1542,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1543,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1544,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1545,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1546,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1547,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1548,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1549,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1550,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1551,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1552,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1553,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1554,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1555,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1556,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1557,Water,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1558,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
1559,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1560,Water,Wetland,Grassland,Water,Non_Wetland,Water
1561,Water,Wetland,Grassland,Water,Non_Wetland,Forest
1562,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1563,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1564,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1565,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1566,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
1567,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1568,Water,Wetland,Wetland,NULL,Wetland,Grassland
1569,Water,Wetland,Wetland,NULL,Wetland,Wetland
1570,Water,Wetland,Wetland,NULL,Wetland,Water
1571,Water,Wetland,Wetland,NULL,Wetland,Forest
1572,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1573,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1574,Water,Wetland,Wetland,Non_Water,Wetland,Water
1575,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1576,Water,Wetland,Wetland,Water,Wetland,Grassland
1577,Water,Wetland,Wetland,Water,Wetland,Wetland
1578,Water,Wetland,Wetland,Water,Wetland,Water
1579,Water,Wetland,Wetland,Water,Wetland,Forest
1580,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1581,Water,Wetland,Water,NULL,Water,Grassland
1582,Water,Wetland,Water,NULL,Water,Wetland
1583,Water,Wetland,Water,NULL,Water,Water
1584,Water,Wetland,Water,NULL,Water,Forest
1585,Water,Wetland,Water,Non_Water,Water,NULL
1586,Water,Wetland,Water,Non_Water,Water,Grassland
1587,Water,Wetland,Water,Non_Water,Water,Wetland
1588,Water,Wetland,Water,Non_Water,Water,Water
1589,Water,Wetland,Water,Non_Water,Water,Forest
1590,Water,Wetland,Water,Water,Water,NULL
1591,Water,Wetland,Water,Water,Water,Grassland
1592,Water,Wetland,Water,Water,Water,Wetland
1593,Water,Wetland,Water,Water,Water,Water
1594,Water,Wetland,Water,Water,Water,Forest
1595,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1596,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1597,Water,Wetland,Forest,NULL,Non_Wetland,Water
1598,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1599,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1600,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1601,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1602,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1603,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1604,Water,Wetland,Forest,Water,Non_Wetland,Water
1605,Water,Wetland,Forest,Water,Non_Wetland,Forest
1606,Water,Bareland,NULL,Water,Non_Wetland,Grassland
1607,Water,Bareland,NULL,Water,Non_Wetland,Wetland
1608,Water,Bareland,NULL,Water,Non_Wetland,Bareland
1609,Water,Bareland,NULL,Water,Non_Wetland,Water
1610,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1611,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1612,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1613,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1614,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
1615,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1616,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1617,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1618,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1619,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1620,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
1621,Water,Bareland,Wetland,Water,Wetland,Grassland
1622,Water,Bareland,Wetland,Water,Wetland,Wetland
1623,Water,Bareland,Wetland,Water,Wetland,Bareland
1624,Water,Bareland,Wetland,Water,Wetland,Water
1625,Water,Bareland,Wetland,Water,Wetland,Forest
1626,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1627,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1628,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1629,Water,Bareland,Bareland,Water,Non_Wetland,Water
1630,Water,Bareland,Water,Water,Water,Grassland
1631,Water,Bareland,Water,Water,Water,Wetland
1632,Water,Bareland,Water,Water,Water,Bareland
1633,Water,Bareland,Water,Water,Water,Water
1634,Water,Built-up,NULL,NULL,Non_Wetland,Forest
1635,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1636,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1637,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1638,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1639,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1640,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1641,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1642,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1643,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
1644,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1645,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1646,Water,Built-up,Grassland,Non_Water,Non_Wetland,Wetland
1647,Water,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
1648,Water,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1649,Water,Built-up,Grassland,Water,Non_Wetland,Grassland
1650,Water,Built-up,Grassland,Water,Non_Wetland,Water
1651,Water,Built-up,Wetland,NULL,Wetland,Water
1652,Water,Built-up,Wetland,Non_Water,Wetland,Grassland
1653,Water,Built-up,Wetland,Non_Water,Wetland,Water
1654,Water,Built-up,Wetland,Water,Wetland,Water
1655,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1656,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1657,Water,Built-up,Built-up,Water,Non_Wetland,Bareland
1658,Water,Built-up,Water,Non_Water,Water,Bareland
1659,Water,Built-up,Water,Water,Water,Water
1660,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1661,Water,Water,NULL,NULL,Non_Wetland,Grassland
1662,Water,Water,NULL,NULL,Non_Wetland,Bareland
1663,Water,Water,NULL,NULL,Non_Wetland,Water
1664,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1665,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1666,Water,Water,NULL,Water,Non_Wetland,Grassland
1667,Water,Water,NULL,Water,Non_Wetland,Wetland
1668,Water,Water,NULL,Water,Non_Wetland,Bareland
1669,Water,Water,NULL,Water,Non_Wetland,Water
1670,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1671,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1672,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1673,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1674,Water,Water,Shrubland,NULL,Non_Wetland,Water
1675,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1676,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1677,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1678,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1679,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1680,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1681,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1682,Water,Water,Shrubland,Water,Non_Wetland,NULL
1683,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1684,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1685,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1686,Water,Water,Shrubland,Water,Non_Wetland,Water
1687,Water,Water,Shrubland,Water,Non_Wetland,Forest
1688,Water,Water,Grassland,NULL,Non_Wetland,NULL
1689,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1690,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1691,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1692,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1693,Water,Water,Grassland,NULL,Non_Wetland,Water
1694,Water,Water,Grassland,NULL,Non_Wetland,Forest
1695,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
1696,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1697,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1698,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1699,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1700,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1701,Water,Water,Grassland,Water,Non_Wetland,NULL
1702,Water,Water,Grassland,Water,Non_Wetland,Grassland
1703,Water,Water,Grassland,Water,Non_Wetland,Wetland
1704,Water,Water,Grassland,Water,Non_Wetland,Bareland
1705,Water,Water,Grassland,Water,Non_Wetland,Water
1706,Water,Water,Grassland,Water,Non_Wetland,Forest
1707,Water,Water,Cropland,NULL,Non_Wetland,NULL
1708,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1709,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1710,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1711,Water,Water,Cropland,NULL,Non_Wetland,Water
1712,Water,Water,Cropland,NULL,Non_Wetland,Forest
