Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWA_M_R
5304,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5305,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
5306,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
5307,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5308,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5309,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5310,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5311,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
5312,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5313,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5314,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5315,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
5316,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
5317,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5318,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5319,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5320,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
5321,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5322,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5323,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5324,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5325,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5326,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5327,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
5328,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
5329,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5330,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5331,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5332,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5333,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5334,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
5335,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5336,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
5337,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
5338,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5339,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
5340,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
5341,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5342,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5343,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5344,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5345,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
5346,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
5347,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5348,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
5349,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5350,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5351,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5352,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
5353,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5354,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
5355,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5356,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5357,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5358,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5359,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
5360,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5361,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5362,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5363,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5364,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
5365,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5366,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5367,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5368,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5369,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
5370,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
5371,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
5372,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Water
5373,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
5374,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
5375,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
5376,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
5377,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
5378,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
5379,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
5380,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5381,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5382,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Water
5383,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5384,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5385,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
5386,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
5387,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5388,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
5389,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
5390,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
5391,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Wetland
5392,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
5393,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5394,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5395,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Water
5396,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5397,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5398,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5399,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
5400,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5401,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
5402,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
5403,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
5404,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
5405,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Water
5406,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
5407,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
5408,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
5409,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
5410,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
5411,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
5412,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
5413,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
5414,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
5415,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
5416,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
5417,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
5418,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
5419,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
5420,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
5421,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Wetland
5422,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Water
5423,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
5424,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
5425,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
5426,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
5427,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
5428,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
5429,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
5430,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
5431,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
5432,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
5433,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5434,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
5435,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5436,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
5437,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
5438,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5439,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
5440,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
5441,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5442,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
5443,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
5444,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
5445,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5446,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5447,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5448,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5449,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5450,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
5451,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5452,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5453,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
5454,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
5455,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5456,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
5457,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5458,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5459,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
5460,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
5461,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
5462,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
5463,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
5464,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
5465,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Water
5466,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Forest
5467,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
5468,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
5469,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
5470,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
5471,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
5472,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
5473,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
5474,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
5475,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
5476,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5477,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
5478,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
5479,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
5480,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
5481,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
5482,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
5483,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
5484,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
5485,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
5486,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
5487,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
5488,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
5489,Forest,Wetland,Wetland,Water,Wetland,Forest,Grassland,Forest
5490,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
5491,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5492,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5493,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5494,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
5495,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5496,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5497,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5498,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5499,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5500,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Wetland
5501,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Water
5502,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
5503,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
5504,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
5505,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Wetland
5506,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Water
5507,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
5508,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
5509,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
5510,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
5511,Forest,Wetland,Water,NULL,Water,Water,Grassland,Wetland
5512,Forest,Wetland,Water,NULL,Water,Water,Grassland,Water
5513,Forest,Wetland,Water,NULL,Water,Water,Grassland,Forest
5514,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
5515,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
5516,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
5517,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
5518,Forest,Wetland,Water,NULL,Water,Water,Water,Water
5519,Forest,Wetland,Water,NULL,Water,Forest,Grassland,Forest
5520,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
5521,Forest,Wetland,Water,NULL,Water,Forest,Forest,Wetland
5522,Forest,Wetland,Water,Non_Water,Water,Grassland,Grassland,Wetland
5523,Forest,Wetland,Water,Non_Water,Water,Grassland,Grassland,Water
5524,Forest,Wetland,Water,Non_Water,Water,Grassland,Grassland,Forest
5525,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
5526,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
5527,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
5528,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Water
5529,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
5530,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
5531,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Water
5532,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
5533,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
5534,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
5535,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
5536,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
5537,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
5538,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Water
5539,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Forest
5540,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
5541,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
5542,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
5543,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
5544,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
5545,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Wetland
5546,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Water
5547,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Forest
5548,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Water
5549,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
5550,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Water
5551,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Forest
5552,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
5553,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
5554,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
5555,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
5556,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
5557,Forest,Wetland,Water,Water,Water,Water,Grassland,Water
5558,Forest,Wetland,Water,Water,Water,Water,Grassland,Forest
5559,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
5560,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
5561,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
5562,Forest,Wetland,Water,Water,Water,Water,Water,Water
5563,Forest,Wetland,Water,Water,Water,Water,Water,Forest
5564,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5565,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5566,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
5567,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5568,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5569,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5570,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
5571,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5572,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5573,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5574,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5575,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
5576,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5577,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5578,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5579,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
5580,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5581,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
5582,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5583,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
5584,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Water
5585,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5586,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5587,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5588,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
5589,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5590,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5591,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5592,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5593,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5594,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
5595,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5596,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
5597,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5598,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5599,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5600,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Water
5601,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5602,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5603,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
5604,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5605,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
5606,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
5607,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
5608,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
5609,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5610,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
5611,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Water
5612,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5613,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5614,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
5615,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
5616,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
5617,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
5618,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5619,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5620,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
5621,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5622,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
5623,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5624,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5625,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
5626,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5627,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
5628,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
5629,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Wetland
5630,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
5631,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5632,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
5633,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5634,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5635,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
5636,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5637,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
5638,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5639,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
5640,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
5641,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
5642,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
5643,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
