Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NDK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NDK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NDK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NDK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NDK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NDK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NDK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NDK_M_R
4801,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4802,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4803,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4804,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4805,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4806,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4807,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4808,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4809,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4810,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4811,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4812,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4813,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4814,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4815,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
4816,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4817,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4818,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4819,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4820,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4821,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
4822,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4823,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,Wetland,NULL,Forest
4824,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,Forest,NULL,Forest
4825,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
4826,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4827,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4828,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4829,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4830,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
4831,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4832,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4833,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
4834,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
4835,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4836,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4837,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4838,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4839,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4840,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4841,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
4842,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4843,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4844,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4845,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4846,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4847,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4848,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4849,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4850,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4851,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
4852,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4853,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4854,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4855,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4856,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4857,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4858,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4859,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4860,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4861,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4862,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4863,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4864,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4865,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4866,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4867,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
4868,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4869,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4870,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
4871,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
4872,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4873,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4874,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4875,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
4876,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4877,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4878,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4879,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4880,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
4881,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
4882,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4883,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4884,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4885,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4886,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
4887,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4888,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4889,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4890,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4891,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4892,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4893,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4894,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4895,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4896,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4897,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
4898,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4899,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4900,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4901,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4902,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4903,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4904,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
4905,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
4906,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4907,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4908,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4909,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4910,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4911,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
4912,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
4913,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4914,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4915,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4916,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4917,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4918,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
4919,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4920,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4921,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4922,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4923,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4924,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4925,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4926,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
4927,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4928,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4929,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4930,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4931,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4932,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4933,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4934,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4935,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4936,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4937,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4938,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4939,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
4940,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4941,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4942,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4943,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
4944,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4945,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4946,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
4947,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4948,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4949,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
4950,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4951,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
4952,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4953,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4954,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4955,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4956,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4957,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4958,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
4959,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4960,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4961,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4962,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4963,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
4964,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
4965,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4966,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4967,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4968,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4969,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4970,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4971,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4972,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4973,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4974,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4975,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4976,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4977,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4978,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
4979,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
4980,Forest,NULL,Wetland,NULL,NULL,Wetland,Water,Wetland
4981,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
4982,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
4983,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
4984,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
4985,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
4986,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
4987,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4988,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4989,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Bareland
4990,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
4991,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
4992,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4993,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
4994,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4995,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4996,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
4997,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4998,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4999,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
5000,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5001,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
5002,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
5003,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
5004,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
5005,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
5006,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
5007,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
5008,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5009,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5010,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5011,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
5012,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5013,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5014,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
5015,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
5016,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
5017,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5018,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
5019,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
5020,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
5021,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
5022,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
5023,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
5024,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
5025,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
5026,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
5027,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
5028,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
5029,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Built-up
5030,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
5031,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
5032,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
5033,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
5034,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
5035,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
5036,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
5037,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
5038,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5039,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5040,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5041,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
5042,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
5043,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
5044,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5045,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5046,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
5047,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
5048,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
5049,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
5050,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
5051,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
5052,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
5053,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
5054,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5055,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
5056,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
5057,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
5058,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
5059,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
5060,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
5061,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
5062,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
5063,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
5064,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
5065,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
5066,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
5067,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
5068,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
5069,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
5070,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
5071,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
5072,Forest,NULL,Water,NULL,Water,NULL,Wetland,Wetland
5073,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
5074,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
5075,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
5076,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
5077,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
5078,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
5079,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
5080,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
5081,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
5082,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
5083,Forest,NULL,Water,Water,Water,Grassland,Wetland,Wetland
5084,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
5085,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
5086,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
5087,Forest,NULL,Water,Water,Water,Water,Water,Grassland
5088,Forest,NULL,Water,Water,Water,Water,Water,Wetland
5089,Forest,NULL,Water,Water,Water,Water,Water,Water
5090,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5091,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5092,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5093,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
5094,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5095,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5096,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5097,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
5098,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5099,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
5100,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5101,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5102,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5103,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5104,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5105,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5106,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5107,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5108,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5109,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5110,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5111,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5112,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5113,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5114,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
5115,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
5116,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5117,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5118,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5119,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5120,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5121,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5122,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5123,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5124,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
5125,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
5126,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5127,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
5128,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5129,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
5130,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5131,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
