Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLQ_M_R
8249,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8250,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8251,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8252,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
8253,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
8254,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
8255,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
8256,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
8257,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
8258,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
8259,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
8260,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
8261,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
8262,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
8263,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
8264,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
8265,Forest,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
8266,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
8267,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
8268,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
8269,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Bareland
8270,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
8271,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Water
8272,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
8273,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
8274,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
8275,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
8276,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
8277,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
8278,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
8279,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
8280,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
8281,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
8282,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
8283,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
8284,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
8285,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
8286,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Bareland
8287,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Water
8288,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
8289,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Water
8290,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
8291,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
8292,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
8293,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
8294,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
8295,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
8296,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
8297,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
8298,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
8299,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
8300,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
8301,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
8302,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
8303,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
8304,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
8305,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
8306,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8307,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
8308,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
8309,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
8310,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
8311,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
8312,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
8313,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
8314,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
8315,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
8316,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
8317,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
8318,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
8319,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
8320,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
8321,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
8322,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
8323,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
8324,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
8325,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
8326,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
8327,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
8328,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
8329,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
8330,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
8331,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
8332,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8333,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
8334,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
8335,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
8336,Forest,NULL,Wetland,Water,Wetland,NULL,Forest,Wetland
8337,Forest,NULL,Wetland,Water,Wetland,NULL,Forest,Forest
8338,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
8339,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
8340,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
8341,Forest,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
8342,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
8343,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
8344,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
8345,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
8346,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Wetland
8347,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
8348,Forest,NULL,Wetland,Water,Wetland,Cropland,Grassland,Water
8349,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
8350,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
8351,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
8352,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
8353,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
8354,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
8355,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
8356,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
8357,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
8358,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
8359,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
8360,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Water
8361,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
8362,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
8363,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
8364,Forest,NULL,Wetland,Water,Wetland,Forest,Grassland,Grassland
8365,Forest,NULL,Wetland,Water,Wetland,Forest,Grassland,Forest
8366,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Forest
8367,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,Forest
8368,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
8369,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
8370,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
8371,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
8372,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
8373,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Forest
8374,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Shrubland,Forest
8375,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,Grassland
8376,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Grassland
8377,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
8378,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
8379,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
8380,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Wetland
8381,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
8382,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Wetland
8383,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
8384,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
8385,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Wetland
8386,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
8387,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8388,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8389,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8390,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8391,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Wetland
8392,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
8393,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
8394,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
8395,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8396,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
8397,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8398,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8399,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
8400,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
8401,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
8402,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
8403,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Wetland
8404,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
8405,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8406,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,Forest,Grassland
8407,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
8408,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
8409,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8410,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8411,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8412,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8413,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
8414,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
8415,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
8416,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
8417,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
8418,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
8419,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8420,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8421,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
8422,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
8423,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
8424,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
8425,Forest,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
8426,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
8427,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
8428,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
8429,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
8430,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
8431,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
8432,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
8433,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
8434,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Water
8435,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
8436,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
8437,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
8438,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
8439,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
8440,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
8441,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
8442,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Wetland
8443,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
8444,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8445,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
8446,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8447,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8448,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8449,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Wetland
8450,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
8451,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
8452,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
8453,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
8454,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Forest
8455,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
8456,Forest,NULL,Bareland,Water,Non_Wetland,Forest,Grassland,Forest
8457,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Wetland
8458,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
8459,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
8460,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8461,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8462,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
8463,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
8464,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8465,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
8466,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
8467,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8468,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8469,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
8470,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8471,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
8472,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
8473,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
8474,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
8475,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
8476,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8477,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Wetland
8478,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
8479,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
8480,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8481,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8482,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
8483,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
8484,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8485,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8486,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8487,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
8488,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8489,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8490,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8491,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
8492,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8493,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
8494,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
8495,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
8496,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
8497,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
8498,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
8499,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
8500,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
8501,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
8502,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
8503,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
8504,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
8505,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8506,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8507,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
8508,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
8509,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Forest
8510,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
8511,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
8512,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
8513,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
8514,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
8515,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
8516,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
8517,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
8518,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
8519,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
8520,Forest,NULL,Water,NULL,Water,NULL,Grassland,Wetland
8521,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
8522,Forest,NULL,Water,NULL,Water,NULL,Forest,Grassland
8523,Forest,NULL,Water,NULL,Water,NULL,Forest,Wetland
8524,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
8525,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
8526,Forest,NULL,Water,NULL,Water,Shrubland,Bareland,Water
8527,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Wetland
8528,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
8529,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
8530,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
8531,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
8532,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
8533,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
8534,Forest,NULL,Water,NULL,Water,Cropland,Grassland,Bareland
8535,Forest,NULL,Water,NULL,Water,Wetland,NULL,Wetland
8536,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
8537,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
8538,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
8539,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
8540,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
8541,Forest,NULL,Water,NULL,Water,Wetland,Forest,Wetland
8542,Forest,NULL,Water,NULL,Water,Wetland,Forest,Water
8543,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
8544,Forest,NULL,Water,NULL,Water,Bareland,NULL,Grassland
8545,Forest,NULL,Water,NULL,Water,Bareland,NULL,Bareland
8546,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
8547,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Wetland
8548,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
8549,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
8550,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
8551,Forest,NULL,Water,NULL,Water,Bareland,Water,Forest
8552,Forest,NULL,Water,NULL,Water,Bareland,Forest,Grassland
8553,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
8554,Forest,NULL,Water,NULL,Water,Water,Grassland,Wetland
8555,Forest,NULL,Water,NULL,Water,Water,Grassland,Water
8556,Forest,NULL,Water,NULL,Water,Forest,NULL,Grassland
8557,Forest,NULL,Water,NULL,Water,Forest,NULL,Wetland
8558,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
8559,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
8560,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
8561,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
8562,Forest,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
8563,Forest,NULL,Water,Non_Water,Water,NULL,Grassland,Forest
8564,Forest,NULL,Water,Non_Water,Water,NULL,Forest,Wetland
8565,Forest,NULL,Water,Non_Water,Water,NULL,Forest,Forest
8566,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
8567,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
8568,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
8569,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Grassland
8570,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Wetland
8571,Forest,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
8572,Forest,NULL,Water,Non_Water,Water,Bareland,Forest,Water
8573,Forest,NULL,Water,Non_Water,Water,Forest,NULL,Forest
8574,Forest,NULL,Water,Water,Water,NULL,Shrubland,Forest
8575,Forest,NULL,Water,Water,Water,NULL,Grassland,Water
8576,Forest,NULL,Water,Water,Water,NULL,Water,Forest
8577,Forest,NULL,Water,Water,Water,NULL,Forest,Wetland
8578,Forest,NULL,Water,Water,Water,NULL,Forest,Water
8579,Forest,NULL,Water,Water,Water,Shrubland,Grassland,Wetland
8580,Forest,NULL,Water,Water,Water,Shrubland,Water,Wetland
8581,Forest,NULL,Water,Water,Water,Grassland,Shrubland,Wetland
8582,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
8583,Forest,NULL,Water,Water,Water,Grassland,Grassland,Forest
8584,Forest,NULL,Water,Water,Water,Grassland,Water,Wetland
8585,Forest,NULL,Water,Water,Water,Grassland,Water,Forest
8586,Forest,NULL,Water,Water,Water,Grassland,Forest,Grassland
8587,Forest,NULL,Water,Water,Water,Grassland,Forest,Forest
8588,Forest,NULL,Water,Water,Water,Wetland,Grassland,Wetland
8589,Forest,NULL,Water,Water,Water,Wetland,Grassland,Forest
8590,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
8591,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
8592,Forest,NULL,Water,Water,Water,Wetland,Forest,Wetland
8593,Forest,NULL,Water,Water,Water,Wetland,Forest,Forest
8594,Forest,NULL,Water,Water,Water,Bareland,Grassland,Wetland
8595,Forest,NULL,Water,Water,Water,Bareland,Water,Forest
8596,Forest,NULL,Water,Water,Water,Water,Grassland,Grassland
