Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQS_M_R
327,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
328,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
329,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
330,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
331,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
332,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
333,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
334,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
335,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
336,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
337,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
338,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
339,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
340,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
341,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
342,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
343,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
344,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
345,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
346,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
347,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
348,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
349,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Cropland
350,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
351,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
352,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Wetland
353,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Built-up,Wetland
354,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
355,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Cropland
356,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
357,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
358,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
359,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
360,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
361,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
362,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Wetland
363,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Built-up,Water
364,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
365,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
366,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Built-up
367,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
368,NULL,NULL,NULL,Water,Non_Wetland,Forest,Wetland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Wetland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
