Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZR_M_R
325,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
326,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
327,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
328,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
329,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
330,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
331,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
332,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
336,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
337,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
343,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
344,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
345,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
346,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
347,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
348,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
349,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
350,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
351,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,NULL
352,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
353,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
354,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
355,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
356,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
357,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
358,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
359,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
360,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
361,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
362,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
363,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,NULL
364,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
365,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,NULL
366,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
367,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
368,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
369,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
370,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
371,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
372,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
373,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
374,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
375,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
376,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
377,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
378,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
379,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
380,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
381,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
382,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
383,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
384,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
385,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
386,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
387,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
388,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
389,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Cropland
390,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
391,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
392,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
393,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
394,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
395,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
396,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
397,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
398,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
399,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
400,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
401,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
402,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
403,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
404,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
405,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
406,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
407,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
409,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
410,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
411,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
412,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
413,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
414,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
415,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
416,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
417,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
418,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
419,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
420,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
421,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
422,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
423,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
424,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
425,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
426,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
427,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
428,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
429,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
430,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
431,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
432,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
433,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
434,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
435,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
436,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
437,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
438,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
439,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
440,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
441,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
442,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
443,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
444,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
445,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
446,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
447,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
448,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
449,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
450,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
451,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
452,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
453,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
454,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
455,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
456,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
457,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
458,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
459,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,NULL
460,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
461,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
462,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
463,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
464,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
465,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
466,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
467,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
468,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
469,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
470,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
471,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
472,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
473,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
474,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
475,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
476,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
477,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
478,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
479,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
480,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
481,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
482,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
483,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
485,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
486,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
487,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
488,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
489,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
490,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
491,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
492,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
493,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
494,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
495,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
496,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
497,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
498,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
499,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
500,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
501,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
502,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
503,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
504,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
505,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
506,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
507,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
508,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
509,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
510,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
512,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
513,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
514,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
523,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
524,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
526,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
527,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
529,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
530,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
532,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
534,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
535,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
539,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
540,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
541,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
544,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
545,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
549,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
550,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
551,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
560,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
561,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
562,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
570,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
573,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
578,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Water
583,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
584,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
588,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
589,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
592,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
593,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
595,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
596,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
598,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
599,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
604,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
605,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
607,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
608,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
611,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Bareland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
615,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
616,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
620,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
621,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
627,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
628,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
629,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
633,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
634,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
635,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
640,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
641,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
642,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
648,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
649,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Wetland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
652,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
653,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
654,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
655,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
656,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
