Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLE_M_R
1344,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1345,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1346,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1347,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1348,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1349,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1350,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1351,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1352,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1353,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1354,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1355,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1356,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1357,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1358,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1359,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1360,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1361,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1362,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1363,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1364,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1365,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1366,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1367,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1368,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1369,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1370,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1371,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1372,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1373,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1374,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1375,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1376,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1377,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1378,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1379,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1380,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1381,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1382,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1383,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1384,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1385,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1386,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1387,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1388,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1389,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1390,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1391,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1392,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1393,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1394,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1395,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1396,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1397,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1398,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1399,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1400,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1401,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1402,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1403,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1404,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1405,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1406,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1407,Bareland,Water,Water,NULL,Water,NULL,NULL,NULL
1408,Bareland,Water,Water,NULL,Water,NULL,NULL,Cropland
1409,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1410,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1411,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1412,Bareland,Water,Water,Non_Water,Water,NULL,NULL,NULL
1413,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1414,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1415,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1416,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1417,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1418,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1419,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1420,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1421,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1422,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1423,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1424,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1425,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1426,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1427,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1428,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
1429,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1430,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1431,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1432,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1433,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1434,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1435,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1436,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1437,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1438,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1439,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1440,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1441,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1442,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1443,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1444,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1445,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1446,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1447,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1448,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1449,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1450,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1451,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1452,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1453,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1454,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1455,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1456,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1457,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1458,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1459,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1460,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1461,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1462,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1463,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1464,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1465,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1466,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1467,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1468,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1469,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1470,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1471,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1472,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1473,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1474,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1475,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1476,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1477,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1478,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1479,Bareland,Forest,Water,NULL,Water,NULL,NULL,NULL
1480,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1481,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1482,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1483,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1484,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1485,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1486,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1487,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1488,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1489,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1490,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1491,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1492,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1493,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1494,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1495,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1496,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1497,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1498,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1499,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1500,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1501,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1502,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1503,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1504,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1505,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1506,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1507,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1508,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1509,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1510,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1511,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1512,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1513,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1514,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1515,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1516,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1517,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1518,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1519,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1520,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1521,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1522,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1523,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1524,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1525,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1526,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1527,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1528,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1529,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1530,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1531,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1532,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1533,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1534,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1535,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1536,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1537,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1538,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1539,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1540,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1541,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1542,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1543,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1544,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1545,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1546,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1547,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1548,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1549,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1550,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1551,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1552,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1553,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1554,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1555,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1556,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1557,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1558,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1559,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Built-up
1560,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1561,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1562,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1563,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1564,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1565,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1566,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1567,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1568,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1569,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1570,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1571,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1572,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1573,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1574,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1575,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1576,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1577,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1578,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1579,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1580,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1581,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1582,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1583,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1584,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1585,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1586,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1587,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1588,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1589,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1590,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
1591,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1592,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1593,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1594,Water,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1595,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1596,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1597,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1598,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1599,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1600,Water,NULL,Water,Water,Water,NULL,NULL,Water
1601,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1602,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1603,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1604,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1605,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1606,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1607,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1608,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1609,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1610,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1611,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1612,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1613,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1614,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1615,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1616,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1617,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1618,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1619,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1620,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1621,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1622,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1623,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1624,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1625,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1626,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1627,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1628,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1629,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1630,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1631,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1632,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1633,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1634,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1635,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1636,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1637,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1638,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1639,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1640,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1641,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1642,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1643,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1644,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1645,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1646,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1647,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1648,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1649,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1650,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1651,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1652,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1653,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1654,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1655,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1656,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1657,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1658,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1659,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1660,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1661,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1662,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1663,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1664,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1665,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1666,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1667,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1668,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
1669,Water,Cropland,Water,Water,Water,NULL,NULL,Cropland
1670,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1671,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1672,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1673,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1674,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1675,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1676,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1677,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1678,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1679,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1680,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1681,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1682,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1683,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1684,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1685,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1686,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1687,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1688,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1689,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1690,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
