Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEL_M_R
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Water
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Bareland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
