Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFA_M_R
350,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
351,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
352,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
353,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
354,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
355,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
356,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
357,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
358,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
359,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
360,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
361,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
362,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
363,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
364,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
365,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
366,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Water
367,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
368,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
369,NULL,Wetland,Water,NULL,Water,Wetland,Water,Grassland
370,NULL,Wetland,Water,NULL,Water,Water,Water,Water
371,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
372,NULL,Wetland,Water,Non_Water,Water,Water,Water,Water
373,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
374,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
375,NULL,Wetland,Water,Water,Water,Wetland,Water,Grassland
376,NULL,Wetland,Water,Water,Water,Wetland,Water,Water
377,NULL,Wetland,Water,Water,Water,Bareland,Water,Water
378,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
379,NULL,Wetland,Water,Water,Water,Water,Water,Water
380,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
381,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
382,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
383,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
384,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
385,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
386,NULL,Bareland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
387,NULL,Bareland,Grassland,Water,Non_Wetland,Grassland,Water,Water
388,NULL,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
389,NULL,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
390,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
391,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
392,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
393,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
394,NULL,Bareland,Water,Water,Water,Grassland,Water,Water
395,NULL,Bareland,Water,Water,Water,Water,Water,Water
396,NULL,Bareland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
397,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
398,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
399,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
400,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
401,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
402,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
403,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
404,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
405,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
406,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
407,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
408,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
409,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
410,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
411,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
412,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
413,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
414,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
415,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
416,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
417,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
418,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
419,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
420,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
421,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
422,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
423,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
424,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
425,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
426,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
427,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
428,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
429,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
430,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
431,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
432,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
433,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
434,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
435,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
436,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
437,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
438,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
439,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
440,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
441,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Bareland
442,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
443,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
444,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
445,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
446,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
447,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
448,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
449,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
450,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
451,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
452,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
453,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
454,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
455,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
456,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
457,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
458,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
459,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
460,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
461,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
462,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
463,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
464,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
465,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
466,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
467,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
468,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Water
469,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
470,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
471,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Water
472,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
473,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Water
474,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
475,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
476,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
477,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
478,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
479,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
480,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
481,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
482,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
483,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Water,Forest
484,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
485,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
486,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
487,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
488,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
489,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
490,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
491,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
492,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
493,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
494,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
495,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Water
496,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
497,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
498,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
499,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
500,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Water
501,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
502,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
503,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
504,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
505,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
506,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
507,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
508,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
509,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
510,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
511,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
512,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
513,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
514,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
515,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
516,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Bareland
517,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Built-up
518,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Water
519,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
520,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
521,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Bareland
522,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Built-up
523,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
524,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
525,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Water
526,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
527,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
528,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
529,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
530,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
531,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
532,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
533,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
534,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
535,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
536,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
537,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
538,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Built-up,Grassland
539,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Water,Forest
540,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
541,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
542,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
543,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
544,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
545,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
546,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
547,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
548,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
549,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
550,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
551,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
552,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
553,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
554,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
555,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Water,Water
556,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
557,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Built-up,Water
558,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
559,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Water,Water
560,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Water,Forest
561,NULL,Built-up,Grassland,Water,Non_Wetland,Water,Water,Grassland
562,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
563,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
564,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
565,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
566,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
567,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
568,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
569,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
570,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
571,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Built-up
572,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
573,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
574,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
575,NULL,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
576,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
577,NULL,Built-up,Wetland,NULL,Wetland,NULL,Forest,Forest
578,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
579,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
580,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
581,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
582,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
583,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Water
584,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
585,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
586,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
587,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Water
588,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
589,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
590,NULL,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
591,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
592,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Water
593,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
594,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
595,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Bareland
596,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Water
597,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
598,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
599,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
600,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
601,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
602,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
603,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
604,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Water
605,NULL,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
606,NULL,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
607,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Water
608,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Forest
609,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
610,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
611,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Water
612,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
613,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Water,Water
614,NULL,Built-up,Wetland,Water,Wetland,Grassland,Water,Grassland
615,NULL,Built-up,Wetland,Water,Wetland,Grassland,Water,Water
616,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
617,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Water
618,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Forest
619,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
620,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Water
621,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
622,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Water
623,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Forest
624,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
625,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
626,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
627,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
628,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
629,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Bareland
630,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
631,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Grassland
632,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Bareland
633,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
634,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
635,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
636,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
637,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
638,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
639,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
640,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
641,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
642,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
643,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
644,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
645,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
646,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
647,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
648,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
649,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
650,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
651,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
652,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
653,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
654,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
655,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
656,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
657,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
658,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
659,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Bareland
660,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
661,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
662,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
663,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Bareland
664,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
665,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
666,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
667,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Bareland
668,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Water
669,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
670,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
671,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Built-up
672,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
673,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
674,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Water
675,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
676,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
677,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
678,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
679,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
680,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Water
681,NULL,Built-up,Water,NULL,Water,NULL,Wetland,Forest
682,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
683,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Water
684,NULL,Built-up,Water,NULL,Water,Grassland,Water,Water
685,NULL,Built-up,Water,NULL,Water,Wetland,Wetland,Forest
686,NULL,Built-up,Water,NULL,Water,Wetland,Bareland,Water
687,NULL,Built-up,Water,NULL,Water,Wetland,Built-up,Grassland
688,NULL,Built-up,Water,NULL,Water,Wetland,Water,Grassland
