Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEE_M_R
1372,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1373,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1374,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1375,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1376,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1377,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1378,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1379,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1380,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1381,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1382,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1383,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1384,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1385,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1386,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1387,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1388,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1389,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1390,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1391,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1392,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1393,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1394,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1395,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1396,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1397,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1398,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1399,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1400,Water,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1401,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1402,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1403,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
1404,Water,Forest,Water,Water,Water,NULL,NULL,Water
1405,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1406,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1407,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1408,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1409,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1410,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1411,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1412,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1413,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1414,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1415,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1416,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1417,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1418,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1419,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1420,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1421,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1422,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1423,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1424,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1425,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1426,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1427,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1428,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1429,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1430,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1431,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1432,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1433,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1434,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1435,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1436,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1437,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1438,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1439,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1440,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1441,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1442,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1443,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1444,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1445,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1446,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1447,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1448,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1449,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1450,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1451,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1452,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1453,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1454,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1455,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1456,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1457,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1458,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1459,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1460,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1461,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1462,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1463,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1464,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1465,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1466,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1467,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1468,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1469,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1470,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1471,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1472,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1473,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1474,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1475,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1476,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1477,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1478,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1479,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1480,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1481,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1482,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1483,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1484,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1485,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1486,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1487,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1488,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1489,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1490,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1491,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1492,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1493,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1494,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1495,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1496,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1497,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1498,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1499,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1500,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1501,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1502,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1503,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1504,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1505,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1506,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1507,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1508,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1509,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1510,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1511,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1512,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1513,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1514,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1515,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1516,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1517,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1518,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1519,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1520,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1521,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1522,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1523,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1524,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1525,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1526,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1527,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1528,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1529,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1530,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1531,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1532,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1533,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1534,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1535,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1536,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1537,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1538,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1539,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1540,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1541,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1542,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1543,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1544,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1545,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1546,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1547,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1548,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1549,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1550,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1551,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1552,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1553,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1554,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1555,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1556,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1557,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1558,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1559,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1560,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1561,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1562,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1563,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1564,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1565,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1566,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1567,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1568,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1569,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1570,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1571,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1572,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1573,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1574,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1575,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1576,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1577,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1578,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1579,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1580,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1581,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1582,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1583,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1584,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1585,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1586,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1587,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1588,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1589,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1590,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1591,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1592,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1593,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1594,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1595,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1596,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1597,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1598,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1599,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1600,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1601,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1602,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1603,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1604,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1605,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1606,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1607,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1608,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1609,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1610,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1611,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1612,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1613,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1614,Forest,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1615,Forest,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1616,Forest,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1617,Forest,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1618,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1619,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1620,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1621,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1622,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1623,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1624,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1625,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1626,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1627,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1628,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1629,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1630,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1631,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1632,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1633,Forest,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1634,Forest,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1635,Forest,Bareland,Water,NULL,Water,NULL,NULL,Water
1636,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
1637,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1638,Forest,Bareland,Water,Water,Water,NULL,NULL,Grassland
1639,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
1640,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1641,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
1642,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1643,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1644,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1645,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1646,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1647,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1648,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1649,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1650,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1651,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1652,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1653,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1654,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1655,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1656,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1657,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1658,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1659,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1660,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1661,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1662,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1663,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1664,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1665,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1666,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1667,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1668,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1669,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1670,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1671,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1672,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1673,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1674,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1675,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1676,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1677,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1678,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1679,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1680,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1681,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1682,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1683,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1684,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1685,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1686,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1687,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1688,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1689,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1690,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1691,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1692,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1693,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1694,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1695,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1696,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1697,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1698,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1699,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1700,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1701,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1702,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1703,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1704,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1705,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1706,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1707,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1708,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1709,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1710,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
