Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVV_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Built-up
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
603,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
604,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
605,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
606,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
607,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
608,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
609,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
610,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
611,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
612,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
613,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
614,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
615,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
616,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
617,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Cropland
618,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
619,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
620,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
621,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
622,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
623,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
624,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
625,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
626,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
627,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
628,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
629,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
630,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Cropland
631,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
632,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
633,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
634,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
635,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
636,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
637,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
638,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
639,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
640,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
641,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
642,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
643,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
644,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Cropland
645,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
646,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
647,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
648,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
649,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
650,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
651,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
652,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
