Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRG_M_R
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Wetland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Bareland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
524,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
525,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
526,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
527,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
528,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
529,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
530,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
531,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Cropland
532,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
533,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
534,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
535,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
536,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
537,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
538,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
539,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
540,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
541,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
542,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
543,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,NULL
544,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
545,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Built-up,Bareland
546,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
547,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
548,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,NULL
549,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
550,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
551,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Built-up,Wetland
552,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Built-up,Water
553,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
554,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
555,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
556,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
557,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
558,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
559,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
560,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
561,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
562,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
563,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
564,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
565,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
566,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
567,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
568,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
569,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
570,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
571,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
572,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
573,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
574,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
575,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
576,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
577,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
578,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
579,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
580,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
581,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,NULL
582,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
583,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
584,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
586,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
587,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
588,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
590,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
591,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
592,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
593,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
594,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
595,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
596,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
597,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
598,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
599,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
600,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
601,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
602,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
603,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
604,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
605,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
606,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
607,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
608,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
609,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
610,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
611,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
612,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
613,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
614,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
615,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
616,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
617,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
618,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
619,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
620,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
621,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
622,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
623,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
624,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
625,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
626,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
627,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
628,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
629,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Forest
630,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
631,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
632,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
634,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
635,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
636,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
637,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
638,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
639,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
640,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
641,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
642,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
643,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
644,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
645,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
646,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
647,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
648,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
649,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
650,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
651,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
652,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
