Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDN_M_R
337,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
338,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
339,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
340,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
341,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
342,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
343,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
344,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
345,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
346,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
347,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
348,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
349,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
350,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
351,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
352,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
353,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
354,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
355,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
356,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
357,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
358,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
359,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
360,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
361,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
362,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
363,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
364,NULL,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
365,NULL,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
366,NULL,Cropland,Water,NULL,Water,Water,Grassland,Grassland
367,NULL,Cropland,Water,NULL,Water,Water,Grassland,Bareland
368,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
369,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
370,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
371,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
372,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
373,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
374,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
375,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
376,NULL,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
377,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
378,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
379,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
380,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
381,NULL,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Water
382,NULL,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
383,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
384,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
385,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
386,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
387,NULL,Bareland,Water,Water,Water,Bareland,Water,Water
388,NULL,Bareland,Water,Water,Water,Water,Water,Water
389,NULL,Bareland,Forest,Water,Non_Wetland,Water,Water,Grassland
390,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
391,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
392,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
393,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
394,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
395,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
396,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
397,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
398,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
399,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
400,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
401,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
402,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
403,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
404,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
405,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
406,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
407,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
408,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
409,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
410,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
411,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Water
412,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Forest
413,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
414,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
415,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Water,Water
416,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
417,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
418,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
419,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
420,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
421,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
422,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
423,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
424,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
425,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
426,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
427,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
428,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
429,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
430,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
431,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
432,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
433,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
434,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
435,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
436,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
437,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
438,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
439,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
440,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
441,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
442,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
443,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
444,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Water
445,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
446,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
447,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
448,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
449,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
450,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
451,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
452,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
453,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Water
454,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
455,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
456,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
457,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
458,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Water
459,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
460,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
461,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
462,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
463,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
464,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
465,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
466,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
467,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
468,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
469,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
470,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
471,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
472,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
473,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
474,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
475,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
476,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
477,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
478,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
479,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
480,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
481,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
482,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
483,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
484,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
485,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
486,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
487,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
488,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
489,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Built-up
490,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
491,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
492,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
493,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
494,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
495,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
496,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
497,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
498,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland,Bareland,Grassland
499,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland,Built-up,Forest
500,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Grassland,Built-up
501,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
502,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
503,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Forest
504,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Grassland,Grassland
505,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Bareland,Grassland
506,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
507,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
508,NULL,Built-up,Cropland,Water,Non_Wetland,Water,Bareland,Water
509,NULL,Built-up,Cropland,Water,Non_Wetland,Water,Water,Water
510,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
511,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
512,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
513,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
514,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
515,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
516,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
517,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
518,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
519,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
520,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
521,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
522,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
523,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
524,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
525,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
526,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
527,NULL,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Water
528,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Water
529,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Water
530,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
531,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Forest
532,NULL,Built-up,Wetland,Water,Wetland,Water,Bareland,Grassland
533,NULL,Built-up,Wetland,Water,Wetland,Water,Bareland,Water
534,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
535,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Water
536,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Forest
537,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
538,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
539,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
540,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
541,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
542,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
543,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
544,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
545,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
546,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
547,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
548,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
549,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
550,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
551,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
552,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
553,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
554,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
555,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Water
556,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
557,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
558,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
559,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
560,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
561,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
562,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
563,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
564,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
565,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
566,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
567,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
568,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
569,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
570,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
571,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
572,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
573,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
574,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
575,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
576,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
577,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
578,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
579,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
580,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
581,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
582,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
583,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
584,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
585,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
586,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
587,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
588,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
589,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
590,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
591,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
592,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
593,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
594,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
595,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
596,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
597,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
598,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
599,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
600,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
601,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
602,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
603,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
604,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
605,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
606,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
607,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
608,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
609,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
610,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
611,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
612,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
613,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Built-up,Grassland
614,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
615,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Bareland,Forest
616,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
617,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Grassland,Grassland
618,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
619,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
620,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
621,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
622,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
623,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
624,NULL,Built-up,Water,NULL,Water,Grassland,Built-up,Forest
625,NULL,Built-up,Water,NULL,Water,Wetland,Bareland,Forest
626,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Grassland
627,NULL,Built-up,Water,NULL,Water,Bareland,Wetland,Forest
628,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
629,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
630,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Grassland
631,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Built-up
632,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Forest
633,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
634,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
635,NULL,Built-up,Water,NULL,Water,Water,Bareland,Grassland
636,NULL,Built-up,Water,Water,Water,Wetland,Built-up,Water
637,NULL,Built-up,Water,Water,Water,Bareland,Wetland,Water
638,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Grassland
639,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Bareland
640,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Water
641,NULL,Built-up,Water,Water,Water,Built-up,Water,Water
642,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
643,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
644,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
645,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
646,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
647,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
648,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
649,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
650,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
651,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
652,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
653,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
654,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
655,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
656,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
657,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
658,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
659,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
660,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
661,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
662,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
663,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
664,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
665,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
666,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
667,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
668,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Bareland
669,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
