Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGG_M_R
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Cropland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,NULL
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
530,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
531,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
532,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
533,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
534,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
535,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
536,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
537,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
538,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
539,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
540,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
541,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
542,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
543,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
544,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
545,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
546,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
547,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
548,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
549,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
550,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
551,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
552,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
553,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
554,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
555,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
556,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
557,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
558,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
559,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
560,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
561,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
562,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
563,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
564,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
565,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
566,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
567,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
568,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
569,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
570,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
571,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
572,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
573,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
574,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
575,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
576,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
577,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
578,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
579,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
580,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
581,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
582,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
583,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
584,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
585,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
586,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
587,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
588,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
590,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
591,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
592,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
593,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
594,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
595,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
596,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
597,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
598,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
599,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
600,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
602,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
603,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
604,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
605,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
606,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
607,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
608,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
609,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
610,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
611,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
612,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
616,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
617,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
618,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
619,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
622,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
623,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
624,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
625,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
627,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
628,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
629,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
630,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
632,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
634,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
635,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
636,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
638,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
640,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
642,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
643,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
648,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
649,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
650,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
651,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
652,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
