Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCD_M_R
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
441,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
442,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
443,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
444,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
445,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
446,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
447,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
448,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
449,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
450,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
451,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
452,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
453,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
454,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
455,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
456,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
457,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
458,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
459,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
460,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
461,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
462,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,NULL
463,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
464,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
465,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
466,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
467,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
468,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
469,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
470,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
471,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
472,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
473,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
474,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
475,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
476,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
477,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
478,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
479,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
480,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
481,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
482,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
483,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
484,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
485,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
486,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
487,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
488,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
489,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
490,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
491,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
492,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
493,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
494,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
495,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
496,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
497,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
498,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
499,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
500,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
501,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
502,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
503,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
504,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
505,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
506,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
507,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
508,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
509,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
510,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
512,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
513,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
514,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
523,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
524,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
527,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
528,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
530,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
531,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
534,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
539,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
540,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
541,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
542,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
547,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
552,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
553,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
554,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
559,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
561,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
570,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
571,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
575,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
581,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
585,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
586,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
587,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
588,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
590,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
591,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
595,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
596,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
597,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
601,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
602,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Wetland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Bareland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
608,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
611,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
612,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
616,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
617,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
618,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
619,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
621,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
626,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
627,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
628,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
629,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
633,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
634,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
635,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
636,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
641,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
642,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
649,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
650,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
652,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
653,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
654,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
655,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
