Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQH_M_R
328,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
329,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Cropland
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,NULL
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
345,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
346,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
347,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
348,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
349,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
350,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
351,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
352,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
353,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
354,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
355,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
356,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
357,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
358,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
359,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
360,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,NULL
361,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
362,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Bareland
363,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,NULL
364,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
365,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
366,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
367,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
368,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
369,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
370,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
371,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Bareland
372,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
373,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
374,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
375,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
376,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
377,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Bareland
378,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
379,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
380,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
381,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
382,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Bareland
383,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
384,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
385,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
386,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
387,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Bareland
388,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
389,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
390,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
391,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
392,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Bareland
393,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Cropland
394,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
395,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
396,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
397,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
398,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Bareland
399,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,NULL
400,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
401,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Bareland
402,NULL,NULL,NULL,Water,Non_Wetland,Cropland,Grassland,Bareland
403,NULL,NULL,NULL,Water,Non_Wetland,Cropland,Bareland,Bareland
404,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,NULL
405,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
406,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
407,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
408,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
409,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Forest
410,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
411,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Bareland
412,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Forest
413,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
414,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Cropland
415,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
416,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,NULL
417,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
418,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
419,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
420,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,NULL
421,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
422,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
423,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
424,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
425,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Bareland
426,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,NULL
427,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
428,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
429,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Bareland
430,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
431,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
432,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
433,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
434,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
435,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Grassland
436,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Wetland
437,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Bareland
438,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
439,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
440,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
441,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
442,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
443,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Grassland
444,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Wetland
445,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,NULL
446,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
447,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Wetland
448,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
449,NULL,NULL,NULL,Water,Non_Wetland,Forest,Water,Water
450,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
456,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
457,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
464,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
465,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
472,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
473,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
478,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
479,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
480,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
484,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
490,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Bareland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
659,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Wetland
660,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
661,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
