Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDP_M_R
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
496,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
497,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
498,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
499,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
500,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
501,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
502,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
503,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
504,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
505,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
506,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
507,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
508,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
509,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
510,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
511,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
512,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
513,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
514,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
515,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
516,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
517,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
518,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
519,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
520,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
521,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
522,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
523,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
524,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
525,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
526,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
527,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
528,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
529,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Grassland,Grassland
530,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
531,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
532,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
533,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
534,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
535,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
536,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
537,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
538,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
539,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
540,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
541,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
542,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
543,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
544,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
545,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
546,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
547,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
548,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
549,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
550,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
551,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
552,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
553,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
554,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
555,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
556,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
557,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
558,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
559,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
560,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
561,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
562,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
563,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
564,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
565,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
566,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
567,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
568,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
569,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
570,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
571,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
572,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
573,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
574,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
575,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
576,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
577,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
578,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
579,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
580,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
581,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
582,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
583,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
584,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
585,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
586,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
587,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
588,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
589,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
590,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
591,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
592,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
593,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
594,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
595,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
596,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
597,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
598,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
599,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
600,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
601,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
602,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
603,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
604,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
605,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
606,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
607,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
608,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
609,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
610,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
611,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
612,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
613,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
614,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
615,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
616,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
617,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
618,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
619,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
620,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
621,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
622,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
623,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
624,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
625,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
626,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
627,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
628,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
629,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
631,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
632,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
633,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
634,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
636,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
637,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
638,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
639,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
640,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
641,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
642,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
643,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
645,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
647,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
