Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LML_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LML_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LML_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LML_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LML_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LML_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LML_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LML_M_R
2871,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2872,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2873,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
2874,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
2875,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
2876,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2877,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
2878,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2879,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
2880,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2881,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2882,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2883,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2884,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2885,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
2886,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2887,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2888,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2889,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2890,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
2891,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
2892,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
2893,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2894,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2895,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2896,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Wetland
2897,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
2898,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2899,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2900,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2901,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2902,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2903,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2904,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2905,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
2906,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2907,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2908,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2909,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2910,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2911,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2912,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
2913,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
2914,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2915,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2916,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2917,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2918,Forest,Wetland,Wetland,Water,Wetland,Grassland,NULL,Forest
2919,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
2920,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Forest
2921,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2922,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2923,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Forest
2924,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Forest
2925,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2926,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2927,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2928,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2929,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
2930,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2931,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2932,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2933,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2934,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2935,Forest,Wetland,Water,NULL,Water,NULL,NULL,NULL
2936,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2937,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2938,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
2939,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
2940,Forest,Wetland,Water,NULL,Water,Wetland,NULL,Forest
2941,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
2942,Forest,Wetland,Water,NULL,Water,Forest,NULL,Forest
2943,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2944,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2945,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2946,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2947,Forest,Wetland,Water,Non_Water,Water,Wetland,NULL,Wetland
2948,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
2949,Forest,Wetland,Water,Water,Water,NULL,NULL,NULL
2950,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
2951,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
2952,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
2953,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
2954,Forest,Wetland,Water,Water,Water,Wetland,NULL,Forest
2955,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2956,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
2957,Forest,Wetland,Water,Water,Water,Water,NULL,Water
2958,Forest,Wetland,Water,Water,Water,Water,NULL,Forest
2959,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2960,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2961,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2962,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2963,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2964,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2965,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2966,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2967,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2968,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2969,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2970,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2971,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2972,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2973,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2974,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2975,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2976,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2977,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2978,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
2979,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
2980,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2981,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2982,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2983,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2984,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2985,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2986,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
2987,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2988,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2989,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2990,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
2991,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2992,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
2993,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2994,Forest,Bareland,Wetland,NULL,Wetland,Grassland,NULL,Forest
2995,Forest,Bareland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
2996,Forest,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Forest
2997,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2998,Forest,Bareland,Wetland,Water,Wetland,Wetland,NULL,Grassland
2999,Forest,Bareland,Wetland,Water,Wetland,Wetland,NULL,Forest
3000,Forest,Bareland,Wetland,Water,Wetland,Bareland,Forest,Water
3001,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
3002,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
3003,Forest,Bareland,Water,NULL,Water,NULL,NULL,Wetland
3004,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3005,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3006,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3007,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3008,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3009,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3010,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3011,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3012,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3013,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3014,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3015,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3016,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
3017,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
3018,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
3019,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
3020,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3021,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3022,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3023,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3024,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3025,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3026,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3027,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3028,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
3029,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3030,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3031,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
3032,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
3033,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3034,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3035,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3036,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3037,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
3038,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
3039,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
3040,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
3041,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3042,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3043,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3044,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3045,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
3046,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3047,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3048,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
3049,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3050,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3051,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3052,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3053,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3054,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
3055,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3056,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
3057,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
3058,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
3059,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3060,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3061,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3062,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
3063,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
3064,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
3065,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
3066,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
3067,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
3068,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3069,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
3070,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3071,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3072,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3073,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3074,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3075,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3076,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3077,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3078,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3079,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3080,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3081,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3082,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3083,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3084,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3085,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3086,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3087,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3088,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3089,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3090,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3091,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
3092,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3093,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
3094,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
3095,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
3096,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
3097,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3098,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
3099,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3100,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
3101,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
3102,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3103,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
3104,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
3105,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3106,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3107,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
3108,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
3109,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
3110,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3111,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3112,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3113,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
3114,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3115,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3116,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
3117,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
3118,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
3119,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3120,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
3121,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
3122,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
3123,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
3124,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
3125,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
3126,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
3127,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3128,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3129,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
3130,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
3131,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
3132,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
3133,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
3134,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3135,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Wetland
3136,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
3137,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
3138,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
3139,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
3140,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3141,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
3142,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
3143,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3144,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3145,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3146,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3147,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3148,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
3149,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3150,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
3151,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3152,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
3153,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3154,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3155,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3156,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
3157,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Water
3158,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
3159,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3160,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
3161,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
3162,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
3163,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
3164,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3165,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3166,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3167,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3168,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3169,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3170,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3171,Forest,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
3172,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Bareland
3173,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
3174,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
3175,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
3176,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
3177,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3178,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3179,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3180,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3181,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3182,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3183,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3184,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3185,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3186,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3187,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
3188,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
3189,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
3190,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3191,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
3192,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3193,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3194,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
3195,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
3196,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
3197,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
3198,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
3199,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3200,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
3201,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
3202,Forest,Water,Wetland,Water,Wetland,Grassland,NULL,Forest
3203,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
3204,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
3205,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Water
3206,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
3207,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3208,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
3209,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
3210,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
3211,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3212,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
3213,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3214,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
3215,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
3216,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
3217,Forest,Water,Wetland,Water,Wetland,Water,NULL,Grassland
3218,Forest,Water,Wetland,Water,Wetland,Water,NULL,Wetland
3219,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
3220,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
3221,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3222,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
3223,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
3224,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
3225,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3226,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
3227,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
