Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGK_M_R
5710,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5711,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5712,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5713,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5714,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5715,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5716,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5717,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5718,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5719,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5720,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5721,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
5722,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5723,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5724,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5725,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5726,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
5727,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5728,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5729,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5730,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5731,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
5732,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5733,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5734,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
5735,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
5736,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
5737,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
5738,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
5739,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
5740,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
5741,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
5742,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
5743,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
5744,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
5745,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
5746,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
5747,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
5748,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
5749,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
5750,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5751,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5752,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
5753,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
5754,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5755,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
5756,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
5757,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5758,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5759,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5760,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5761,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5762,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5763,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5764,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5765,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
5766,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5767,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
5768,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5769,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5770,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5771,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
5772,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5773,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
5774,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
5775,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5776,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5777,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
5778,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
5779,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5780,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5781,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5782,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5783,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5784,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5785,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5786,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
5787,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5788,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5789,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5790,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
5791,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
5792,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
5793,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5794,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
5795,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
5796,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
5797,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
5798,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
5799,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
5800,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5801,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5802,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5803,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
5804,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
5805,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5806,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
5807,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5808,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Water
5809,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
5810,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5811,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5812,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
5813,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5814,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5815,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
5816,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5817,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
5818,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5819,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5820,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
5821,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
5822,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
5823,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
5824,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
5825,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
5826,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
5827,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
5828,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Grassland,Forest
5829,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
5830,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
5831,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
5832,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
5833,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
5834,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
5835,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
5836,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
5837,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
5838,Forest,Forest,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
5839,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
5840,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5841,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5842,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5843,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
5844,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5845,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5846,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5847,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5848,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5849,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5850,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5851,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5852,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5853,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5854,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5855,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5856,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
5857,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5858,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
5859,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5860,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5861,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5862,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5863,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5864,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5865,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5866,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
5867,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5868,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5869,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5870,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5871,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5872,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
5873,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
5874,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5875,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
5876,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
5877,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5878,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5879,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5880,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
5881,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5882,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5883,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5884,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
5885,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5886,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5887,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5888,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5889,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
5890,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5891,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
5892,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5893,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
5894,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
5895,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
5896,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Water
5897,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
5898,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5899,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
5900,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
5901,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
5902,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
5903,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
5904,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
5905,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
5906,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Bareland
5907,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
5908,Forest,Forest,Cropland,Water,Non_Wetland,Water,Forest,Forest
5909,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
5910,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
5911,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
5912,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
5913,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Wetland
5914,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
5915,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
5916,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
5917,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
5918,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
5919,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
5920,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
5921,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
5922,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
5923,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
5924,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Water
5925,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
5926,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5927,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5928,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Water
5929,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5930,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5931,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5932,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
5933,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
5934,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
5935,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
5936,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5937,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
5938,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Grassland
5939,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Water
5940,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
5941,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5942,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5943,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5944,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
5945,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
5946,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
5947,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
5948,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
5949,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
5950,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
5951,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
5952,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
5953,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
5954,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
5955,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
5956,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
5957,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
5958,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Water
5959,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
5960,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
5961,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
5962,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
5963,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
5964,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
5965,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
5966,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
5967,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
5968,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5969,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Water
5970,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
5971,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
5972,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5973,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
5974,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
5975,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
5976,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Bareland
5977,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Water
5978,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
5979,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5980,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
5981,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5982,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5983,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
5984,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5985,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5986,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
5987,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
5988,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5989,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
5990,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Water
5991,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
5992,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
5993,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5994,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5995,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
5996,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
5997,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
5998,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
5999,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
6000,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
6001,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
6002,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
6003,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6004,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
6005,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6006,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6007,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
6008,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
6009,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
6010,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
6011,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Water
6012,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
6013,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
6014,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
6015,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
6016,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6017,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
6018,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
6019,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6020,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
6021,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
6022,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
6023,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
6024,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
6025,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
6026,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
6027,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
6028,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Grassland
6029,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Water
6030,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
6031,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6032,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
6033,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6034,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
6035,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
6036,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
6037,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
6038,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
6039,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
6040,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Water
6041,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
6042,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Grassland
6043,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
6044,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Grassland
6045,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Bareland
6046,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Water
6047,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Grassland
6048,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Water
