Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFA_M_R
325,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
326,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
327,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
328,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
329,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
330,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
331,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
332,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
333,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
334,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
335,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
336,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
337,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
338,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
339,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
340,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
341,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
342,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
343,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
344,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
345,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
346,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
347,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
348,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
349,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
350,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
351,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
352,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
353,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
354,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
355,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
356,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
357,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
358,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
359,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
360,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
361,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
362,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
363,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
364,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
365,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
366,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
367,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
368,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
369,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
370,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
371,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Cropland
372,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
373,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
374,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
375,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
376,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
377,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
378,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
379,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
380,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
381,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
382,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
383,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
384,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
385,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
386,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
387,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
388,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
389,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
390,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
391,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
392,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
393,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
394,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
395,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
396,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
397,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
398,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
399,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
400,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
401,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
402,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
403,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
404,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
405,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
406,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
407,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Water
408,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
409,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
410,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
411,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
412,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Built-up
413,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
414,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
415,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
416,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
417,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
418,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
419,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
420,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
421,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
422,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
423,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
424,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
425,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
426,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
427,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
428,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
429,NULL,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
430,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
431,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
432,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
433,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
434,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
435,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
436,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
437,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
438,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
439,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
440,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
441,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
442,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
443,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
444,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
445,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
446,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
447,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
448,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
449,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
450,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
451,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
452,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
453,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
454,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
455,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
456,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
457,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
458,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
459,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
460,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
461,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
462,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
463,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
464,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
465,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
466,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
467,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
468,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
469,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
470,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
471,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
472,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
473,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
474,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
475,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
476,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
477,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
478,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
479,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
480,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
481,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
482,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
483,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
484,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
485,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
486,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
487,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
488,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
489,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
490,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
491,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
492,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
493,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
494,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
495,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
496,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
497,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
498,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
499,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
500,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
501,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
502,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
503,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
504,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
505,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
506,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
507,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
508,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
509,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
510,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Cropland
511,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
512,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
513,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
514,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
515,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Forest
516,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
517,NULL,NULL,Water,NULL,Water,NULL,Wetland,Grassland
518,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
519,NULL,NULL,Water,NULL,Water,Water,NULL,Water
520,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
521,NULL,NULL,Water,Non_Water,Water,NULL,Water,Water
522,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
523,NULL,NULL,Water,Non_Water,Water,Water,NULL,Water
524,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
525,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
526,NULL,NULL,Water,Water,Water,NULL,NULL,Water
527,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
528,NULL,NULL,Water,Water,Water,Wetland,NULL,Water
529,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
530,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
531,NULL,NULL,Water,Water,Water,Water,NULL,Water
532,NULL,NULL,Water,Water,Water,Water,Water,Water
533,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
534,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
535,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
536,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
537,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
538,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
539,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
540,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
541,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
542,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
543,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
544,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
545,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
546,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
547,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
548,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
549,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
550,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
551,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
552,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
553,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
554,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
555,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
556,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
557,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
558,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
559,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
560,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
561,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
562,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
563,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
564,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
565,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
566,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
567,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
568,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
569,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
570,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
571,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
572,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
573,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
574,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
575,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
576,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
577,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
578,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
579,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
580,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
581,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
582,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
583,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
584,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
585,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
586,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
587,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
588,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
589,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
590,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
591,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
592,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
593,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
594,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
595,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
596,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
597,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
598,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
599,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
600,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
601,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
602,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
603,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
604,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
605,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
606,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
607,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
608,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
609,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
610,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
611,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
612,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
613,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
614,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
615,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
616,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
617,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
618,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
619,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
620,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
621,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
622,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
623,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
624,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
625,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
626,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
627,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
628,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
629,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
630,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
631,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
632,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
633,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
634,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
635,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
636,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
637,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
638,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
639,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
640,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
641,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
642,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
643,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
644,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
645,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
646,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
647,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
648,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
649,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
650,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
651,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
652,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
653,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
654,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
655,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
656,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
657,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
658,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
659,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
660,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
661,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
662,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
663,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
664,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
