Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLM_M_R
8864,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8865,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
8866,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8867,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
8868,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,NULL
8869,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8870,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8871,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8872,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8873,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8874,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8875,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
8876,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
8877,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
8878,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
8879,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
8880,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
8881,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,NULL,Forest
8882,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
8883,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
8884,Forest,Wetland,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
8885,Forest,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
8886,Forest,Wetland,NULL,Water,Non_Wetland,Water,NULL,Grassland
8887,Forest,Wetland,NULL,Water,Non_Wetland,Water,NULL,Forest
8888,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8889,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8890,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8891,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
8892,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8893,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8894,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8895,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
8896,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8897,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8898,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8899,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8900,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8901,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8902,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8903,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8904,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8905,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8906,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8907,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
8908,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8909,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
8910,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8911,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8912,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
8913,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
8914,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8915,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
8916,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8917,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8918,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8919,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8920,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8921,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
8922,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
8923,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
8924,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
8925,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8926,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8927,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8928,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
8929,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8930,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8931,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8932,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,NULL,Forest
8933,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
8934,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8935,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
8936,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8937,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
8938,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8939,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8940,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8941,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8942,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8943,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8944,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8945,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8946,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
8947,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8948,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8949,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8950,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
8951,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
8952,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
8953,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
8954,Forest,Wetland,Grassland,Water,Non_Wetland,Water,NULL,Grassland
8955,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8956,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8957,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8958,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8959,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
8960,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8961,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
8962,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
8963,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8964,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8965,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8966,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8967,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8968,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8969,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
8970,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
8971,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
8972,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
8973,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
8974,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
8975,Forest,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Forest
8976,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8977,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
8978,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
8979,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
8980,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
8981,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
8982,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
8983,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,NULL
8984,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
8985,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
8986,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
8987,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
8988,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
8989,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
8990,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
8991,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
8992,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
8993,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,NULL
8994,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
8995,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
8996,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
8997,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
8998,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8999,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
9000,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9001,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9002,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
9003,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9004,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
9005,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,NULL
9006,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
9007,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
9008,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Water
9009,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
9010,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
9011,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
9012,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
9013,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9014,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
9015,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9016,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
9017,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9018,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9019,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
9020,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9021,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
9022,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
9023,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
9024,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
9025,Forest,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
9026,Forest,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Forest
9027,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
9028,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
9029,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Grassland
9030,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
9031,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
9032,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
9033,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
9034,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
9035,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
9036,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
9037,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
9038,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
9039,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
9040,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
9041,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
9042,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,NULL
9043,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Grassland
9044,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Wetland
9045,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
9046,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Grassland
9047,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
9048,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
9049,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
9050,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
9051,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
9052,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9053,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
9054,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
9055,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
9056,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
9057,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
9058,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
9059,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9060,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
9061,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
9062,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
9063,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
9064,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
9065,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
9066,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
9067,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
9068,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
9069,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9070,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
9071,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
9072,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
9073,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
9074,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9075,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
9076,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
9077,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
9078,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
9079,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
9080,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
9081,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9082,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
9083,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
9084,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
9085,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9086,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9087,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9088,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9089,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9090,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9091,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9092,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
9093,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
9094,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
9095,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
9096,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
9097,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,NULL
9098,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
9099,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
9100,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
9101,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
9102,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
9103,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
9104,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9105,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9106,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
9107,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9108,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
9109,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
9110,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
9111,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
9112,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,NULL
9113,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
9114,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
9115,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
9116,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
9117,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
9118,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
9119,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
9120,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
9121,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
9122,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
9123,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
9124,Forest,Wetland,Wetland,Water,Wetland,NULL,Grassland,Grassland
9125,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
9126,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
9127,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
9128,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
9129,Forest,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Forest
9130,Forest,Wetland,Wetland,Water,Wetland,Grassland,NULL,Wetland
9131,Forest,Wetland,Wetland,Water,Wetland,Grassland,NULL,Forest
9132,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
9133,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
9134,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Grassland
9135,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
9136,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Water
9137,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Forest
9138,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
9139,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
9140,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
9141,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9142,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9143,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
9144,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
9145,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
9146,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
9147,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
9148,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
9149,Forest,Wetland,Wetland,Water,Wetland,Bareland,NULL,Grassland
9150,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
9151,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
9152,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Grassland
9153,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
9154,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Water
9155,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Forest
9156,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
9157,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
9158,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
9159,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
9160,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
9161,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
9162,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
9163,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
9164,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
9165,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
9166,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Forest
9167,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
9168,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
9169,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
9170,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
9171,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
9172,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
9173,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
9174,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9175,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
9176,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
9177,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
9178,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9179,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
9180,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
9181,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
9182,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9183,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
9184,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9185,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9186,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
9187,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
9188,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
9189,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
9190,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
9191,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
9192,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
9193,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9194,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
9195,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9196,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
