Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUC_M_R
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Wetland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
393,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
394,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
395,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
396,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
397,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
398,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
399,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
400,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
401,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
402,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
403,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
404,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
405,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Wetland
406,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
407,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
408,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
409,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
410,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
411,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
412,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
413,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
414,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Cropland
415,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
416,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
417,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
418,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
419,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
420,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
421,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
422,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
423,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
424,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,NULL,Wetland
425,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Grassland
426,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
427,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
428,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
429,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
430,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
431,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
432,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
433,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
434,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
435,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
436,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
437,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
438,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
439,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
440,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
441,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
442,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
443,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
444,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
445,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
446,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
447,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
448,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
449,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
450,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
451,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
452,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
453,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
454,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
455,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
456,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
457,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
458,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
459,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
460,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
461,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
462,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
463,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
464,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
465,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
467,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
468,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
469,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
470,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
471,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
472,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
473,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
474,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
475,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
476,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
477,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
478,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
479,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
480,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
481,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
482,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
483,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
484,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
486,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
487,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
488,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
489,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
490,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
491,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
492,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
493,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
494,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
495,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
496,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
497,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
498,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
499,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
500,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
501,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
502,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
503,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
510,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
511,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
516,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
517,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
520,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
524,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
525,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
529,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
530,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
535,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
541,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
544,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
549,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
550,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
555,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
556,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
558,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
563,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
564,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
569,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
571,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
575,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
576,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
580,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
581,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Wetland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Bareland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
585,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
588,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
593,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
594,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
601,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
605,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
607,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
609,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
611,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
614,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
615,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
616,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
617,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
618,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
619,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
620,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
621,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
622,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
623,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
624,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
625,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
626,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
627,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
628,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
629,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
630,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
631,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
632,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
633,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
634,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
635,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
636,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
637,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
638,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
639,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
640,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
641,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
642,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
643,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
644,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
645,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Wetland
646,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Bareland
647,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
648,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
649,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
650,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
651,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
652,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
653,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Cropland
654,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
655,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
656,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Wetland
