Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXT_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
343,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Wetland
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
365,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
366,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
367,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
368,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
369,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
370,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
371,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
372,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
373,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
374,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
375,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
376,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
377,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
378,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
379,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
380,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
381,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
382,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
383,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
384,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
385,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
386,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
387,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
388,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
389,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
390,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
391,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
392,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
393,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
394,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
395,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
396,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
397,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
398,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
399,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
400,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
401,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
402,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
403,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
404,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
405,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
406,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
407,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
408,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
409,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
410,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
411,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
412,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
413,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
414,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
415,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
416,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
417,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
418,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
419,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
420,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
421,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
422,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
423,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
424,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
425,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
426,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
427,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
428,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
429,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
430,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
431,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
432,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
433,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
434,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
435,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
436,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
437,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
438,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
439,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
440,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
441,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
442,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
443,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
444,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
445,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
446,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
447,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
448,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
449,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
450,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
451,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
452,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
453,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
454,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
455,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
456,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
457,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
458,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
459,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
460,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
461,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
462,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
463,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
464,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
465,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
466,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
467,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
468,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
469,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
470,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
471,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
472,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
473,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
474,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
475,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
476,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
477,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
478,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
479,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
480,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
481,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
482,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
483,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
484,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
485,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
486,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
487,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
488,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
489,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
490,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
491,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
493,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
494,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
495,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
496,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
497,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
498,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
499,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
500,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
501,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
502,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
503,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
504,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
505,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
506,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
507,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
508,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
509,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
510,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
511,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Wetland
512,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Forest
513,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Wetland
514,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
515,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
516,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
525,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
535,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
536,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
537,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
538,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
539,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
541,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
542,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
543,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
545,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
547,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
549,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
550,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
553,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
554,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
558,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
559,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
561,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
570,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
571,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
572,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
573,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
577,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
578,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
583,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
584,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
585,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
590,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
591,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
595,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
597,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
598,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
600,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
606,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
607,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
608,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
611,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
612,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
615,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
618,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
619,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
622,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
625,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
626,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
631,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
632,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
633,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
634,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
637,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
641,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
642,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
647,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
648,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
649,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
651,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
652,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
653,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
654,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
655,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
656,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
