Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMP_M_R
6111,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
6112,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
6113,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
6114,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
6115,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
6116,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6117,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
6118,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
6119,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6120,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6121,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6122,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
6123,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6124,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6125,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
6126,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
6127,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
6128,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6129,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6130,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6131,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
6132,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
6133,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
6134,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6135,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
6136,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6137,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Cropland
6138,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6139,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
6140,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Water
6141,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6142,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
6143,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
6144,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6145,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6146,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6147,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6148,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
6149,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
6150,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
6151,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
6152,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
6153,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
6154,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6155,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
6156,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
6157,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Cropland
6158,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
6159,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
6160,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
6161,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
6162,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Cropland
6163,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
6164,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
6165,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
6166,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
6167,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
6168,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
6169,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
6170,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
6171,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
6172,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
6173,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
6174,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Cropland
6175,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
6176,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Water
6177,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
6178,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
6179,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Water
6180,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
6181,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Grassland
6182,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Water
6183,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
6184,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Forest
6185,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
6186,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Cropland
6187,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
6188,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
6189,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
6190,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
6191,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
6192,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Grassland
6193,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Forest
6194,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Grassland
6195,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Forest
6196,Forest,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
6197,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Grassland
6198,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
6199,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6200,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6201,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
6202,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
6203,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6204,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6205,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6206,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
6207,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6208,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6209,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6210,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6211,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6212,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6213,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6214,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
6215,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6216,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6217,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6218,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6219,Forest,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Forest
6220,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6221,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
6222,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6223,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6224,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6225,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6226,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
6227,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
6228,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6229,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6230,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
6231,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6232,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6233,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6234,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
6235,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6236,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6237,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
6238,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
6239,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6240,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6241,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6242,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6243,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6244,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6245,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6246,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6247,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6248,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6249,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6250,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
6251,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6252,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6253,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6254,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6255,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6256,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6257,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6258,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6259,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6260,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6261,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6262,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6263,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6264,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6265,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6266,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6267,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6268,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6269,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6270,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6271,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
6272,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
6273,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6274,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6275,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
6276,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
6277,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6278,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6279,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
6280,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6281,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6282,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6283,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6284,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6285,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6286,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6287,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6288,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6289,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6290,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6291,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6292,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6293,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6294,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6295,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6296,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
6297,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6298,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6299,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6300,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
6301,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6302,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6303,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6304,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6305,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6306,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6307,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6308,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6309,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6310,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6311,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6312,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
6313,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6314,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6315,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6316,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
6317,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
6318,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
6319,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6320,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6321,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
6322,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6323,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6324,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6325,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6326,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6327,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
6328,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
6329,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6330,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6331,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
6332,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
6333,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6334,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6335,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
6336,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
6337,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6338,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6339,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
6340,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6341,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6342,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
6343,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6344,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
6345,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Wetland
6346,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6347,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6348,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6349,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6350,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
6351,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6352,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6353,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
6354,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6355,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6356,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6357,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6358,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6359,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6360,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6361,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6362,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6363,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
6364,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6365,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6366,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6367,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6368,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
6369,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
6370,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6371,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6372,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6373,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
6374,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6375,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6376,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
6377,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
6378,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6379,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6380,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6381,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
6382,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
6383,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6384,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
6385,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6386,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6387,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6388,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6389,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6390,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6391,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
6392,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6393,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6394,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6395,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6396,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6397,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6398,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6399,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6400,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6401,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6402,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6403,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
6404,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6405,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6406,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6407,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
6408,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6409,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6410,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6411,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6412,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6413,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6414,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
6415,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6416,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
6417,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6418,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6419,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6420,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Water,Built-up
6421,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6422,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6423,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6424,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
6425,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
6426,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
6427,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
6428,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
6429,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Built-up
6430,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
6431,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
6432,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
6433,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Built-up
6434,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
6435,Forest,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Wetland
6436,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
6437,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
6438,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
6439,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Built-up
6440,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Water
