Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMN_M_R
1535,Water,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
1536,Water,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1537,Water,NULL,Grassland,Water,Non_Wetland,NULL,Water
1538,Water,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1539,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1540,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
1541,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water
1542,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1543,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1544,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1545,Water,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
1546,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water
1547,Water,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1548,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland
1549,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland
1550,Water,NULL,Wetland,NULL,Wetland,NULL,Bareland
1551,Water,NULL,Wetland,NULL,Wetland,NULL,Water
1552,Water,NULL,Wetland,NULL,Wetland,NULL,Forest
1553,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1554,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1555,Water,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
1556,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water
1557,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1558,Water,NULL,Wetland,Water,Wetland,NULL,Grassland
1559,Water,NULL,Wetland,Water,Wetland,NULL,Wetland
1560,Water,NULL,Wetland,Water,Wetland,NULL,Bareland
1561,Water,NULL,Wetland,Water,Wetland,NULL,Water
1562,Water,NULL,Wetland,Water,Wetland,NULL,Forest
1563,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1564,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1565,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water
1566,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1567,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1568,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1569,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1570,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water
1571,Water,NULL,Bareland,Water,Non_Wetland,NULL,Forest
1572,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1573,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1574,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1575,Water,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
1576,Water,NULL,Built-up,Water,Non_Wetland,NULL,Water
1577,Water,NULL,Built-up,Water,Non_Wetland,NULL,Forest
1578,Water,NULL,Water,NULL,Water,NULL,Grassland
1579,Water,NULL,Water,NULL,Water,NULL,Wetland
1580,Water,NULL,Water,NULL,Water,NULL,Bareland
1581,Water,NULL,Water,NULL,Water,NULL,Water
1582,Water,NULL,Water,NULL,Water,NULL,Forest
1583,Water,NULL,Water,Non_Water,Water,NULL,Grassland
1584,Water,NULL,Water,Non_Water,Water,NULL,Wetland
1585,Water,NULL,Water,Non_Water,Water,NULL,Bareland
1586,Water,NULL,Water,Non_Water,Water,NULL,Water
1587,Water,NULL,Water,Non_Water,Water,NULL,Forest
1588,Water,NULL,Water,Water,Water,NULL,Grassland
1589,Water,NULL,Water,Water,Water,NULL,Wetland
1590,Water,NULL,Water,Water,Water,NULL,Bareland
1591,Water,NULL,Water,Water,Water,NULL,Water
1592,Water,NULL,Water,Water,Water,NULL,Forest
1593,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1594,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1595,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water
1596,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1597,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1598,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1599,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
1600,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1601,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1602,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1603,Water,NULL,Forest,Water,Non_Wetland,NULL,Bareland
1604,Water,NULL,Forest,Water,Non_Wetland,NULL,Water
1605,Water,NULL,Forest,Water,Non_Wetland,NULL,Forest
1606,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1607,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
1608,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
1609,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1610,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
1611,Water,Cropland,Grassland,Water,Non_Wetland,NULL,Forest
1612,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
1613,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland
1614,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
1615,Water,Cropland,Wetland,NULL,Wetland,NULL,Water
1616,Water,Cropland,Wetland,NULL,Wetland,NULL,Forest
1617,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water
1618,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland
1619,Water,Cropland,Wetland,Water,Wetland,NULL,Water
1620,Water,Cropland,Wetland,Water,Wetland,NULL,Forest
1621,Water,Cropland,Water,NULL,Water,NULL,Grassland
1622,Water,Cropland,Water,Water,Water,NULL,Wetland
1623,Water,Cropland,Water,Water,Water,NULL,Water
1624,Water,Cropland,Water,Water,Water,NULL,Forest
1625,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1626,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
1627,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
1628,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1629,Water,Cropland,Forest,Water,Non_Wetland,NULL,Wetland
1630,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland
1631,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water
1632,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1633,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1634,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1635,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1636,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1637,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1638,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1639,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1640,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1641,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1642,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1643,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1644,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1645,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
1646,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1647,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1648,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1649,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
1650,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
1651,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1652,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1653,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1654,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water
1655,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1656,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1657,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1658,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Water
1659,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1660,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water
1661,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
1662,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
1663,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1664,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1665,Water,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1666,Water,Wetland,Wetland,NULL,Wetland,NULL,Water
1667,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest
1668,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1669,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1670,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1671,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1672,Water,Wetland,Wetland,Water,Wetland,NULL,Grassland
1673,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland
1674,Water,Wetland,Wetland,Water,Wetland,NULL,Water
1675,Water,Wetland,Wetland,Water,Wetland,NULL,Forest
1676,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
1677,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Bareland
1678,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1679,Water,Wetland,Bareland,Water,Non_Wetland,NULL,Forest
1680,Water,Wetland,Water,NULL,Water,NULL,Grassland
1681,Water,Wetland,Water,NULL,Water,NULL,Wetland
1682,Water,Wetland,Water,NULL,Water,NULL,Bareland
1683,Water,Wetland,Water,NULL,Water,NULL,Water
1684,Water,Wetland,Water,NULL,Water,NULL,Forest
1685,Water,Wetland,Water,Non_Water,Water,NULL,Grassland
1686,Water,Wetland,Water,Non_Water,Water,NULL,Wetland
1687,Water,Wetland,Water,Non_Water,Water,NULL,Bareland
1688,Water,Wetland,Water,Non_Water,Water,NULL,Water
1689,Water,Wetland,Water,Non_Water,Water,NULL,Forest
1690,Water,Wetland,Water,Water,Water,NULL,Grassland
1691,Water,Wetland,Water,Water,Water,NULL,Wetland
1692,Water,Wetland,Water,Water,Water,NULL,Bareland
1693,Water,Wetland,Water,Water,Water,NULL,Water
1694,Water,Wetland,Water,Water,Water,NULL,Forest
1695,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1696,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1697,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1698,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1699,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1700,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1701,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
1702,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1703,Water,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1704,Water,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
1705,Water,Wetland,Forest,Water,Non_Wetland,NULL,Water
1706,Water,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1707,Water,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland
1708,Water,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland
1709,Water,Bareland,NULL,NULL,Non_Wetland,NULL,Water
1710,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,Water
1711,Water,Bareland,NULL,Water,Non_Wetland,NULL,Grassland
1712,Water,Bareland,NULL,Water,Non_Wetland,NULL,Bareland
1713,Water,Bareland,NULL,Water,Non_Wetland,NULL,Water
1714,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1715,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1716,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1717,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
1718,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
1719,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1720,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1721,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1722,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1723,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
1724,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Wetland
1725,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
1726,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1727,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Forest
1728,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1729,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Wetland
1730,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Water
1731,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
1732,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1733,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1734,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Water
1735,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1736,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
1737,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Wetland
1738,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
1739,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Water
1740,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Forest
1741,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
1742,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1743,Water,Bareland,Cropland,Water,Non_Wetland,NULL,Grassland
1744,Water,Bareland,Cropland,Water,Non_Wetland,NULL,Water
1745,Water,Bareland,Wetland,NULL,Wetland,NULL,Grassland
1746,Water,Bareland,Wetland,NULL,Wetland,NULL,Wetland
1747,Water,Bareland,Wetland,NULL,Wetland,NULL,Water
1748,Water,Bareland,Wetland,NULL,Wetland,NULL,Forest
1749,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
1750,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland
1751,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland
1752,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1753,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
1754,Water,Bareland,Wetland,Water,Wetland,NULL,Grassland
1755,Water,Bareland,Wetland,Water,Wetland,NULL,Wetland
1756,Water,Bareland,Wetland,Water,Wetland,NULL,Bareland
1757,Water,Bareland,Wetland,Water,Wetland,NULL,Water
1758,Water,Bareland,Wetland,Water,Wetland,NULL,Forest
1759,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
1760,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland
1761,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,Water
1762,Water,Bareland,Bareland,Water,Non_Wetland,NULL,Bareland
1763,Water,Bareland,Bareland,Water,Non_Wetland,NULL,Water
1764,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
1765,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
1766,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,Water
1767,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1768,Water,Bareland,Water,NULL,Water,NULL,Grassland
1769,Water,Bareland,Water,NULL,Water,NULL,Wetland
1770,Water,Bareland,Water,NULL,Water,NULL,Water
1771,Water,Bareland,Water,NULL,Water,NULL,Forest
1772,Water,Bareland,Water,Non_Water,Water,NULL,Grassland
1773,Water,Bareland,Water,Non_Water,Water,NULL,Wetland
1774,Water,Bareland,Water,Non_Water,Water,NULL,Bareland
1775,Water,Bareland,Water,Non_Water,Water,NULL,Water
1776,Water,Bareland,Water,Non_Water,Water,NULL,Forest
1777,Water,Bareland,Water,Water,Water,NULL,Grassland
1778,Water,Bareland,Water,Water,Water,NULL,Wetland
1779,Water,Bareland,Water,Water,Water,NULL,Bareland
1780,Water,Bareland,Water,Water,Water,NULL,Water
1781,Water,Bareland,Water,Water,Water,NULL,Forest
1782,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
1783,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Wetland
1784,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Water
1785,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1786,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1787,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,Water
1788,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,Forest
1789,Water,Bareland,Forest,Water,Non_Wetland,NULL,Grassland
1790,Water,Bareland,Forest,Water,Non_Wetland,NULL,Wetland
1791,Water,Bareland,Forest,Water,Non_Wetland,NULL,Water
1792,Water,Bareland,Forest,Water,Non_Wetland,NULL,Forest
1793,Water,Built-up,NULL,Water,Non_Wetland,NULL,Grassland
1794,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1795,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
1796,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
1797,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water
1798,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1799,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
1800,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
1801,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Forest
1802,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1803,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
1804,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Water
1805,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1806,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland
1807,Water,Built-up,Wetland,Water,Wetland,NULL,Wetland
1808,Water,Built-up,Wetland,Water,Wetland,NULL,Forest
1809,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland
1810,Water,Built-up,Water,NULL,Water,NULL,Grassland
1811,Water,Built-up,Water,Water,Water,NULL,Grassland
1812,Water,Built-up,Water,Water,Water,NULL,Wetland
1813,Water,Built-up,Water,Water,Water,NULL,Bareland
1814,Water,Built-up,Water,Water,Water,NULL,Water
1815,Water,Built-up,Water,Water,Water,NULL,Forest
1816,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1817,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
1818,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland
1819,Water,Water,NULL,NULL,Non_Wetland,NULL,Water
1820,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland
1821,Water,Water,NULL,Water,Non_Wetland,NULL,Bareland
1822,Water,Water,NULL,Water,Non_Wetland,NULL,Water
1823,Water,Water,NULL,Water,Non_Wetland,NULL,Forest
1824,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL
1825,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1826,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
1827,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1828,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1829,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1830,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1831,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1832,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1833,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1834,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1835,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1836,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1837,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1838,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water
1839,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1840,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL
1841,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1842,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
1843,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
1844,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water
1845,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1846,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1847,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1848,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
1849,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
1850,Water,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1851,Water,Water,Grassland,Water,Non_Wetland,NULL,Wetland
1852,Water,Water,Grassland,Water,Non_Wetland,NULL,Bareland
1853,Water,Water,Grassland,Water,Non_Wetland,NULL,Water
1854,Water,Water,Grassland,Water,Non_Wetland,NULL,Forest
1855,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
1856,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland
1857,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
1858,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water
1859,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1860,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1861,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1862,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
1863,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
1864,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland
1865,Water,Water,Cropland,Water,Non_Wetland,NULL,Bareland
1866,Water,Water,Cropland,Water,Non_Wetland,NULL,Water
1867,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest
1868,Water,Water,Wetland,NULL,Wetland,NULL,Grassland
1869,Water,Water,Wetland,NULL,Wetland,NULL,Wetland
1870,Water,Water,Wetland,NULL,Wetland,NULL,Bareland
1871,Water,Water,Wetland,NULL,Wetland,NULL,Water
1872,Water,Water,Wetland,NULL,Wetland,NULL,Forest
1873,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1874,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1875,Water,Water,Wetland,Non_Water,Wetland,NULL,Water
1876,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest
1877,Water,Water,Wetland,Water,Wetland,NULL,Grassland
1878,Water,Water,Wetland,Water,Wetland,NULL,Wetland
1879,Water,Water,Wetland,Water,Wetland,NULL,Bareland
1880,Water,Water,Wetland,Water,Wetland,NULL,Water
1881,Water,Water,Wetland,Water,Wetland,NULL,Forest
1882,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
1883,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland
1884,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water
1885,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest
1886,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1887,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water
1888,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland
1889,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland
1890,Water,Water,Bareland,Water,Non_Wetland,NULL,Bareland
1891,Water,Water,Bareland,Water,Non_Wetland,NULL,Water
1892,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
1893,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland
1894,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water
1895,Water,Water,Built-up,NULL,Non_Wetland,NULL,Forest
1896,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1897,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1898,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water
1899,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Forest
1900,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland
1901,Water,Water,Built-up,Water,Non_Wetland,NULL,Water
1902,Water,Water,Water,NULL,Water,NULL,Grassland
1903,Water,Water,Water,NULL,Water,NULL,Wetland
1904,Water,Water,Water,NULL,Water,NULL,Bareland
1905,Water,Water,Water,NULL,Water,NULL,Water
1906,Water,Water,Water,NULL,Water,NULL,Forest
1907,Water,Water,Water,Non_Water,Water,NULL,Grassland
1908,Water,Water,Water,Non_Water,Water,NULL,Wetland
1909,Water,Water,Water,Non_Water,Water,NULL,Bareland
1910,Water,Water,Water,Non_Water,Water,NULL,Water
1911,Water,Water,Water,Non_Water,Water,NULL,Forest
1912,Water,Water,Water,Water,Water,NULL,Grassland
1913,Water,Water,Water,Water,Water,NULL,Wetland
1914,Water,Water,Water,Water,Water,NULL,Bareland
1915,Water,Water,Water,Water,Water,NULL,Water
1916,Water,Water,Water,Water,Water,NULL,Forest
1917,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL
1918,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1919,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland
1920,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1921,Water,Water,Forest,NULL,Non_Wetland,NULL,Water
1922,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest
1923,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1924,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
1925,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1926,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1927,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland
1928,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland
1929,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland
1930,Water,Water,Forest,Water,Non_Wetland,NULL,Water
1931,Water,Water,Forest,Water,Non_Wetland,NULL,Forest
1932,Water,Forest,NULL,Water,Non_Wetland,NULL,Bareland
1933,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1934,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
1935,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
1936,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1937,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
