Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MXT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MXT_M_R
1098,Forest,Forest,Water,NULL,Water,Forest,NULL,Bareland
1099,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
1100,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1101,Forest,Forest,Water,NULL,Water,Forest,Forest,Bareland
1102,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
1103,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1104,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1105,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1106,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Grassland
1107,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1108,Forest,Forest,Water,Non_Water,Water,Grassland,NULL,Forest
1109,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
1110,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
1111,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1112,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Water
1113,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Water
1114,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
1115,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1116,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
1117,Forest,Forest,Water,Non_Water,Water,Water,NULL,Water
1118,Forest,Forest,Water,Non_Water,Water,Water,NULL,Forest
1119,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1120,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1121,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1122,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Forest
1123,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1124,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Water
1125,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1126,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1127,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
1128,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1129,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1130,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1131,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1132,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1133,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1134,Forest,Forest,Water,Water,Water,Grassland,NULL,Water
1135,Forest,Forest,Water,Water,Water,Grassland,NULL,Forest
1136,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
1137,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1138,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1139,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
1140,Forest,Forest,Water,Water,Water,Bareland,Wetland,Grassland
1141,Forest,Forest,Water,Water,Water,Bareland,Wetland,Water
1142,Forest,Forest,Water,Water,Water,Water,NULL,Water
1143,Forest,Forest,Water,Water,Water,Water,NULL,Forest
1144,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1145,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1146,Forest,Forest,Water,Water,Water,Water,Water,Water
1147,Forest,Forest,Water,Water,Water,Water,Water,Forest
1148,Forest,Forest,Water,Water,Water,Water,Forest,Water
1149,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1150,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
1151,Forest,Forest,Water,Water,Water,Forest,Grassland,Forest
1152,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1153,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1154,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1155,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1156,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1157,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1158,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1159,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1160,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1161,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1162,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1163,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1164,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1165,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1166,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1167,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1168,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
1169,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1170,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1171,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1172,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Water
1173,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1174,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1175,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1176,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1177,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
1178,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1179,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1180,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1181,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1182,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1183,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1184,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1185,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1186,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1187,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1188,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1189,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1190,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1191,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1192,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1193,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1194,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1195,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1196,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1197,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1198,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1199,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1200,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Water
1201,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1202,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1203,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1204,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1205,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1206,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Bareland
1207,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Water
1208,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1209,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1210,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1211,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1212,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1213,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1214,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
1215,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Bareland
1216,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1217,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1218,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1219,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1220,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1221,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1222,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1223,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
1224,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Water
1225,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1226,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1227,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1228,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1229,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1230,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1231,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1232,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1233,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1234,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1235,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1236,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1237,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1238,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1239,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1240,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1241,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1242,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1243,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1244,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1245,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1246,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1247,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1248,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
1249,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1250,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1251,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1252,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1253,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
1254,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Water
1255,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
1256,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1257,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
1258,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1259,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1260,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1261,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1262,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1263,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1264,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1265,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1266,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1267,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1268,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1269,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1270,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1271,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1272,Forest,Forest,Forest,Water,Non_Wetland,Grassland,NULL,Water
1273,Forest,Forest,Forest,Water,Non_Wetland,Grassland,NULL,Forest
1274,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1275,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1276,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
1277,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1278,Forest,Forest,Forest,Water,Non_Wetland,Wetland,NULL,Forest
1279,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1280,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1281,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1282,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Forest,Forest
1283,Forest,Forest,Forest,Water,Non_Wetland,Water,NULL,Grassland
1284,Forest,Forest,Forest,Water,Non_Wetland,Water,NULL,Water
1285,Forest,Forest,Forest,Water,Non_Wetland,Water,NULL,Forest
1286,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1287,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1288,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1289,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
1290,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1291,Forest,Forest,Forest,Water,Non_Wetland,Forest,NULL,Forest
1292,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1293,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
