Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNP_M_R
8174,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
8175,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
8176,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8177,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
8178,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8179,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8180,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
8181,Forest,Bareland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8182,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8183,Forest,Bareland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8184,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8185,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
8186,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8187,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
8188,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8189,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8190,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
8191,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
8192,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
8193,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
8194,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8195,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8196,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
8197,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8198,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
8199,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
8200,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
8201,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
8202,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8203,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
8204,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Built-up
8205,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
8206,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8207,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
8208,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8209,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8210,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8211,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8212,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
8213,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8214,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8215,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8216,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8217,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8218,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8219,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
8220,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8221,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8222,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8223,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
8224,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8225,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8226,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8227,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8228,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8229,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
8230,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8231,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8232,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8233,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8234,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8235,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
8236,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8237,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
8238,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8239,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8240,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8241,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8242,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
8243,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8244,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
8245,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8246,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8247,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8248,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
8249,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
8250,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8251,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
8252,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
8253,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8254,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8255,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8256,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8257,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8258,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8259,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
8260,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
8261,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8262,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8263,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8264,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8265,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8266,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
8267,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
8268,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8269,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
8270,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
8271,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8272,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
8273,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8274,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8275,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8276,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
8277,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8278,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
8279,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
8280,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
8281,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
8282,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8283,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8284,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
8285,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
8286,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
8287,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
8288,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Bareland
8289,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Forest
8290,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
8291,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,Forest
8292,Forest,Built-up,Wetland,NULL,Wetland,Water,Forest,Forest
8293,Forest,Built-up,Wetland,NULL,Wetland,Forest,Shrubland,Forest
8294,Forest,Built-up,Wetland,NULL,Wetland,Forest,Grassland,Forest
8295,Forest,Built-up,Wetland,NULL,Wetland,Forest,Bareland,Forest
8296,Forest,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
8297,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
8298,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Forest
8299,Forest,Built-up,Wetland,Water,Wetland,Grassland,Grassland,Forest
8300,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8301,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
8302,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
8303,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
8304,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8305,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8306,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
8307,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8308,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8309,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
8310,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8311,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
8312,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
8313,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
8314,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8315,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8316,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
8317,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8318,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8319,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
8320,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
8321,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
8322,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
8323,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
8324,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
8325,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
8326,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
8327,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8328,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8329,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
8330,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
8331,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
8332,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
8333,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8334,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
8335,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Forest
8336,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Forest
8337,Forest,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
8338,Forest,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
8339,Forest,Built-up,Water,NULL,Water,Grassland,Built-up,Forest
8340,Forest,Built-up,Water,NULL,Water,Bareland,Grassland,Built-up
8341,Forest,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
8342,Forest,Built-up,Water,NULL,Water,Water,Grassland,Forest
8343,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8344,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
8345,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8346,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8347,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8348,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8349,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
8350,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
8351,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
8352,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8353,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8354,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8355,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
8356,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8357,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8358,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8359,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
8360,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
8361,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
8362,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
8363,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
8364,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8365,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
8366,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
8367,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
8368,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
8369,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
8370,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
8371,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
8372,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8373,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8374,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
8375,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Built-up
8376,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8377,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8378,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
8379,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8380,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8381,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Forest
8382,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8383,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8384,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
8385,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8386,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8387,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8388,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8389,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
8390,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8391,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8392,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8393,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
8394,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
8395,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
8396,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8397,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8398,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8399,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
8400,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8401,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
8402,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8403,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8404,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
8405,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
8406,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8407,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8408,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
8409,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
8410,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8411,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
8412,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8413,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
8414,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
8415,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
8416,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
8417,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
8418,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8419,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8420,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8421,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
8422,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8423,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
8424,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
8425,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
8426,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8427,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8428,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
8429,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
8430,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8431,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
8432,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8433,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8434,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8435,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
8436,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8437,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8438,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
8439,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
8440,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
8441,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
8442,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
8443,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
8444,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
8445,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8446,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
8447,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
8448,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
8449,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
8450,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
8451,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
8452,Forest,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Water
8453,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
8454,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
8455,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
8456,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
8457,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
8458,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
8459,Forest,Water,NULL,Water,Non_Wetland,Forest,Grassland,Forest
8460,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
8461,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
8462,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8463,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8464,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
8465,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8466,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8467,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
8468,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8469,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
8470,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8471,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8472,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
8473,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
8474,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
8475,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8476,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
8477,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8478,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8479,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8480,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
8481,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8482,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8483,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
8484,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8485,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8486,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8487,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
8488,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
8489,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8490,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
8491,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
8492,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8493,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
8494,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
8495,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8496,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
8497,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
8498,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8499,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
8500,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8501,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8502,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
8503,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
