Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEF_M_R
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Bareland
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,NULL
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
474,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
475,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
476,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
477,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
478,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
479,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
480,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
481,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
482,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
483,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
484,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
485,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
486,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
487,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
488,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
489,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
490,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
491,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
492,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Cropland
493,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Cropland
494,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
495,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Cropland
496,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,NULL
497,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
498,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
499,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
500,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
501,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
502,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
503,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
504,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
505,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
506,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
507,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
508,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
509,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Cropland
510,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
512,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
514,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
525,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
535,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
536,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
537,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
539,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
541,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
542,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
544,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
545,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
548,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
549,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
550,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
552,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
553,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
554,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
556,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
557,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
559,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
562,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
568,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
569,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
570,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
573,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
574,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
579,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
580,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
581,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
584,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
589,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
591,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
594,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
595,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
599,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
600,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
603,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,NULL
604,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
607,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
611,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
612,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
617,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
620,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
621,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
625,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
626,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Cropland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
629,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
631,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
633,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
634,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
638,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
639,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
640,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
642,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
647,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
651,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
652,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
653,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
