Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGH_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Bareland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Grassland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
626,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
627,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
628,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
629,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
630,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
631,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
632,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
633,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
634,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
635,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
636,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
637,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
638,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
639,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
640,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
641,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
642,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
643,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
644,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
645,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
646,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
647,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
648,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
649,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
650,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
651,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
652,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
