Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFM_M_R
1479,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1480,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
1481,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
1482,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1483,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1484,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1485,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
1486,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
1487,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Water
1488,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
1489,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1490,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1491,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
1492,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1493,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1494,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
1495,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Water
1496,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
1497,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
1498,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
1499,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1500,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
1501,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1502,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1503,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
1504,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
1505,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
1506,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
1507,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
1508,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
1509,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
1510,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
1511,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
1512,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,NULL
1513,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
1514,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
1515,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Water
1516,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Forest
1517,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
1518,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
1519,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
1520,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
1521,NULL,NULL,Wetland,Water,Wetland,Shrubland,Forest,Grassland
1522,NULL,NULL,Wetland,Water,Wetland,Shrubland,Forest,Wetland
1523,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
1524,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
1525,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1526,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1527,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
1528,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
1529,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1530,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1531,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Forest
1532,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1533,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1534,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1535,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
1536,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
1537,NULL,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
1538,NULL,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Water
1539,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1540,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
1541,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1542,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1543,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1544,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1545,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1546,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1547,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1548,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
1549,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
1550,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
1551,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
1552,NULL,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
1553,NULL,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Forest
1554,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1555,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
1556,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1557,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
1558,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
1559,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1560,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
1561,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,NULL
1562,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1563,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
1564,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1565,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
1566,NULL,NULL,Wetland,Water,Wetland,Built-up,NULL,Grassland
1567,NULL,NULL,Wetland,Water,Wetland,Built-up,Grassland,Grassland
1568,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
1569,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
1570,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
1571,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1572,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1573,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1574,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1575,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1576,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
1577,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1578,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1579,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1580,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
1581,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
1582,NULL,NULL,Wetland,Water,Wetland,Forest,NULL,Grassland
1583,NULL,NULL,Wetland,Water,Wetland,Forest,Wetland,NULL
1584,NULL,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
1585,NULL,NULL,Wetland,Water,Wetland,Forest,Bareland,Wetland
1586,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1587,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
1588,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1589,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1590,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1591,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
1592,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1593,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Water
1594,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1595,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1596,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1597,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1598,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1599,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1600,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1601,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
1602,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1603,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1604,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1605,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1606,NULL,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
1607,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1608,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1609,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
1610,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1611,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1612,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1613,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1614,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
1615,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1616,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
1617,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1618,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1619,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1620,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
1621,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1622,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1623,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1624,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1625,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1626,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
1627,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1628,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1629,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1630,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1631,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1632,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1633,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1634,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1635,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
1636,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1637,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1638,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1639,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1640,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1641,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1642,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
1643,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1644,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1645,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1646,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1647,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1648,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1649,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1650,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1651,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1652,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1653,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1654,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1655,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1656,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1657,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1658,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1659,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1660,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1661,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1662,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1663,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1664,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1665,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1666,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1667,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1668,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1669,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1670,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
1671,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
1672,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
1673,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Built-up
1674,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1675,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1676,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
1677,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
1678,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
1679,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1680,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1681,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1682,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1683,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1684,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
1685,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1686,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1687,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1688,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1689,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1690,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1691,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1692,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1693,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1694,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1695,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1696,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1697,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1698,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1699,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1700,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1701,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1702,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
1703,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1704,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1705,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1706,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1707,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1708,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1709,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1710,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1711,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1712,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1713,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
1714,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1715,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1716,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1717,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1718,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1719,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1720,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Shrubland,Forest
1721,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
1722,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
1723,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
1724,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
1725,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
1726,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Water
1727,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Forest
1728,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
1729,NULL,NULL,Water,NULL,Water,NULL,Grassland,Bareland
1730,NULL,NULL,Water,NULL,Water,NULL,Grassland,Water
1731,NULL,NULL,Water,NULL,Water,NULL,Grassland,Forest
1732,NULL,NULL,Water,NULL,Water,NULL,Wetland,Grassland
1733,NULL,NULL,Water,NULL,Water,NULL,Water,Grassland
1734,NULL,NULL,Water,NULL,Water,NULL,Water,Water
1735,NULL,NULL,Water,NULL,Water,NULL,Forest,Grassland
1736,NULL,NULL,Water,NULL,Water,NULL,Forest,Forest
1737,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
1738,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Wetland
1739,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Water
1740,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Forest
1741,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
1742,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
1743,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
1744,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
1745,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
1746,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
1747,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
1748,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Water
1749,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
1750,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
1751,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
1752,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Bareland
1753,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Water
1754,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
1755,NULL,NULL,Water,NULL,Water,Shrubland,Water,Grassland
1756,NULL,NULL,Water,NULL,Water,Shrubland,Water,Wetland
1757,NULL,NULL,Water,NULL,Water,Shrubland,Water,Water
1758,NULL,NULL,Water,NULL,Water,Shrubland,Water,Forest
1759,NULL,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
1760,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1761,NULL,NULL,Water,NULL,Water,Grassland,NULL,Bareland
1762,NULL,NULL,Water,NULL,Water,Grassland,NULL,Forest
1763,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
1764,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Wetland
1765,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
1766,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1767,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
1768,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1769,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Water
1770,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1771,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1772,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
1773,NULL,NULL,Water,NULL,Water,Grassland,Water,Forest
1774,NULL,NULL,Water,NULL,Water,Grassland,Forest,Grassland
1775,NULL,NULL,Water,NULL,Water,Cropland,Wetland,Wetland
1776,NULL,NULL,Water,NULL,Water,Wetland,NULL,Grassland
1777,NULL,NULL,Water,NULL,Water,Wetland,NULL,Water
1778,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
1779,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Water
1780,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
1781,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1782,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Water
1783,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1784,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1785,NULL,NULL,Water,NULL,Water,Wetland,Bareland,Grassland
1786,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
1787,NULL,NULL,Water,NULL,Water,Wetland,Forest,Wetland
1788,NULL,NULL,Water,NULL,Water,Bareland,NULL,Grassland
1789,NULL,NULL,Water,NULL,Water,Bareland,NULL,Bareland
1790,NULL,NULL,Water,NULL,Water,Bareland,NULL,Built-up
1791,NULL,NULL,Water,NULL,Water,Bareland,NULL,Water
1792,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
1793,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Wetland
1794,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Water
1795,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
1796,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1797,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Water
1798,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
1799,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
1800,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
1801,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Water
1802,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1803,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1804,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
1805,NULL,NULL,Water,NULL,Water,Bareland,Water,Wetland
1806,NULL,NULL,Water,NULL,Water,Bareland,Forest,Grassland
1807,NULL,NULL,Water,NULL,Water,Water,NULL,Grassland
1808,NULL,NULL,Water,NULL,Water,Water,NULL,Water
1809,NULL,NULL,Water,NULL,Water,Water,Shrubland,Grassland
1810,NULL,NULL,Water,NULL,Water,Water,Shrubland,Wetland
1811,NULL,NULL,Water,NULL,Water,Water,Shrubland,Bareland
1812,NULL,NULL,Water,NULL,Water,Water,Shrubland,Water
1813,NULL,NULL,Water,NULL,Water,Water,Shrubland,Forest
1814,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
1815,NULL,NULL,Water,NULL,Water,Water,Grassland,Bareland
1816,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
1817,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
1818,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
1819,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
1820,NULL,NULL,Water,NULL,Water,Water,Water,Water
1821,NULL,NULL,Water,Non_Water,Water,NULL,Shrubland,Grassland
1822,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
1823,NULL,NULL,Water,Non_Water,Water,NULL,Water,Grassland
1824,NULL,NULL,Water,Non_Water,Water,NULL,Water,Water
1825,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
1826,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
1827,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Water
1828,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
1829,NULL,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
1830,NULL,NULL,Water,Non_Water,Water,Shrubland,Wetland,Grassland
