Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUQ_M_R
1377,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1378,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1379,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1380,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1381,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1382,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1383,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1384,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1385,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1386,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1387,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1388,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1389,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1390,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1391,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1392,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1393,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1394,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1395,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1396,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1397,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1398,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1399,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1400,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1401,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1402,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1403,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1404,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1405,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1406,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1407,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1408,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1409,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1410,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1411,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1412,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1413,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1414,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1415,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1416,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1417,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1418,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1419,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1420,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1421,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1422,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
1423,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1424,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1425,Bareland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1426,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1427,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1428,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1429,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1430,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1431,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1432,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1433,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1434,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1435,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1436,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1437,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1438,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1439,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1440,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1441,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1442,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1443,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1444,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1445,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1446,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Built-up
1447,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1448,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1449,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1450,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1451,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1452,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1453,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1454,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1455,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1456,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1457,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1458,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1459,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1460,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1461,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1462,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1463,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1464,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1465,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1466,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1467,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1468,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1469,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1470,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Water
1471,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1472,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1473,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1474,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1475,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1476,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1477,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1478,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1479,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1480,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1481,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1482,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1483,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1484,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1485,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1486,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1487,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1488,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1489,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1490,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1491,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1492,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1493,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1494,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1495,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1496,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1497,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1498,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1499,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1500,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1501,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1502,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1503,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1504,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1505,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1506,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1507,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1508,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1509,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1510,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1511,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1512,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1513,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1514,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1515,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1516,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1517,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1518,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1519,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1520,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1521,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1522,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1523,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1524,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1525,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1526,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1527,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1528,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1529,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1530,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1531,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1532,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1533,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1534,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1535,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1536,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1537,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1538,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1539,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1540,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1541,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1542,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1543,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1544,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1545,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1546,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1547,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1548,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1549,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1550,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1551,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1552,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1553,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1554,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1555,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1556,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1557,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1558,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1559,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1560,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1561,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1562,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1563,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1564,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1565,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1566,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1567,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1568,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1569,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1570,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1571,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1572,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1573,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1574,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1575,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1576,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1577,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1578,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1579,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1580,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1581,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1582,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1583,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1584,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1585,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1586,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1587,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1588,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1589,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1590,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1591,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1592,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1593,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1594,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1595,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1596,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
1597,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1598,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1599,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1600,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1601,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1602,Water,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1603,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1604,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1605,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1606,Water,NULL,Water,Water,Water,NULL,NULL,NULL
1607,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1608,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
1609,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1610,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1611,Water,NULL,Water,Water,Water,NULL,NULL,Water
1612,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1613,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1614,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1615,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1616,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1617,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1618,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1619,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1620,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1621,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1622,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1623,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1624,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1625,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1626,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1627,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1628,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1629,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1630,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1631,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1632,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1633,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1634,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1635,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1636,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1637,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1638,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1639,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1640,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1641,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1642,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1643,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1644,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1645,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1646,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1647,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1648,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1649,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1650,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1651,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1652,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1653,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1654,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1655,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1656,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1657,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1658,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1659,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1660,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1661,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1662,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1663,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1664,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1665,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1666,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1667,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1668,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1669,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1670,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1671,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1672,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1673,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1674,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1675,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1676,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1677,Water,Cropland,Water,NULL,Water,NULL,NULL,NULL
1678,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1679,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1680,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1681,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
1682,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
1683,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1684,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1685,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1686,Water,Cropland,Water,Water,Water,NULL,NULL,NULL
1687,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
1688,Water,Cropland,Water,Water,Water,NULL,NULL,Cropland
1689,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
1690,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
1691,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1692,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
1693,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1694,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1695,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1696,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1697,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1698,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1699,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1700,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1701,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1702,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1703,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1704,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1705,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1706,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1707,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1708,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1709,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1710,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1711,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1712,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1713,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1714,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1715,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1716,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1717,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1718,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1719,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1720,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1721,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1722,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1723,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1724,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
