Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDD_M_R
3872,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3873,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3874,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3875,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3876,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
3877,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3878,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3879,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3880,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3881,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3882,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3883,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3884,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
3885,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3886,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3887,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3888,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3889,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
3890,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3891,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3892,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
3893,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
3894,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3895,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Water
3896,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
3897,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
3898,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3899,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3900,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
3901,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3902,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
3903,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
3904,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
3905,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3906,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
3907,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
3908,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
3909,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3910,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3911,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3912,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
3913,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3914,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3915,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
3916,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3917,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3918,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Wetland
3919,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
3920,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
3921,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3922,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
3923,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3924,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3925,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3926,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
3927,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
3928,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3929,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3930,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
3931,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
3932,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Built-up
3933,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3934,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3935,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3936,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3937,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Built-up
3938,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
3939,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
3940,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3941,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
3942,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3943,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3944,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3945,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Built-up
3946,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
3947,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
3948,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
3949,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
3950,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
3951,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3952,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3953,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3954,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
3955,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
3956,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
3957,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
3958,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
3959,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3960,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Grassland
3961,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
3962,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
3963,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3964,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
3965,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
3966,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
3967,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3968,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
3969,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
3970,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
3971,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3972,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3973,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
3974,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3975,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3976,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
3977,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3978,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3979,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
3980,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
3981,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3982,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3983,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3984,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3985,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3986,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
3987,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3988,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
3989,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3990,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3991,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3992,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3993,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
3994,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3995,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3996,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3997,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3998,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3999,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
4000,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
4001,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4002,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4003,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
4004,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4005,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
4006,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4007,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4008,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4009,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4010,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4011,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4012,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4013,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4014,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
4015,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
4016,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
4017,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
4018,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4019,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
4020,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
4021,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4022,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
4023,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
4024,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4025,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
4026,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
4027,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
4028,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
4029,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
4030,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
4031,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
4032,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
4033,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
4034,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
4035,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
4036,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
4037,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
4038,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
4039,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4040,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Water
4041,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
4042,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4043,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4044,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
4045,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4046,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4047,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4048,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
4049,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4050,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
4051,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
4052,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
4053,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
4054,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
4055,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
4056,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
4057,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
4058,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
4059,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4060,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
4061,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
4062,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
4063,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
4064,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
4065,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
4066,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
4067,Forest,Water,Wetland,Water,Wetland,Forest,Water,Wetland
4068,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
4069,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
4070,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
4071,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
4072,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,Forest
4073,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Forest,Forest
4074,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
4075,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4076,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
4077,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4078,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
4079,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
4080,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4081,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4082,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
4083,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4084,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
4085,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4086,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
4087,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4088,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4089,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4090,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
4091,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4092,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4093,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
4094,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4095,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
4096,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
4097,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
4098,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
4099,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
4100,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4101,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
4102,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
4103,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4104,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4105,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4106,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4107,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4108,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
4109,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
4110,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4111,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
4112,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4113,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
4114,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4115,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4116,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
4117,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
4118,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Wetland
4119,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
4120,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
4121,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
4122,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
4123,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
4124,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4125,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4126,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
4127,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
4128,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
4129,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
4130,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
4131,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4132,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
4133,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
4134,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4135,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
4136,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
4137,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
4138,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
4139,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
4140,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
4141,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
4142,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4143,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Forest
4144,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
4145,Forest,Water,Built-up,Water,Non_Wetland,NULL,Water,Forest
4146,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Forest,Forest
4147,Forest,Water,Built-up,Water,Non_Wetland,Forest,Forest,Forest
4148,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
4149,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
4150,Forest,Water,Water,NULL,Water,NULL,Water,Wetland
4151,Forest,Water,Water,NULL,Water,NULL,Water,Water
4152,Forest,Water,Water,NULL,Water,NULL,Water,Forest
4153,Forest,Water,Water,NULL,Water,NULL,Forest,Water
4154,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
4155,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
4156,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
4157,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
4158,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
4159,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
4160,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
4161,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
4162,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
4163,Forest,Water,Water,NULL,Water,Wetland,Water,Water
4164,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
4165,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
4166,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
4167,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
4168,Forest,Water,Water,NULL,Water,Water,Wetland,Water
4169,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
4170,Forest,Water,Water,NULL,Water,Water,Water,Wetland
4171,Forest,Water,Water,NULL,Water,Water,Water,Water
4172,Forest,Water,Water,NULL,Water,Water,Water,Forest
4173,Forest,Water,Water,NULL,Water,Water,Forest,Wetland
4174,Forest,Water,Water,NULL,Water,Water,Forest,Water
4175,Forest,Water,Water,NULL,Water,Water,Forest,Forest
4176,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
4177,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
4178,Forest,Water,Water,NULL,Water,Forest,Water,Wetland
4179,Forest,Water,Water,NULL,Water,Forest,Water,Water
4180,Forest,Water,Water,NULL,Water,Forest,Water,Forest
4181,Forest,Water,Water,NULL,Water,Forest,Forest,Wetland
4182,Forest,Water,Water,NULL,Water,Forest,Forest,Water
4183,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
4184,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Wetland
4185,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
4186,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
4187,Forest,Water,Water,Non_Water,Water,NULL,Water,Wetland
4188,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
4189,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
4190,Forest,Water,Water,Non_Water,Water,NULL,Forest,Wetland
4191,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
4192,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
4193,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
4194,Forest,Water,Water,Non_Water,Water,Grassland,Water,Wetland
4195,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
4196,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
4197,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
4198,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
4199,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
4200,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
4201,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Water
4202,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
4203,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
4204,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
4205,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
4206,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
4207,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
4208,Forest,Water,Water,Non_Water,Water,Water,Water,Water
4209,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
4210,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
4211,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
4212,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
4213,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
4214,Forest,Water,Water,Non_Water,Water,Forest,Water,Wetland
4215,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
4216,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
4217,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
4218,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
4219,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
4220,Forest,Water,Water,Water,Water,NULL,Wetland,Water
4221,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
4222,Forest,Water,Water,Water,Water,NULL,Water,Wetland
4223,Forest,Water,Water,Water,Water,NULL,Water,Water
4224,Forest,Water,Water,Water,Water,NULL,Water,Forest
4225,Forest,Water,Water,Water,Water,NULL,Forest,Wetland
4226,Forest,Water,Water,Water,Water,NULL,Forest,Water
4227,Forest,Water,Water,Water,Water,NULL,Forest,Forest
4228,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
4229,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
4230,Forest,Water,Water,Water,Water,Grassland,Water,Wetland
4231,Forest,Water,Water,Water,Water,Grassland,Water,Water
4232,Forest,Water,Water,Water,Water,Grassland,Water,Forest
4233,Forest,Water,Water,Water,Water,Grassland,Forest,Water
4234,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
4235,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
4236,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
4237,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
4238,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
4239,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
4240,Forest,Water,Water,Water,Water,Wetland,Water,Water
4241,Forest,Water,Water,Water,Water,Wetland,Water,Forest
4242,Forest,Water,Water,Water,Water,Wetland,Forest,Grassland
4243,Forest,Water,Water,Water,Water,Wetland,Forest,Wetland
4244,Forest,Water,Water,Water,Water,Wetland,Forest,Water
4245,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
4246,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
