Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHE_M_R
2784,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2785,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
2786,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Built-up,NULL
2787,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
2788,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
2789,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
2790,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
2791,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
2792,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
2793,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,NULL
2794,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
2795,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
2796,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up,Bareland,NULL
2797,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
2798,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
2799,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
2800,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
2801,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,NULL
2802,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,NULL
2803,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
2804,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
2805,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Bareland,NULL
2806,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Built-up,NULL
2807,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Water,NULL
2808,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
2809,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2810,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
2811,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,NULL
2812,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
2813,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2814,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2815,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2816,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
2817,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
2818,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
2819,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
2820,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
2821,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
2822,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
2823,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
2824,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
2825,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,NULL
2826,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
2827,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
2828,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2829,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2830,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
2831,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2832,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2833,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
2834,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
2835,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
2836,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
2837,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
2838,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,NULL
2839,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
2840,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2841,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
2842,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
2843,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,NULL
2844,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
2845,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
2846,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
2847,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Water,NULL
2848,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
2849,Forest,NULL,Water,NULL,NULL,NULL,Wetland,NULL
2850,Forest,NULL,Water,NULL,NULL,NULL,Water,NULL
2851,Forest,NULL,Water,NULL,NULL,Grassland,Water,NULL
2852,Forest,NULL,Water,NULL,NULL,Wetland,Wetland,NULL
2853,Forest,NULL,Water,NULL,NULL,Wetland,Water,NULL
2854,Forest,NULL,Water,NULL,NULL,Wetland,Forest,NULL
2855,Forest,NULL,Water,NULL,NULL,Bareland,Bareland,NULL
2856,Forest,NULL,Water,NULL,NULL,Bareland,Water,NULL
2857,Forest,NULL,Water,NULL,NULL,Water,Wetland,NULL
2858,Forest,NULL,Water,NULL,NULL,Water,Water,NULL
2859,Forest,NULL,Water,NULL,NULL,Forest,Wetland,NULL
2860,Forest,NULL,Water,NULL,NULL,Forest,Water,NULL
2861,Forest,NULL,Water,NULL,NULL,Forest,Forest,NULL
2862,Forest,NULL,Water,NULL,Water,NULL,Grassland,NULL
2863,Forest,NULL,Water,NULL,Water,NULL,Wetland,NULL
2864,Forest,NULL,Water,NULL,Water,NULL,Bareland,NULL
2865,Forest,NULL,Water,NULL,Water,NULL,Water,NULL
2866,Forest,NULL,Water,NULL,Water,NULL,Forest,NULL
2867,Forest,NULL,Water,NULL,Water,Grassland,Grassland,NULL
2868,Forest,NULL,Water,NULL,Water,Grassland,Wetland,NULL
2869,Forest,NULL,Water,NULL,Water,Grassland,Bareland,NULL
2870,Forest,NULL,Water,NULL,Water,Grassland,Built-up,NULL
2871,Forest,NULL,Water,NULL,Water,Grassland,Water,NULL
2872,Forest,NULL,Water,NULL,Water,Grassland,Forest,NULL
2873,Forest,NULL,Water,NULL,Water,Wetland,Grassland,NULL
2874,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
2875,Forest,NULL,Water,NULL,Water,Wetland,Bareland,NULL
2876,Forest,NULL,Water,NULL,Water,Wetland,Water,NULL
2877,Forest,NULL,Water,NULL,Water,Wetland,Forest,NULL
2878,Forest,NULL,Water,NULL,Water,Bareland,Grassland,NULL
2879,Forest,NULL,Water,NULL,Water,Bareland,Wetland,NULL
2880,Forest,NULL,Water,NULL,Water,Bareland,Bareland,NULL
2881,Forest,NULL,Water,NULL,Water,Bareland,Built-up,NULL
2882,Forest,NULL,Water,NULL,Water,Bareland,Water,NULL
2883,Forest,NULL,Water,NULL,Water,Built-up,Built-up,NULL
2884,Forest,NULL,Water,NULL,Water,Water,Grassland,NULL
2885,Forest,NULL,Water,NULL,Water,Water,Wetland,NULL
2886,Forest,NULL,Water,NULL,Water,Water,Water,NULL
2887,Forest,NULL,Water,NULL,Water,Water,Forest,NULL
2888,Forest,NULL,Water,NULL,Water,Forest,Grassland,NULL
2889,Forest,NULL,Water,NULL,Water,Forest,Wetland,NULL
2890,Forest,NULL,Water,NULL,Water,Forest,Built-up,NULL
2891,Forest,NULL,Water,NULL,Water,Forest,Water,NULL
2892,Forest,NULL,Water,NULL,Water,Forest,Forest,NULL
2893,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2894,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2895,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2896,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
2897,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
2898,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
2899,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2900,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2901,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2902,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2903,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2904,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2905,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
2906,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
2907,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2908,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2909,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
2910,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
2911,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2912,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2913,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2914,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2915,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
2916,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,NULL
2917,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
2918,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2919,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2920,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2921,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2922,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2923,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2924,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
2925,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
2926,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2927,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
2928,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
2929,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
2930,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
2931,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
2932,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
2933,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
2934,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
2935,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
2936,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2937,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2938,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2939,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2940,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
2941,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
2942,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
2943,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2944,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2945,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2946,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2947,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2948,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2949,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2950,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
2951,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2952,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2953,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2954,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
2955,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2956,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
2957,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
2958,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
2959,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
2960,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,NULL
2961,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2962,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2963,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2964,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,NULL
2965,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,NULL
2966,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2967,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2968,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2969,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2970,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2971,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2972,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2973,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2974,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2975,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2976,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2977,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2978,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2979,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2980,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2981,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2982,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2983,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2984,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2985,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
2986,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2987,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
2988,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2989,Forest,Wetland,Wetland,NULL,NULL,Water,Water,NULL
2990,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
2991,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
2992,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2993,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2994,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2995,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
2996,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
2997,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
2998,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
2999,Forest,Wetland,Water,NULL,Water,NULL,Wetland,NULL
3000,Forest,Wetland,Water,NULL,Water,Water,Water,NULL
3001,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3002,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3003,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3004,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3005,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
3006,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
3007,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3008,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
3009,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3010,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3011,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
3012,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3013,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3014,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
3015,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3016,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
3017,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
3018,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
3019,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
3020,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
3021,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,NULL
3022,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,NULL
3023,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,NULL
3024,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
3025,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
3026,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3027,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3028,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3029,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
3030,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3031,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
3032,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3033,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3034,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
3035,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
3036,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3037,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3038,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3039,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
3040,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3041,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3042,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
3043,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
3044,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
3045,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
3046,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
3047,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
3048,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
3049,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3050,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
3051,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
3052,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3053,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3054,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
3055,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
3056,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
3057,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
3058,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3059,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
3060,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
3061,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
3062,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
3063,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
3064,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
3065,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
3066,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
3067,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
3068,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
3069,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
3070,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
3071,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
3072,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
3073,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
3074,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
3075,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
3076,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
3077,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
3078,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Water,NULL
3079,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
3080,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
3081,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
3082,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
3083,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
3084,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,NULL
3085,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
3086,Forest,Built-up,Wetland,NULL,NULL,Wetland,Bareland,NULL
3087,Forest,Built-up,Wetland,NULL,Wetland,NULL,Grassland,NULL
3088,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,NULL
3089,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,NULL
3090,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3091,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3092,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,NULL
3093,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,NULL
3094,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,NULL
3095,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,NULL
3096,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,NULL
3097,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3098,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,NULL
3099,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,NULL
3100,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
3101,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,NULL
3102,Forest,Built-up,Wetland,NULL,Wetland,Bareland,NULL,NULL
3103,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,NULL
3104,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,NULL
3105,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,NULL
3106,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
3107,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,NULL
3108,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,NULL
3109,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,NULL
3110,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,NULL
3111,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,NULL
3112,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,NULL
3113,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,NULL
3114,Forest,Built-up,Wetland,NULL,Wetland,Water,Bareland,NULL
3115,Forest,Built-up,Wetland,NULL,Wetland,Forest,Grassland,NULL
3116,Forest,Built-up,Wetland,NULL,Wetland,Forest,Bareland,NULL
3117,Forest,Built-up,Wetland,NULL,Wetland,Forest,Water,NULL
3118,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,NULL
3119,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,NULL
3120,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
3121,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
3122,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
3123,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
