Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCE_M_R
1337,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1338,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1339,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1340,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1341,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1342,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1343,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1344,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1345,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1346,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1347,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1348,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1349,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1350,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1351,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1352,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1353,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1354,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1355,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1356,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1357,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1358,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1359,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1360,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1361,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1362,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1363,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1364,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1365,Water,Wetland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1366,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1367,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1368,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1369,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1370,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1371,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1372,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1373,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1374,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1375,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1376,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1377,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1378,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1379,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1380,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1381,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1382,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1383,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1384,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1385,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1386,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1387,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1388,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1389,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1390,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1391,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1392,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1393,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1394,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1395,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1396,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1397,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1398,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1399,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1400,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
1401,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1402,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1403,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Permanent_ice_and_snow
1404,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1405,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1406,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1407,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Permanent_ice_and_snow
1408,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1409,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1410,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1411,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1412,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1413,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1414,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1415,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1416,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1417,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1418,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1419,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1420,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1421,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1422,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1423,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1424,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1425,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1426,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1427,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1428,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1429,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1430,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1431,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1432,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1433,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1434,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1435,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1436,Water,Bareland,Water,NULL,Water,NULL,NULL,Lichens_and_Mosses
1437,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1438,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1439,Water,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1440,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1441,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1442,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1443,Water,Bareland,Water,Water,Water,NULL,NULL,Lichens_and_Mosses
1444,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1445,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1446,Water,Bareland,Water,Water,Water,NULL,NULL,Permanent_ice_and_snow
1447,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1448,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1449,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1450,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
1451,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1452,Water,Bareland,Permanent_ice_and_snow,Non_Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1453,Water,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Grassland
1454,Water,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1455,Water,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Water
1456,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1457,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1458,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1459,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1460,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1461,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1462,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1463,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1464,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1465,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1466,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1467,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1468,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1469,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1470,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1471,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1472,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1473,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1474,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1475,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1476,Water,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1477,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1478,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1479,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1480,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1481,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1482,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1483,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1484,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1485,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1486,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
1487,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1488,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Water
1489,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
1490,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
1491,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1492,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1493,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1494,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1495,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1496,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1497,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1498,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1499,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1500,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1501,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1502,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1503,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1504,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1505,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1506,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1507,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1508,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1509,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1510,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1511,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1512,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1513,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1514,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1515,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1516,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1517,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1518,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1519,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1520,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1521,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1522,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1523,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1524,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1525,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1526,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1527,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1528,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1529,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1530,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1531,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1532,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1533,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1534,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1535,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1536,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1537,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1538,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1539,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1540,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1541,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1542,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1543,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1544,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1545,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1546,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1547,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1548,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1549,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1550,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1551,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1552,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1553,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1554,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1555,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1556,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1557,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1558,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1559,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1560,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1561,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1562,Water,Water,Wetland,Water,Wetland,NULL,NULL,Permanent_ice_and_snow
1563,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1564,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1565,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1566,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1567,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1568,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1569,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1570,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1571,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1572,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1573,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1574,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1575,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1576,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1577,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1578,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1579,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1580,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1581,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1582,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1583,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1584,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1585,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1586,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1587,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1588,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1589,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1590,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1591,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1592,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1593,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1594,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1595,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1596,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1597,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1598,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1599,Water,Water,Water,NULL,Water,NULL,NULL,Lichens_and_Mosses
1600,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1601,Water,Water,Water,NULL,Water,NULL,NULL,Water
1602,Water,Water,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1603,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1604,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1605,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1606,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1607,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1608,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1609,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1610,Water,Water,Water,Water,Water,NULL,NULL,Cropland
1611,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1612,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1613,Water,Water,Water,Water,Water,NULL,NULL,Water
1614,Water,Water,Water,Water,Water,NULL,NULL,Permanent_ice_and_snow
1615,Water,Water,Water,Water,Water,NULL,NULL,Forest
1616,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1617,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
1618,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1619,Water,Water,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Grassland
1620,Water,Water,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Water
1621,Water,Water,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1622,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1623,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1624,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1625,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1626,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1627,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1628,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1629,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1630,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1631,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1632,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1633,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1634,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1635,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1636,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1637,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1638,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1639,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1640,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1641,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1642,Water,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1643,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1644,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1645,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1646,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1647,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Grassland
1648,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Lichens_and_Mosses
1649,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
1650,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Water
1651,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1652,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1653,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1654,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1655,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
1656,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1657,Water,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1658,Water,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1659,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1660,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1661,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1662,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1663,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1664,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1665,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1666,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1667,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1668,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1669,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1670,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1671,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1672,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
