Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGM_M_R
3871,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
3872,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3873,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3874,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3875,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3876,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3877,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3878,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3879,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3880,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3881,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3882,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3883,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
3884,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3885,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3886,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3887,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
3888,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
3889,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
3890,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3891,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3892,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
3893,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3894,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3895,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3896,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3897,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
3898,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3899,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3900,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
3901,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3902,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3903,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3904,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3905,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3906,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3907,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3908,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3909,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3910,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
3911,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
3912,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
3913,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
3914,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
3915,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
3916,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3917,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
3918,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3919,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3920,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
3921,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3922,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
3923,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
3924,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3925,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3926,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3927,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
3928,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3929,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3930,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
3931,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
3932,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3933,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3934,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3935,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3936,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3937,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Grassland,Forest
3938,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3939,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
3940,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
3941,Forest,Water,Water,NULL,Water,NULL,Wetland,Grassland
3942,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
3943,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
3944,Forest,Water,Water,NULL,Water,NULL,Water,Water
3945,Forest,Water,Water,NULL,Water,NULL,Water,Forest
3946,Forest,Water,Water,NULL,Water,NULL,Forest,Water
3947,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
3948,Forest,Water,Water,NULL,Water,Grassland,Wetland,Grassland
3949,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
3950,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
3951,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
3952,Forest,Water,Water,NULL,Water,Wetland,Grassland,Water
3953,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
3954,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
3955,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
3956,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
3957,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
3958,Forest,Water,Water,NULL,Water,Wetland,Water,Water
3959,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
3960,Forest,Water,Water,NULL,Water,Wetland,Forest,Grassland
3961,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
3962,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
3963,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
3964,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
3965,Forest,Water,Water,NULL,Water,Bareland,Water,Grassland
3966,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
3967,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
3968,Forest,Water,Water,NULL,Water,Water,Grassland,Grassland
3969,Forest,Water,Water,NULL,Water,Water,Grassland,Water
3970,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
3971,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3972,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3973,Forest,Water,Water,NULL,Water,Water,Water,Grassland
3974,Forest,Water,Water,NULL,Water,Water,Water,Water
3975,Forest,Water,Water,NULL,Water,Water,Water,Forest
3976,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
3977,Forest,Water,Water,NULL,Water,Water,Forest,Water
3978,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3979,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
3980,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
3981,Forest,Water,Water,NULL,Water,Forest,Forest,Water
3982,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
3983,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
3984,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3985,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
3986,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
3987,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
3988,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
3989,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
3990,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
3991,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
3992,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
3993,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
3994,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
3995,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Grassland
3996,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
3997,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
3998,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
3999,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
4000,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
4001,Forest,Water,Water,Non_Water,Water,Water,Water,Water
4002,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
4003,Forest,Water,Water,Non_Water,Water,Water,Forest,Grassland
4004,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
4005,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
4006,Forest,Water,Water,Non_Water,Water,Forest,Water,Grassland
4007,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
4008,Forest,Water,Water,Water,Water,NULL,Wetland,Water
4009,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
4010,Forest,Water,Water,Water,Water,NULL,Water,Grassland
4011,Forest,Water,Water,Water,Water,NULL,Water,Water
4012,Forest,Water,Water,Water,Water,NULL,Water,Forest
4013,Forest,Water,Water,Water,Water,NULL,Forest,Water
4014,Forest,Water,Water,Water,Water,NULL,Forest,Forest
4015,Forest,Water,Water,Water,Water,Grassland,Grassland,Grassland
4016,Forest,Water,Water,Water,Water,Grassland,Grassland,Water
4017,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
4018,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
4019,Forest,Water,Water,Water,Water,Grassland,Water,Water
4020,Forest,Water,Water,Water,Water,Grassland,Water,Forest
4021,Forest,Water,Water,Water,Water,Wetland,NULL,Water
4022,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
4023,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
4024,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
4025,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
4026,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
4027,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
4028,Forest,Water,Water,Water,Water,Wetland,Water,Water
4029,Forest,Water,Water,Water,Water,Wetland,Water,Forest
4030,Forest,Water,Water,Water,Water,Wetland,Forest,Grassland
4031,Forest,Water,Water,Water,Water,Wetland,Forest,Water
4032,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
4033,Forest,Water,Water,Water,Water,Bareland,Wetland,Grassland
4034,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
4035,Forest,Water,Water,Water,Water,Bareland,Water,Water
4036,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
4037,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
4038,Forest,Water,Water,Water,Water,Water,Wetland,Water
4039,Forest,Water,Water,Water,Water,Water,Wetland,Forest
4040,Forest,Water,Water,Water,Water,Water,Bareland,Grassland
4041,Forest,Water,Water,Water,Water,Water,Water,Grassland
4042,Forest,Water,Water,Water,Water,Water,Water,Wetland
4043,Forest,Water,Water,Water,Water,Water,Water,Water
4044,Forest,Water,Water,Water,Water,Water,Water,Forest
4045,Forest,Water,Water,Water,Water,Water,Forest,Grassland
4046,Forest,Water,Water,Water,Water,Water,Forest,Water
4047,Forest,Water,Water,Water,Water,Water,Forest,Forest
4048,Forest,Water,Water,Water,Water,Forest,Wetland,Grassland
4049,Forest,Water,Water,Water,Water,Forest,Wetland,Water
4050,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
4051,Forest,Water,Water,Water,Water,Forest,Water,Water
4052,Forest,Water,Water,Water,Water,Forest,Water,Forest
4053,Forest,Water,Water,Water,Water,Forest,Forest,Water
4054,Forest,Water,Water,Water,Water,Forest,Forest,Forest
4055,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4056,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4057,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4058,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4059,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4060,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
4061,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4062,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4063,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4064,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
4065,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4066,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4067,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4068,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4069,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4070,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4071,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4072,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4073,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4074,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4075,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
4076,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4077,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4078,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
4079,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4080,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
4081,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
4082,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4083,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4084,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4085,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4086,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4087,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4088,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4089,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4090,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4091,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
4092,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4093,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
4094,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4095,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
4096,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4097,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4098,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
4099,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4100,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
4101,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4102,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
4103,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4104,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4105,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4106,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4107,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4108,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4109,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
4110,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
4111,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4112,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4113,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4114,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4115,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
4116,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4117,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
4118,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4119,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4120,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
4121,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4122,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
4123,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
4124,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
4125,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
4126,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
4127,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
4128,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
4129,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
4130,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4131,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4132,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4133,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4134,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4135,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4136,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
4137,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
4138,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
4139,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
4140,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4141,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4142,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4143,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Grassland
4144,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
4145,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
4146,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4147,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4148,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4149,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
4150,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
4151,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
4152,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
4153,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
4154,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
4155,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4156,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4157,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4158,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4159,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
4160,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
4161,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4162,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4163,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4164,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4165,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4166,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4167,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4168,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4169,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4170,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4171,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4172,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4173,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4174,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
4175,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4176,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4177,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4178,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4179,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4180,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4181,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
4182,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4183,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4184,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4185,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
4186,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4187,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4188,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4189,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4190,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4191,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4192,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4193,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4194,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4195,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
4196,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4197,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
4198,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4199,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4200,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
4201,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4202,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4203,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
4204,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4205,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4206,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4207,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
4208,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4209,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4210,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4211,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4212,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4213,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4214,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
4215,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4216,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4217,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4218,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
4219,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4220,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
4221,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
4222,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4223,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
4224,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4225,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
4226,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4227,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4228,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4229,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
4230,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4231,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
4232,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4233,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4234,Forest,Forest,NULL,Water,Non_Wetland,NULL,Grassland,Forest
4235,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
4236,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4237,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
4238,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
