Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNM_M_R
10046,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10047,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
10048,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
10049,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10050,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10051,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10052,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
10053,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10054,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
10055,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10056,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10057,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10058,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10059,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
10060,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
10061,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10062,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10063,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
10064,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
10065,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10066,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
10067,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
10068,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
10069,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10070,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
10071,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
10072,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
10073,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10074,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10075,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10076,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10077,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
10078,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10079,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10080,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10081,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
10082,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10083,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
10084,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
10085,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
10086,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
10087,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10088,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10089,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10090,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10091,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10092,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
10093,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
10094,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
10095,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
10096,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
10097,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
10098,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
10099,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
10100,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
10101,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
10102,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
10103,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
10104,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
10105,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
10106,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
10107,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
10108,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
10109,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10110,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
10111,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10112,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
10113,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10114,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
10115,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
10116,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10117,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
10118,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
10119,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10120,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
10121,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
10122,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10123,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Forest
10124,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10125,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10126,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10127,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
10128,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
10129,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
10130,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
10131,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
10132,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
10133,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
10134,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
10135,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
10136,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
10137,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
10138,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
10139,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
10140,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
10141,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
10142,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
10143,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
10144,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
10145,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
10146,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
10147,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
10148,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
10149,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
10150,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
10151,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
10152,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
10153,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
10154,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
10155,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
10156,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
10157,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
10158,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
10159,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
10160,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
10161,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
10162,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
10163,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
10164,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
10165,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
10166,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Grassland
10167,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
10168,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
10169,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10170,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
10171,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
10172,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10173,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
10174,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10175,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
10176,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
10177,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
10178,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
10179,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
10180,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
10181,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
10182,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
10183,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
10184,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10185,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
10186,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10187,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10188,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10189,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10190,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10191,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
10192,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10193,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10194,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
10195,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
10196,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10197,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10198,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
10199,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
10200,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
10201,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
10202,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
10203,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
10204,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10205,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10206,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
10207,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10208,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
10209,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10210,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
10211,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
10212,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10213,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
10214,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
10215,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
10216,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10217,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
10218,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
10219,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
10220,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
10221,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
10222,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
10223,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
10224,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
10225,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
10226,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
10227,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
10228,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
10229,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
10230,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
10231,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
10232,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
10233,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
10234,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10235,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
10236,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
10237,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10238,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10239,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
10240,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
10241,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
10242,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
10243,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
10244,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
10245,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
10246,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10247,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
10248,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10249,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
10250,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
10251,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
10252,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
10253,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
10254,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
10255,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
10256,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
10257,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
10258,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10259,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
10260,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
10261,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
10262,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
10263,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
10264,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
10265,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
10266,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10267,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
10268,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
10269,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
10270,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
10271,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
10272,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
10273,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
10274,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10275,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
10276,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
10277,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
10278,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
10279,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
10280,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
10281,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
10282,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10283,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
10284,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
10285,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
10286,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
10287,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
10288,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
10289,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
10290,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
10291,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
10292,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10293,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
10294,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10295,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10296,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10297,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
10298,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10299,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10300,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10301,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
10302,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
10303,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
10304,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
10305,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
10306,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
10307,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
10308,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
10309,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
10310,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
10311,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
10312,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10313,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10314,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
10315,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
10316,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
10317,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
10318,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
10319,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10320,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10321,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10322,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
10323,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10324,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10325,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10326,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10327,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10328,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10329,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10330,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10331,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10332,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
10333,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10334,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
10335,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10336,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10337,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10338,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
10339,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10340,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
10341,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
10342,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10343,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
10344,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
10345,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
10346,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
10347,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10348,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10349,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10350,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10351,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10352,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
10353,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10354,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
10355,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10356,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10357,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10358,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10359,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10360,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
10361,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10362,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
10363,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
10364,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10365,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
10366,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
10367,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
10368,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
10369,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
10370,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
10371,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
10372,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
10373,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10374,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
10375,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
10376,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10377,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
10378,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
10379,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
10380,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
